Codarticulo,Descripcion,Descadic,Familia,Codbarra,marca
0301009950,740040MK TM GRIS MELANGE,CALZA,INDUMENTARIA,7400400204,MKFITNESS
0301009960,740040MK TM NEGRO,CALZA,INDUMENTARIA,7400400203,MKFITNESS
0301009970,740040MK TS GRIS MELANGE,CALZA,INDUMENTARIA,7400400104,MKFITNESS
0301009980,740040MK TS NEGRO,CALZA,INDUMENTARIA,7400400103,MKFITNESS
0301009990,740040MK TXL GRIS MELANGE,CALZA,INDUMENTARIA,7400400404,MKFITNESS
0301010000,740040MK TXL NEGRO,CALZA,INDUMENTARIA,7400400403,MKFITNESS
0301010010,740042MK TL NEGRO,CALZA,INDUMENTARIA,7400420303,MKFITNESS
0301010020,740042MK TM NEGRO,CALZA,INDUMENTARIA,7400420203,MKFITNESS
0301010030,740042MK TS NEGRO,CALZA,INDUMENTARIA,7400420103,MKFITNESS
0301010040,740042MK TXL NEGRO,CALZA,INDUMENTARIA,7400420403,MKFITNESS
0301010050,740043MK TL GRIS MELANGE,CALZA,INDUMENTARIA,7400430304,MKFITNESS
0301010060,740043MK TL NEGRO,CALZA,INDUMENTARIA,7400430303,MKFITNESS
0301010070,740043MK TM GRIS MELANGE,CALZA,INDUMENTARIA,7400430204,MKFITNESS
0301010080,740043MK TM NEGRO,CALZA,INDUMENTARIA,7400430203,MKFITNESS
0301010090,740043MK TS GRIS MELANGE,CALZA,INDUMENTARIA,7400430104,MKFITNESS
0301010100,740043MK TS NEGRO,CALZA,INDUMENTARIA,7400430103,MKFITNESS
0301010110,740043MK TXL GRIS MELANGE,CALZA,INDUMENTARIA,7400430404,MKFITNESS
0301010120,740043MK TXL NEGRO,CALZA,INDUMENTARIA,7400430403,MKFITNESS
0302001930,710021MK TM ROSA/NEGRO,TOP,INDUMENTARIA,7100210292,MKFITNESS
0302001940,710023MK TS ROSA MGE/NEGRO,TOP,INDUMENTARIA,7100230192,MKFITNESS
0302001950,710023MK TM ROSA MGE/NEGRO,TOP,INDUMENTARIA,7100230292,MKFITNESS
0302001960,710023MK TL ROSA MGE/NEGRO,TOP,INDUMENTARIA,7100230392,MKFITNESS
0302001970,710023MK TXL ROSA MGE/NEGRO,TOP,INDUMENTARIA,7100230492,MKFITNESS
0302001980,710023MK TS GRS MGE/CORAL,TOP,INDUMENTARIA,71002301230,MKFITNESS
0302001990,710023MK TM GRS MGE/CORAL,TOP,INDUMENTARIA,71002302230,MKFITNESS
0302002000,710023MK TL GRS MGE/CORAL,TOP,INDUMENTARIA,71002303230,MKFITNESS
0302002010,710023MK TXL GRS MGE/CORAL,TOP,INDUMENTARIA,71002304230,MKFITNESS
0302002020,730006MK TM NEGRO,TOP,INDUMENTARIA,730006023,MKFITNESS
0302002030,710000MK TS NEGRO,TOP,INDUMENTARIA,7100000103,MKFITNESS
0302002040,710000MK TM NEGRO,TOP,INDUMENTARIA,7100000203,MKFITNESS
0302002050,710000MK TL NEGRO,TOP,INDUMENTARIA,7100000303,MKFITNESS
0302002060,710000MK TXL NEGRO,TOP,INDUMENTARIA,7100000403,MKFITNESS
0302002070,710001MK TS NEGRO,TOP,INDUMENTARIA,7100010103,MKFITNESS
0302002080,710001MK TM NEGRO,TOP,INDUMENTARIA,7100010203,MKFITNESS
0302002090,710001MK TL NEGRO,TOP,INDUMENTARIA,7100010303,MKFITNESS
0302002100,710001MK TXL NEGRO,TOP,INDUMENTARIA,7100010403,MKFITNESS
0302002110,710002 TS NEGRO,TOP,INDUMENTARIA,7100020103,MKFITNESS
0302002120,710002 TS MELANGE,TOP,INDUMENTARIA,7100020104,MKFITNESS
0302002130,710002 TM NEGRO,TOP,INDUMENTARIA,7100020203,MKFITNESS
0302002140,710002 TM MELANGE,TOP,INDUMENTARIA,7100020204,MKFITNESS
0302002150,710002 TL NEGRO,TOP,INDUMENTARIA,7100020303,MKFITNESS
0302002160,710002 TL MELANGE,TOP,INDUMENTARIA,7100020304,MKFITNESS
0302002170,710002 TXL NEGRO,TOP,INDUMENTARIA,7100020403,MKFITNESS
0302002180,710002 TXL MELANGE,TOP,INDUMENTARIA,7100020404,MKFITNESS
0302002190,710003 TS NEGRO,TOP,INDUMENTARIA,7100030103,MKFITNESS
0302002200,710003 TM NEGRO,TOP,INDUMENTARIA,7100030203,MKFITNESS
0302002210,710003 TL NEGRO,TOP,INDUMENTARIA,7100030303,MKFITNESS
0302002220,710003 TXL NEGRO,TOP,INDUMENTARIA,7100030403,MKFITNESS
0302002230,710004 TS NEGRO,TOP,INDUMENTARIA,7100040103,MKFITNESS
0302002240,710004 TM NEGRO,TOP,INDUMENTARIA,7100040203,MKFITNESS
0302002250,710004 TL NEGRO,TOP,INDUMENTARIA,7100040303,MKFITNESS
0302002260,710004 TXL NEGRO,TOP,INDUMENTARIA,7100040403,MKFITNESS
0302002270,710006MK TS NEGRO,TOP,INDUMENTARIA,7100060103,MKFITNESS
0302002280,710006MK TM NEGRO,TOP,INDUMENTARIA,7100060203,MKFITNESS
0302002290,710006MK TL NEGRO,TOP,INDUMENTARIA,7100060303,MKFITNESS
0302002300,710006MK TXL NEGRO,TOP,INDUMENTARIA,7100060403,MKFITNESS
0302002310,710008MK TS NEGRO,TOP,INDUMENTARIA,7100080103,MKFITNESS
0302002320,710008MK TS VIOLETA,TOP,INDUMENTARIA,7100080147,MKFITNESS
0302002330,710008MK TM NEGRO,TOP,INDUMENTARIA,7100080203,MKFITNESS
0302002340,710008MK TM VIOLETA,TOP,INDUMENTARIA,7100080247,MKFITNESS
0302002350,710008MK TL NEGRO,TOP,INDUMENTARIA,7100080303,MKFITNESS
0302002360,710008MK TL VIOLETA,TOP,INDUMENTARIA,7100080347,MKFITNESS
0302002370,710008MK TXL NEGRO,TOP,INDUMENTARIA,7100080403,MKFITNESS
0302002380,710008MK TXL VIOLETA,TOP,INDUMENTARIA,7100080447,MKFITNESS
0302002390,710009MK TS NEGRO,TOP,INDUMENTARIA,7100090103,MKFITNESS
0302002400,710009MK TS VERDE MILITAR,TOP,INDUMENTARIA,7100090130,MKFITNESS
0302002410,710009MK TM NEGRO,TOP,INDUMENTARIA,7100090203,MKFITNESS
0302002420,710009MK TM VERDE MILITAR,TOP,INDUMENTARIA,7100090230,MKFITNESS
0302002430,710009MK TL NEGRO,TOP,INDUMENTARIA,7100090303,MKFITNESS
0302002440,710009MK TL VERDE MILITAR,TOP,INDUMENTARIA,7100090330,MKFITNESS
0302002450,710009MK TXL NEGRO,TOP,INDUMENTARIA,7100090403,MKFITNESS
0302002460,710009MK TXL VERDE MILITAR,TOP,INDUMENTARIA,7100090430,MKFITNESS
0302002470,710010MK TS NEGRO,TOP,INDUMENTARIA,7100100103,MKFITNESS
0302002480,710010MK TM NEGRO,TOP,INDUMENTARIA,7100100203,MKFITNESS
0302002490,710010MK TL NEGRO,TOP,INDUMENTARIA,7100100303,MKFITNESS
0302002500,710010MK TXL NEGRO,TOP,INDUMENTARIA,7100100403,MKFITNESS
0302002510,710011MK TS NEGRO,TOP,INDUMENTARIA,7100110103,MKFITNESS
0302002520,710011MK TM NEGRO,TOP,INDUMENTARIA,7100110203,MKFITNESS
0302002530,710011MK TL NEGRO,TOP,INDUMENTARIA,7100110303,MKFITNESS
0302002540,710011MK TXL NEGRO,TOP,INDUMENTARIA,7100110403,MKFITNESS
0302002550,710013MK TS NEGRO,TOP,INDUMENTARIA,7100130103,MKFITNESS
0302002560,710013MK TM NEGRO,TOP,INDUMENTARIA,7100130203,MKFITNESS
0302002570,710013MK TL NEGRO,TOP,INDUMENTARIA,7100130303,MKFITNESS
0302002580,710013MK TXL NEGRO,TOP,INDUMENTARIA,7100130403,MKFITNESS
0302002590,710014MK TS NEGRO,TOP,INDUMENTARIA,7100140103,MKFITNESS
0302002600,710014MK TS GRIS,TOP,INDUMENTARIA,7100140111,MKFITNESS
0302002610,710014MK TM NEGRO,TOP,INDUMENTARIA,7100140203,MKFITNESS
0302002620,710014MK TM GRIS,TOP,INDUMENTARIA,7100140211,MKFITNESS
0302002630,710014MK TL NEGRO,TOP,INDUMENTARIA,7100140303,MKFITNESS
0302002640,710014MK TL GRIS,TOP,INDUMENTARIA,7100140311,MKFITNESS
0302002650,710014MK TXL NEGRO,TOP,INDUMENTARIA,7100140403,MKFITNESS
0302002660,710014MK TXL GRIS,TOP,INDUMENTARIA,7100140411,MKFITNESS
0302002670,710015MK TS NEGRO,TOP,INDUMENTARIA,7100150103,MKFITNESS
0302002680,710015MK TM NEGRO,TOP,INDUMENTARIA,7100150203,MKFITNESS
0302002690,710015MK TL NEGRO,TOP,INDUMENTARIA,7100150303,MKFITNESS
0302002700,710015MK TXL NEGRO,TOP,INDUMENTARIA,7100150403,MKFITNESS
0302002710,710016MK TS NEGRO,TOP,INDUMENTARIA,7100160103,MKFITNESS
0302002720,710016MK TS ROJO,TOP,INDUMENTARIA,7100160106,MKFITNESS
0302002730,710016MK TM NEGRO,TOP,INDUMENTARIA,7100160203,MKFITNESS
0302002740,710016MK TM ROJO,TOP,INDUMENTARIA,7100160206,MKFITNESS
0302002750,710016MK TL NEGRO,TOP,INDUMENTARIA,7100160303,MKFITNESS
0302002760,710016MK TL ROJO,TOP,INDUMENTARIA,7100160306,MKFITNESS
0302002770,710016MK TXL NEGRO,TOP,INDUMENTARIA,7100160403,MKFITNESS
0302002780,710016MK TXL ROJO,TOP,INDUMENTARIA,7100160406,MKFITNESS
0302002790,710019MK TS TURQUEZA M/NEGRO,TOP,INDUMENTARIA,7100190194,MKFITNESS
0302002800,710019MK TM TURQUEZA M/NEGRO,TOP,INDUMENTARIA,7100190294,MKFITNESS
0302002810,710019MK TL TURQUEZA M/NEGRO,TOP,INDUMENTARIA,7100190394,MKFITNESS
0302002820,710019MK TXL TURQUEZA M/NEGRO,TOP,INDUMENTARIA,7100190494,MKFITNESS
0302002830,710024MK TS FUCSIA,TOP,INDUMENTARIA,7100240123,MKFITNESS
0302002840,710024MK TM FUCSIA,TOP,INDUMENTARIA,7100240223,MKFITNESS
0302002850,710024MK TL FUCSIA,TOP,INDUMENTARIA,7100240323,MKFITNESS
0302002860,710024MK TXL FUCSIA,TOP,INDUMENTARIA,7100240423,MKFITNESS
0302002870,710025MK TS MORADO/NEGRO,TOP,INDUMENTARIA,7100250189,MKFITNESS
0302002880,710025MK TM MORADO/NEGRO,TOP,INDUMENTARIA,7100250289,MKFITNESS
0302002890,710025MK TL MORADO/NEGRO,TOP,INDUMENTARIA,7100250389,MKFITNESS
0302002900,710025MK TXL MORADO/NEGRO,TOP,INDUMENTARIA,7100250489,MKFITNESS
0302002910,710002 TS FSIA MLGE,TOP,INDUMENTARIA,71000201319,MKFITNESS
0302002920,710002 TM FSIA MLGE,TOP,INDUMENTARIA,71000202319,MKFITNESS
0302002930,710002 TL FSIA MLGE,TOP,INDUMENTARIA,71000203319,MKFITNESS
0302002940,710002 TXL FSIA MLGE,TOP,INDUMENTARIA,71000204319,MKFITNESS
0302002950,710003 TS GRIS MGE.OSC,TOP,INDUMENTARIA,71000301265,MKFITNESS
0302002960,710003 TM GRIS MGE.OSC,TOP,INDUMENTARIA,71000302265,MKFITNESS
0302002970,710003 TL GRIS MGE.OSC,TOP,INDUMENTARIA,71000303265,MKFITNESS
0302002980,710003 TXL GRIS MGE.OSC,TOP,INDUMENTARIA,71000304265,MKFITNESS
0302002990,710004 TS AZUL,TOP,INDUMENTARIA,71000401130,MKFITNESS
0302003000,710004 TS NGRO MLGE,TOP,INDUMENTARIA,71000401544,MKFITNESS
0302003010,710004 TM AZUL,TOP,INDUMENTARIA,71000402130,MKFITNESS
0302003020,710004 TM NGRO MLGE,TOP,INDUMENTARIA,71000402544,MKFITNESS
0302003030,710004 TL AZUL,TOP,INDUMENTARIA,71000403130,MKFITNESS
0302003040,710004 TL NGRO MLGE,TOP,INDUMENTARIA,71000403544,MKFITNESS
0302003050,710004 TXL AZUL,TOP,INDUMENTARIA,71000404130,MKFITNESS
0302003060,710004 TXL NGRO MLGE,TOP,INDUMENTARIA,71000404544,MKFITNESS
0302003070,710005 TS CORAL FLUO,TOP,INDUMENTARIA,71000501208,MKFITNESS
0302003080,710005 TS NJA FLUOR,TOP,INDUMENTARIA,71000501241,MKFITNESS
0302003090,710005 TM CORAL FLUO,TOP,INDUMENTARIA,71000502208,MKFITNESS
0302003100,710005 TL CORAL FLUO,TOP,INDUMENTARIA,71000503208,MKFITNESS
0302003110,710005 TL NJA FLUOR,TOP,INDUMENTARIA,71000503241,MKFITNESS
0302003120,710005 TXL CORAL FLUO,TOP,INDUMENTARIA,71000504208,MKFITNESS
0302003130,710005 TXL NJA FLUOR,TOP,INDUMENTARIA,71000504241,MKFITNESS
0302003140,710006MK TS CORAL,TOP,INDUMENTARIA,71000601208,MKFITNESS
0302003150,710006MK TS PURPURA,TOP,INDUMENTARIA,71000601229,MKFITNESS
0302003160,710006MK TS NRJA FLUO,TOP,INDUMENTARIA,71000601241,MKFITNESS
0302003170,710006MK TM CORAL,TOP,INDUMENTARIA,71000602208,MKFITNESS
0302003180,710006MK TM PURPURA,TOP,INDUMENTARIA,71000602229,MKFITNESS
0302003190,710006MK TM NRJA FLUO,TOP,INDUMENTARIA,71000602241,MKFITNESS
0302003200,710006MK TL CORAL,TOP,INDUMENTARIA,71000603208,MKFITNESS
0302003210,710006MK TL PURPURA,TOP,INDUMENTARIA,71000603229,MKFITNESS
0302003220,710006MK TL NRJA FLUO,TOP,INDUMENTARIA,71000603241,MKFITNESS
0302003230,710006MK TXL CORAL,TOP,INDUMENTARIA,71000604208,MKFITNESS
0302003240,710006MK TXL PURPURA,TOP,INDUMENTARIA,71000604229,MKFITNESS
0302003250,710006MK TXL NRJA FLUO,TOP,INDUMENTARIA,71000604241,MKFITNESS
0302003260,710007MK TS GRIS NGRO,TOP,INDUMENTARIA,71000701112,MKFITNESS
0302003270,710007MK TS GRIS ROSA,TOP,INDUMENTARIA,71000701159,MKFITNESS
0302003280,710007MK TS GRIS AMAR,TOP,INDUMENTARIA,71000701223,MKFITNESS
0302003290,710007MK TM GRIS NGRO,TOP,INDUMENTARIA,71000702112,MKFITNESS
0302003300,710007MK TM GRIS ROSA,TOP,INDUMENTARIA,71000702159,MKFITNESS
0302003310,710007MK TM GRIS AMAR,TOP,INDUMENTARIA,71000702223,MKFITNESS
0302003320,710007MK TL GRIS NGRO,TOP,INDUMENTARIA,71000703112,MKFITNESS
0302003330,710007MK TL GRIS ROSA,TOP,INDUMENTARIA,71000703159,MKFITNESS
0302003340,710007MK TL GRIS AMAR,TOP,INDUMENTARIA,71000703223,MKFITNESS
0302003350,710007MK TXL GRIS NGRO,TOP,INDUMENTARIA,71000704112,MKFITNESS
0302003360,710007MK TXL GRIS/ROSA,TOP,INDUMENTARIA,71000704159,MKFITNESS
0302003370,710007MK TXL GRIS AMAR,TOP,INDUMENTARIA,71000704223,MKFITNESS
0302003380,710007MK TXL GRIS ROSA,TOP,INDUMENTARIA,71000904159,MKFITNESS
0302003390,710010MK TS GRIS OSCURO,TOP,INDUMENTARIA,71001001265,MKFITNESS
0302003400,710010MK TM GRIS OSCURO,TOP,INDUMENTARIA,71001002265,MKFITNESS
0302003410,710010MK TL GRIS OSCURO,TOP,INDUMENTARIA,71001003265,MKFITNESS
0302003420,710010MK TXL GRIS OSCURO,TOP,INDUMENTARIA,71001004265,MKFITNESS
0302003430,710011MK TS GRIS OSCURO,TOP,INDUMENTARIA,71001101265,MKFITNESS
0302003440,710011MK TM GRIS OSCURO,TOP,INDUMENTARIA,71001102265,MKFITNESS
0302003450,710011MK TL GRIS OSCURO,TOP,INDUMENTARIA,71001103265,MKFITNESS
0302003460,710011MK TXL GRIS OSCURO,TOP,INDUMENTARIA,71001104265,MKFITNESS
0302003470,710013MK TS ROSA VINTAGE,TOP,INDUMENTARIA,71001301156,MKFITNESS
0302003480,710013MK TS GRIS MGE.OSC,TOP,INDUMENTARIA,71001301265,MKFITNESS
0302003490,710013MK TM ROSA VINTAGE,TOP,INDUMENTARIA,71001302156,MKFITNESS
0302003500,710013MK TM GRIS MGE.OSC,TOP,INDUMENTARIA,71001302265,MKFITNESS
0302003510,710013MK TL ROSA VINTAGE,TOP,INDUMENTARIA,71001303156,MKFITNESS
0302003520,710013MK TL GRIS MGE.OSC,TOP,INDUMENTARIA,71001303265,MKFITNESS
0302003530,710013MK TXL ROSA VINTAGE,TOP,INDUMENTARIA,71001304156,MKFITNESS
0302003540,710013MK TXL GRIS MGE.OSC,TOP,INDUMENTARIA,71001304265,MKFITNESS
0302003550,710015MK TS GR.MEL.OSC.,TOP,INDUMENTARIA,71001501265,MKFITNESS
0302003560,710015MK TM GR.MEL.OSC.,TOP,INDUMENTARIA,71001502265,MKFITNESS
0302003570,710015MK TL GR.MEL.OSC.,TOP,INDUMENTARIA,71001503265,MKFITNESS
0302003580,710015MK TXL GR.MEL.OSC.,TOP,INDUMENTARIA,71001504265,MKFITNESS
0302003590,710016MK TS AZUL,TOP,INDUMENTARIA,71001601130,MKFITNESS
0302003600,710016MK TS GR.MEL.OSC.,TOP,INDUMENTARIA,71001601265,MKFITNESS
0302003610,710016MK TM AZUL,TOP,INDUMENTARIA,71001602130,MKFITNESS
0302003620,710016MK TM GR.MEL.OSC.,TOP,INDUMENTARIA,71001602265,MKFITNESS
0302003630,710016MK TL AZUL,TOP,INDUMENTARIA,71001603130,MKFITNESS
0302003640,710016MK TL GR.MEL.OSC.,TOP,INDUMENTARIA,71001603265,MKFITNESS
0302003650,710016MK TXL AZUL,TOP,INDUMENTARIA,71001604130,MKFITNESS
0302003660,710016MK TXL GR.MEL.OSC.,TOP,INDUMENTARIA,71001604265,MKFITNESS
0302003670,710017MK TS GR AMARILLO,TOP,INDUMENTARIA,71001701223,MKFITNESS
0302003680,710017MK TS GRIS CORAL,TOP,INDUMENTARIA,71001701230,MKFITNESS
0302003690,710017MK TM GR AMARILLO,TOP,INDUMENTARIA,71001702223,MKFITNESS
0302003700,710017MK TM GRIS CORAL,TOP,INDUMENTARIA,71001702230,MKFITNESS
0302003710,710017MK TL GR AMARILLO,TOP,INDUMENTARIA,71001703223,MKFITNESS
0302003720,710017MK TL GRIS CORAL,TOP,INDUMENTARIA,71001703230,MKFITNESS
0302003730,710017MK TXL GR AMARILLO,TOP,INDUMENTARIA,71001704223,MKFITNESS
0302003740,710017MK TXL GRIS CORAL,TOP,INDUMENTARIA,71001704230,MKFITNESS
0302003750,710018MK TS GRIS ROSA,TOP,INDUMENTARIA,71001801159,MKFITNESS
0302003760,710018MK TS NEGRO AZUL,TOP,INDUMENTARIA,71001801526,MKFITNESS
0302003770,710018MK TM GRIS ROSA,TOP,INDUMENTARIA,71001802159,MKFITNESS
0302003780,710018MK TM NEGRO AZUL,TOP,INDUMENTARIA,71001802526,MKFITNESS
0302003790,710018MK TL GRIS ROSA,TOP,INDUMENTARIA,71001803159,MKFITNESS
0302003800,710018MK TL NEGRO AZUL,TOP,INDUMENTARIA,71001803526,MKFITNESS
0302003810,710018MK TXL GRIS ROSA,TOP,INDUMENTARIA,71001804159,MKFITNESS
0302003820,710018MK TXL NEGRO AZUL,TOP,INDUMENTARIA,71001804526,MKFITNESS
0302003830,710019MK TS GRIS M/A FLUO,TOP,INDUMENTARIA,71001901223,MKFITNESS
0302003840,710019MK TM GRIS M/A FLUO,TOP,INDUMENTARIA,71001902223,MKFITNESS
0302003850,710019MK TL GRIS M/A FLUO,TOP,INDUMENTARIA,71001903223,MKFITNESS
0302003860,710019MK TXL GRIS M/A FLUO,TOP,INDUMENTARIA,71001904223,MKFITNESS
0302003870,710024MK TS AMARILLO,TOP,INDUMENTARIA,71002401114,MKFITNESS
0302003880,710024MK TM AMARILLO,TOP,INDUMENTARIA,71002402114,MKFITNESS
0302003890,710024MK TL AMARILLO,TOP,INDUMENTARIA,71002403114,MKFITNESS
0302003900,710024MK TXL AMARILLO,TOP,INDUMENTARIA,71002404114,MKFITNESS
0302003910,710025MK TS GRIS/CORAL,TOP,INDUMENTARIA,71002501230,MKFITNESS
0302003920,710025MK TM GRIS/CORAL,TOP,INDUMENTARIA,71002502230,MKFITNESS
0302003930,710025MK TL GRIS/CORAL,TOP,INDUMENTARIA,71002503230,MKFITNESS
0302003940,710025MK TXL GRIS/CORAL,TOP,INDUMENTARIA,71002504230,MKFITNESS
0302003950,710026MK TS NEGRO TURQUESA,TOP,INDUMENTARIA,71002601314,MKFITNESS
0302003960,710026MK TS NEGRO ROSA,TOP,INDUMENTARIA,71002601315,MKFITNESS
0302003970,710026MK TM NEGRO TURQUESA,TOP,INDUMENTARIA,71002602314,MKFITNESS
0302003980,710026MK TM NEGRO ROSA,TOP,INDUMENTARIA,71002602315,MKFITNESS
0302003990,710026MK TL NEGRO TURQUESA,TOP,INDUMENTARIA,71002603314,MKFITNESS
0302004000,710026MK TL NEGRO ROSA,TOP,INDUMENTARIA,71002603315,MKFITNESS
0302004010,710026MK TXL NEGRO TURQUESA,TOP,INDUMENTARIA,71002604314,MKFITNESS
0302004020,710026MK TXL NEGRO ROSA,TOP,INDUMENTARIA,71002604315,MKFITNESS
0302004030,710027MK TS NEGRO TURQUESA,TOP,INDUMENTARIA,71002701314,MKFITNESS
0302004040,710027MK TS NEGRO ROSA,TOP,INDUMENTARIA,71002701315,MKFITNESS
0302004050,710027MK TM NEGRO TURQUESA,TOP,INDUMENTARIA,71002702314,MKFITNESS
0302004060,710027MK TM NEGRO ROSA,TOP,INDUMENTARIA,71002702315,MKFITNESS
0302004070,710027MK TL NEGRO TURQUESA,TOP,INDUMENTARIA,71002703314,MKFITNESS
0302004080,710027MK TL NEGRO ROSA,TOP,INDUMENTARIA,71002703315,MKFITNESS
0302004090,710027MK TXL NEGRO TURQUESA,TOP,INDUMENTARIA,71002704314,MKFITNESS
0302004100,710027MK TXL NEGRO ROSA,TOP,INDUMENTARIA,71002704315,MKFITNESS
0302004110,710029MK TS GR.MG.O ROJO,TOP,INDUMENTARIA,71002901172,MKFITNESS
0302004120,710029MK TS NEGRO FUCSIA,TOP,INDUMENTARIA,71002901253,MKFITNESS
0302004130,710029MK TM GR.MG.O ROJO,TOP,INDUMENTARIA,71002902172,MKFITNESS
0302004140,710029MK TM NEGRO FUCSIA,TOP,INDUMENTARIA,71002902253,MKFITNESS
0302004150,710029MK TL GR.MG.O ROJO,TOP,INDUMENTARIA,71002903172,MKFITNESS
0302004160,710029MK TL NEGRO FUCSIA,TOP,INDUMENTARIA,71002903253,MKFITNESS
0302004170,710029MK TXL GR.MG.O ROJO,TOP,INDUMENTARIA,71002904172,MKFITNESS
0302004180,710029MK TXL NEGRO FUCSIA,TOP,INDUMENTARIA,71002904253,MKFITNESS
0302004190,710031MK TS NEG CORAL EST,TOP,INDUMENTARIA,71003101325,MKFITNESS
0302004200,710031MK TS GR.MG COR.ES,TOP,INDUMENTARIA,71003101326,MKFITNESS
0302004210,710031MK TM NEG CORAL EST,TOP,INDUMENTARIA,71003102325,MKFITNESS
0302004220,710031MK TM GR.MG COR.ES,TOP,INDUMENTARIA,71003102326,MKFITNESS
0302004230,710031MK TL NEG CORAL EST,TOP,INDUMENTARIA,71003103325,MKFITNESS
0302004240,710031MK TL GR.MG COR.ES,TOP,INDUMENTARIA,71003103326,MKFITNESS
0302004250,710031MK TXL NEG CORAL EST,TOP,INDUMENTARIA,71003104325,MKFITNESS
0302004260,710031MK TXL GR.MG COR.ES,TOP,INDUMENTARIA,71003104326,MKFITNESS
0302004270,710005 TM NJA FLUOR,TOP,INDUMENTARIA,710005402241,MKFITNESS
0302004280,710000MK  TOP  MK,TOP,INDUMENTARIA,710000MK,MKFITNESS
0302004290,710001MK  TOP MICRO MK,TOP,INDUMENTARIA,710001MK,MKFITNESS
0302004300,710002MK  TOP DE LAG MK,TOP,INDUMENTARIA,710002MK,MKFITNESS
0302004310,710003MK  TOP DE LAG MK,TOP,INDUMENTARIA,710003MK,MKFITNESS
0302004320,710004MK  TOP DE LAG MK,TOP,INDUMENTARIA,710004MK,MKFITNESS
0302004330,710005MK  TOP DE LAG MK,TOP,INDUMENTARIA,710005MK,MKFITNESS
0302004340,710006MK   TOP DE LAG  MK,TOP,INDUMENTARIA,710006MK,MKFITNESS
0302004350,710013MK TOP COMBINADO,TOP,INDUMENTARIA,710013MK,MKFITNESS
0302004360,710014MK TOP C/RED Y CIERRE,TOP,INDUMENTARIA,710014MK,MKFITNESS
0302004370,710015MK TOP COMB,TOP,INDUMENTARIA,710015MK,MKFITNESS
0302004380,710016MK TOP COMB,TOP,INDUMENTARIA,710016MK,MKFITNESS
0302004390,710017MK TOP COMB,TOP,INDUMENTARIA,710017MK,MKFITNESS
0302004400,710018MK TOP DOBRE C/POWER,TOP,INDUMENTARIA,710018MK,MKFITNESS
0302004410,710019MK TOP DEP SIN COSTURA E,TOP,INDUMENTARIA,710019MK,MKFITNESS
0302004420,710020MK TOP DEP SIN COSTURA E,TOP,INDUMENTARIA,710020MK,MKFITNESS
0302004430,710021MK TOP DEP SIN COSTURA D,TOP,INDUMENTARIA,710021MK,MKFITNESS
0302004440,710022MK TOP DEP SIN COSTURA C,TOP,INDUMENTARIA,710022MK,MKFITNESS
0302004450,710023MK TOP DEP SIN COSTURA C,TOP,INDUMENTARIA,710023MK,MKFITNESS
0302004460,710024MK TOP COMB RAY,TOP,INDUMENTARIA,710024MK,MKFITNESS
0302004470,710025MK TOP DEP SIN COSTUTRA,TOP,INDUMENTARIA,710025MK,MKFITNESS
0302004480,710026MK TOP MICROF TIRITAS JA,TOP,INDUMENTARIA,710026MK,MKFITNESS
0302004490,710027MK TOP MICROF RECORTES J,TOP,INDUMENTARIA,710027MK,MKFITNESS
0302004500,710029MK TOP MICROF POWER ORGA,TOP,INDUMENTARIA,710029MK,MKFITNESS
0302004510,710031MK TOP MICROF RECORTES J,TOP,INDUMENTARIA,710031MK,MKFITNESS
0302005690,710032MK TOP MICROF,TOP,INDUMENTARIA,710032MK,MKFITNESS
0302005700,710033MK TOP MICROF,TOP,INDUMENTARIA,710033MK,MKFITNESS
0302005710,710032MK TL GRIS MELANGE,TOP,INDUMENTARIA,7100320304,MKFITNESS
0302005720,710032MK TL NEGRO,TOP,INDUMENTARIA,7100320303,MKFITNESS
0302005730,710032MK TM GRIS MELANGE,TOP,INDUMENTARIA,7100320204,MKFITNESS
0302005740,710032MK TM NEGRO,TOP,INDUMENTARIA,7100320203,MKFITNESS
0302005750,710032MK TS GRIS MELANGE,TOP,INDUMENTARIA,7100320104,MKFITNESS
0302005760,710032MK TS NEGRO,TOP,INDUMENTARIA,7100320103,MKFITNESS
0302005770,710032MK TXL GRIS MELANGE,TOP,INDUMENTARIA,7100320404,MKFITNESS
0302005780,710032MK TXL NEGRO,TOP,INDUMENTARIA,7100320403,MKFITNESS
0302005790,710033MK TL NEGRO,TOP,INDUMENTARIA,7100330303,MKFITNESS
0302005800,710033MK TM NEGRO,TOP,INDUMENTARIA,7100330203,MKFITNESS
0302005810,710033MK TS NEGRO,TOP,INDUMENTARIA,7100330103,MKFITNESS
0302005820,710033MK TXL NEGRO,TOP,INDUMENTARIA,7100330403,MKFITNESS
0303002710,720001 TS BLANCO,REMERA,INDUMENTARIA,7200010101,MKFITNESS
0303002720,720001 TS GRIS MILANGE,REMERA,INDUMENTARIA,7200010104,MKFITNESS
0303002730,720001 TM BLANCO,REMERA,INDUMENTARIA,7200010201,MKFITNESS
0303002740,720001 TM GRIS MILANGE,REMERA,INDUMENTARIA,7200010204,MKFITNESS
0303002750,720001 TL BLANCO,REMERA,INDUMENTARIA,7200010301,MKFITNESS
0303002760,720001 TL GRIS MILANGE,REMERA,INDUMENTARIA,7200010304,MKFITNESS
0303002770,720001 TXL BLANCO,REMERA,INDUMENTARIA,7200010401,MKFITNESS
