Codarticulo,Descripcion,Descadic,Familia,Codbarra,marca
0313000810,740045MK TXL NGO GR.MG.OS,JOGGINETA,INDUMENTARIA,74004504391,MKFITNESS
0319000300,720002 TS NEGRO,CAMISETA,INDUMENTARIA,7200020103,MKFITNESS
0319000310,720002 TS GRIS MILANGE,CAMISETA,INDUMENTARIA,7200020104,MKFITNESS
0319000320,720002 TM NEGRO,CAMISETA,INDUMENTARIA,7200020203,MKFITNESS
0319000330,720002 TM GRIS MILANGE,CAMISETA,INDUMENTARIA,7200020204,MKFITNESS
0319000340,720002 TL NEGRO,CAMISETA,INDUMENTARIA,7200020303,MKFITNESS
0319000350,720002 TL GRIS MILANGE,CAMISETA,INDUMENTARIA,7200020304,MKFITNESS
0319000360,720002 TXL NEGRO,CAMISETA,INDUMENTARIA,7200020403,MKFITNESS
0319000370,720002 TXL GRIS MILANGE,CAMISETA,INDUMENTARIA,7200020404,MKFITNESS
0319000380,720003 TS NEGRO,CAMISETA,INDUMENTARIA,7200030103,MKFITNESS
0319000390,720003 TS GRIS MILANGE,CAMISETA,INDUMENTARIA,7200030104,MKFITNESS
0319000400,720003 TM NEGRO,CAMISETA,INDUMENTARIA,7200030203,MKFITNESS
0319000410,720003 TM GRIS MILANGE,CAMISETA,INDUMENTARIA,7200030204,MKFITNESS
0319000420,720003 TL NEGRO,CAMISETA,INDUMENTARIA,7200030303,MKFITNESS
0319000430,720003 TL GRIS MILANGE,CAMISETA,INDUMENTARIA,7200030304,MKFITNESS
0319000440,720003 TXL NEGRO,CAMISETA,INDUMENTARIA,7200030403,MKFITNESS
0319000450,720003 TXL GRIS MILANGE,CAMISETA,INDUMENTARIA,7200030404,MKFITNESS
0319000460,720007 TS NEGRO,CAMISETA,INDUMENTARIA,7200070103,MKFITNESS
0319000470,720007 TS GRIS MILANGE,CAMISETA,INDUMENTARIA,7200070104,MKFITNESS
0319000480,720007 TM NEGRO,CAMISETA,INDUMENTARIA,7200070203,MKFITNESS
0319000490,720007 TM GRIS MILANGE,CAMISETA,INDUMENTARIA,7200070204,MKFITNESS
0319000500,720007 TL NEGRO,CAMISETA,INDUMENTARIA,7200070303,MKFITNESS
0319000510,720007 TL GRIS MILANGE,CAMISETA,INDUMENTARIA,7200070304,MKFITNESS
0319000520,720007 TXL NEGRO,CAMISETA,INDUMENTARIA,7200070403,MKFITNESS
0319000530,720007 TXL GRIS MILANGE,CAMISETA,INDUMENTARIA,7200070404,MKFITNESS
0319000540,720002 TS FSIA MLGE,CAMISETA,INDUMENTARIA,72000201319,MKFITNESS
0319000550,720002 TM FSIA MLGE,CAMISETA,INDUMENTARIA,72000202319,MKFITNESS
0319000560,720002 TL FSIA MLGE,CAMISETA,INDUMENTARIA,72000203319,MKFITNESS
0319000570,720002 TXL FSIA MLGE,CAMISETA,INDUMENTARIA,72000204319,MKFITNESS
0319000580,720007 TS AZUL,CAMISETA,INDUMENTARIA,72000701130,MKFITNESS
0319000590,720007 TM AZUL,CAMISETA,INDUMENTARIA,72000702130,MKFITNESS
0319000600,720007 TL AZUL,CAMISETA,INDUMENTARIA,72000703130,MKFITNESS
0319000610,720007 TXL AZUL+B57,CAMISETA,INDUMENTARIA,72000704130,MKFITNESS
0319000620,720009 TS CORAL FLUO,CAMISETA,INDUMENTARIA,72000901208,MKFITNESS
0319000630,720009 TS NJA FLUOR,CAMISETA,INDUMENTARIA,72000901241,MKFITNESS
0319000640,720009 TM CORAL FLUO,CAMISETA,INDUMENTARIA,72000902208,MKFITNESS
0319000650,720009 TM NJA FLUOR,CAMISETA,INDUMENTARIA,72000902241,MKFITNESS
0319000660,720009 TL CORAL FLUO,CAMISETA,INDUMENTARIA,72000903208,MKFITNESS
0319000670,720009 TL NJA FLUOR,CAMISETA,INDUMENTARIA,72000903241,MKFITNESS
0319000680,720009 TXL CORAL FLUO,CAMISETA,INDUMENTARIA,72000904208,MKFITNESS
0319000690,720009 TXL NJA FLUOR,CAMISETA,INDUMENTARIA,72000904241,MKFITNESS
0319000700,720028MK TS GRIS/AMRLLO,CAMISETA,INDUMENTARIA,72002801223,MKFITNESS
0319000710,720028MK TS GRIS/CORAL,CAMISETA,INDUMENTARIA,72002801230,MKFITNESS
0319000720,720028MK TM GRIS/AMRLLO,CAMISETA,INDUMENTARIA,72002802223,MKFITNESS
0319000730,720028MK TM GRIS/CORAL,CAMISETA,INDUMENTARIA,72002802230,MKFITNESS
0319000740,720028MK TL GRIS/AMRLLO,CAMISETA,INDUMENTARIA,72002803223,MKFITNESS
0319000750,720028MK TL GRIS/CORAL,CAMISETA,INDUMENTARIA,72002803230,MKFITNESS
0319000760,720028MK TXL GRIS/AMRLLO,CAMISETA,INDUMENTARIA,72002804223,MKFITNESS
0319000770,720028MK TXL GRIS/CORAL,CAMISETA,INDUMENTARIA,72002804230,MKFITNESS
0319000780,720031MK TS GRIS/ROSA,CAMISETA,INDUMENTARIA,72003101159,MKFITNESS
0319000781,720031MK TS NGRO/AZUL,CAMISETA,INDUMENTARIA,72003101526,MKFITNESS
0319000782,720031MK TM GRIS/ROSA,CAMISETA,INDUMENTARIA,72003102159,MKFITNESS
0319000783,720031MK TM NGRO/AZUL,CAMISETA,INDUMENTARIA,72003102526,MKFITNESS
0319000784,720031MK TL GRIS/ROSA,CAMISETA,INDUMENTARIA,72003103159,MKFITNESS
0319000785,720031MK TL NGRO/AZUL,CAMISETA,INDUMENTARIA,72003103526,MKFITNESS
0319000786,720031MK TXL GRIS/ROSA,CAMISETA,INDUMENTARIA,72003104159,MKFITNESS
0319000787,720031MK TXL NGRO/AZUL,CAMISETA,INDUMENTARIA,72003104526,MKFITNESS
0319000790,720023MK CAMISETA LYCRA,CAMISETA,INDUMENTARIA,720023MK,MKFITNESS
0320000100,750001 TS NEGRO,BUZO,INDUMENTARIA,7500010103,MKFITNESS
0320000110,750001 TS GRIS MILANGE,BUZO,INDUMENTARIA,7500010104,MKFITNESS
0320000120,750001 TM NEGRO,BUZO,INDUMENTARIA,7500010203,MKFITNESS
0320000130,750001 TM GRIS MILANGE,BUZO,INDUMENTARIA,7500010204,MKFITNESS
0320000140,750001 TL NEGRO,BUZO,INDUMENTARIA,7500010303,MKFITNESS
0320000150,750001 TL GRIS MILANGE,BUZO,INDUMENTARIA,7500010304,MKFITNESS
0320000160,750001 TXL NEGRO,BUZO,INDUMENTARIA,7500010403,MKFITNESS
0320000170,750001 TXL GRIS MILANGE,BUZO,INDUMENTARIA,7500010404,MKFITNESS
0320000180,750002 TS NEGRO,CHALECO,INDUMENTARIA,7500020103,MKFITNESS
0320000190,750002 TS GRIS MILANGE,CHALECO,INDUMENTARIA,7500020104,MKFITNESS
0320000200,750002 TM NEGRO,CHALECO,INDUMENTARIA,7500020203,MKFITNESS
0320000210,750002 TM GRIS MILANGE,CHALECO,INDUMENTARIA,7500020204,MKFITNESS
0320000220,750002 TL NEGRO,CHALECO,INDUMENTARIA,7500020303,MKFITNESS
0320000230,750002 TL GRIS MILANGE,CHALECO,INDUMENTARIA,7500020304,MKFITNESS
0320000240,750002 TXL NEGRO,CHALECO,INDUMENTARIA,7500020403,MKFITNESS
0320000250,750002 TXL GRIS MILANGE,CHALECO,INDUMENTARIA,7500020404,MKFITNESS
0320000260,750008MK TS NEGRO,BUZO,INDUMENTARIA,7500080103,MKFITNESS
0320000270,750008MK TS GRIS MILANGE,BUZO,INDUMENTARIA,7500080104,MKFITNESS
0320000280,750008MK TM NEGRO,BUZO,INDUMENTARIA,7500080203,MKFITNESS
0320000290,750008MK TM GRIS MILANGE,BUZO,INDUMENTARIA,7500080204,MKFITNESS
0320000300,750008MK TL NEGRO,BUZO,INDUMENTARIA,7500080303,MKFITNESS
0320000310,750008MK TL GRIS MILANGE,BUZO,INDUMENTARIA,7500080304,MKFITNESS
0320000320,750008MK TXL NEGRO,BUZO,INDUMENTARIA,7500080403,MKFITNESS
0320000330,750008MK TXL GRIS MILANGE,BUZO,INDUMENTARIA,7500080404,MKFITNESS
0320000340,750009MK TS NEGRO,BUZO,INDUMENTARIA,7500090103,MKFITNESS
0320000350,750009MK TS GRIS MILANGE,BUZO,INDUMENTARIA,7500090104,MKFITNESS
0320000360,750009MK TM NEGRO,BUZO,INDUMENTARIA,7500090203,MKFITNESS
0320000370,750009MK TM GRIS MILANGE,BUZO,INDUMENTARIA,7500090204,MKFITNESS
0320000380,750009MK TL NEGRO,BUZO,INDUMENTARIA,7500090303,MKFITNESS
0320000390,750009MK TL GRIS MILANGE,BUZO,INDUMENTARIA,7500090304,MKFITNESS
0320000400,750009MK TXL NEGRO,BUZO,INDUMENTARIA,7500090403,MKFITNESS
0320000410,750009MK TXL GRIS MILANGE,BUZO,INDUMENTARIA,7500090404,MKFITNESS
0320000420,750001MK BUZO MK,BUZO,INDUMENTARIA,750001MK,MKFITNESS
0320000430,750002MK CHALECO  MK,BUZO,INDUMENTARIA,750002MK,MKFITNESS
0320001490,750019MK BUZO,BUZO,INDUMENTARIA,750019MK,MKFITNESS
0320001500,750019MK TL CELESTE,BUZO,INDUMENTARIA,7500190334,MKFITNESS
0320001510,750019MK TL DAMASCO,BUZO,INDUMENTARIA,75001903367,MKFITNESS
0320001520,750019MK TL FUCSIA,BUZO,INDUMENTARIA,7500190323,MKFITNESS
0320001530,750019MK TL GR.MGE.CLA.,BUZO,INDUMENTARIA,75001903266,MKFITNESS
0320001540,750019MK TM CELESTE,BUZO,INDUMENTARIA,7500190234,MKFITNESS
0320001550,750019MK TM DAMASCO,BUZO,INDUMENTARIA,75001902367,MKFITNESS
0320001560,750019MK TM FUCSIA,BUZO,INDUMENTARIA,7500190223,MKFITNESS
0320001570,750019MK TM GR.MGE.CLA.,BUZO,INDUMENTARIA,75001902266,MKFITNESS
0320001580,750019MK TS CELESTE,BUZO,INDUMENTARIA,7500190134,MKFITNESS
0320001590,750019MK TS DAMASCO,BUZO,INDUMENTARIA,75001901367,MKFITNESS
0320001600,750019MK TS FUCSIA,BUZO,INDUMENTARIA,7500190123,MKFITNESS
0320001610,750019MK TS GR.MGE.CLA.,BUZO,INDUMENTARIA,75001901266,MKFITNESS
0320001620,750019MK TXL CELESTE,BUZO,INDUMENTARIA,7500190434,MKFITNESS
0320001630,750019MK TXL DAMASCO,BUZO,INDUMENTARIA,75001904367,MKFITNESS
0320001640,750019MK TXL FUCSIA,BUZO,INDUMENTARIA,7500190423,MKFITNESS
0320001650,750019MK TXL GR.MGE.CLA.,BUZO,INDUMENTARIA,75001904266,MKFITNESS
0320001660,750022MK TL BOR GR.MG.OS,BUZO,INDUMENTARIA,75002203401,MKFITNESS
0320001670,750022MK TL CEL GR.MG.OS,BUZO,INDUMENTARIA,75002203400,MKFITNESS
0320001680,750022MK TL DAM GR.MG.OS,BUZO,INDUMENTARIA,75002203397,MKFITNESS
0320001690,750022MK TM BOR GR.MG.OS,BUZO,INDUMENTARIA,75002202401,MKFITNESS
0320001700,750022MK TM CEL GR.MG.OS,BUZO,INDUMENTARIA,75002202400,MKFITNESS
0320001710,750022MK TM DAM GR.MG.OS,BUZO,INDUMENTARIA,75002202397,MKFITNESS
0320001720,750022MK TS BOR GR.MG.OS,BUZO,INDUMENTARIA,75002201401,MKFITNESS
0320001730,750022MK TS CEL GR.MG.OS,BUZO,INDUMENTARIA,75002201400,MKFITNESS
0320001740,750022MK TS DAM GR.MG.OS,BUZO,INDUMENTARIA,75002201397,MKFITNESS
