virtuemart_product_id,product_name,product_sku,product_parent_sku,slug,VM_MULTIVARIANT_FIELD_LABEL1,Color,multi_variant_title,multi_variant_fields,product_price,published,category_path,product_desc,Description,peso,Description
2177,mkmedias-Art:6000MK,0701002040,,mkmedias-Art-6000MK-0701002040,MEDIAS,MK,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~Color,1.0,Y,"Medias/Marcela Koury","SOQUETES mkmedias-Art:6000MK<br />Pack x 3 medias invisibles lisas "Everyday"<br />                                                                                                                                                                                                                                     
Talles: único<br />
Colores:VAR.1(BLANCO/GRIS/NEGRO) | VAR.2(BLANCOX2/ NEGRO) | VAR.3(BLANCOX3)","6000MK MEDIAS MK",1000,"6000MK MEDIAS MK"
2177,mkmedias-Art:6000MK,0703000120,,mkmedias-Art-6000MK-0703000120,Pack,x3,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~Color,1.0,Y,"Medias/Marcela Koury","INVISIBLE mkmedias-Art:6000MK<br />Pack x 3 medias invisibles lisas "Everyday"<br />                                                                                                                                                                                                                                     
Talles: único<br />
Colores:VAR.1(BLANCO/GRIS/NEGRO) | VAR.2(BLANCOX2/ NEGRO) | VAR.3(BLANCOX3)","6000MK Pack x3 Micromedias",1000,"6000MK Pack x3 Micromedias"
2177,mkmedias-Art:6000MK,0703000130,,mkmedias-Art-6000MK-0703000130,Pack,x3,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~Color,1.0,Y,"Medias/Marcela Koury","INVISIBLE mkmedias-Art:6000MK<br />Pack x 3 medias invisibles lisas "Everyday"<br />                                                                                                                                                                                                                                     
Talles: único<br />
Colores:VAR.1(BLANCO/GRIS/NEGRO) | VAR.2(BLANCOX2/ NEGRO) | VAR.3(BLANCOX3)","6000MK Pack x3 Micromedias",1000,"6000MK Pack x3 Micromedias"
2177,mkmedias-Art:6000MK,0703000140,,mkmedias-Art-6000MK-0703000140,Pack,x3,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~Color,1.0,Y,"Medias/Marcela Koury","INVISIBLE mkmedias-Art:6000MK<br />Pack x 3 medias invisibles lisas "Everyday"<br />                                                                                                                                                                                                                                     
