Codigo,Descripcion,Descadicional,Familia,Codbarra,marca
0701004360,6275MK  MEDIAS MK,SOQUETES,MEDIAS,6275MK,mkmedias
0701004370,6276MK  MEDIAS MK,SOQUETES,MEDIAS,6276MK,mkmedias
0701004380,6277MK  MEDIAS MK,SOQUETES,MEDIAS,6277MK,mkmedias
0701004390,6279MK  MEDIAS MK,SOQUETES,MEDIAS,6279MK,mkmedias
0701004400,6281MK  MEDIAS MK,SOQUETES,MEDIAS,6281MK,mkmedias
0701004410,6285MK  MEDIAS MK,SOQUETES,MEDIAS,6285MK,mkmedias
0701004420,6288MK MEDIAS MK,SOQUETES,MEDIAS,6288MK,mkmedias
0701004430,6290MK MEDIAS MK,SOQUETES,MEDIAS,6290MK,mkmedias
0701004440,6299MK MEDIAS MK,SOQUETES,MEDIAS,6299MK,mkmedias
0701004450,6310MK  MEDIAS MK,SOQUETES,MEDIAS,6310MK,mkmedias
0701004460,6312MK  MEDIAS MK,SOQUETES,MEDIAS,6312MK,mkmedias
0701004470,6338MK  MEDIAS MK,SOQUETES,MEDIAS,6338MK,mkmedias
0701004480,6344MK  MEDIAS MK,SOQUETES,MEDIAS,6344MK,mkmedias
0701004490,6345MK  MEDIAS MK,SOQUETES,MEDIAS,6345MK,mkmedias
0701004500,6373MK  MEDIAS MK,SOQUETES,MEDIAS,6373MK,mkmedias
0701004510,6374MK  MEDIAS MK,SOQUETES,MEDIAS,6374MK,mkmedias
0701004520,6378MK  MEDIAS MK,SOQUETES,MEDIAS,6378MK,mkmedias
0701004530,6382MK  MEDIAS MK,SOQUETES,MEDIAS,6382MK,mkmedias
0701004540,6386MK   MEDIA LARGA DAMA,SOQUETES,MEDIAS,6386MK,mkmedias
0701004550,6387MK MEDIAS MK,SOQUETES,MEDIAS,6387MK,mkmedias
0701004560,6388MK MEDIAS MK,SOQUETES,MEDIAS,6388MK,mkmedias
0701004570,6389MK MEDIAS MK,SOQUETES,MEDIAS,6389MK,mkmedias
0701004580,6390MK MEDIAS MK,SOQUETES,MEDIAS,6390MK,mkmedias
0701004590,6391MK MEDIAS MK,SOQUETES,MEDIAS,6391MK,mkmedias
0701004600,6392MK MEDIAS MK,SOQUETES,MEDIAS,6392MK,mkmedias
0701004610,6393MK MEDIAS MK,SOQUETES,MEDIAS,6393MK,mkmedias
0701004620,6415MK  MEDIAS MK,SOQUETES,MEDIAS,6415MK,mkmedias
0701004630,6416MK  MEDIAS MK,SOQUETES,MEDIAS,6416MK,mkmedias
0701004640,6470MK  MEDIAS MK,SOQUETES,MEDIAS,6470MK,mkmedias
0701004650,6483MK  MEDIAS MK,SOQUETES,MEDIAS,6483MK,mkmedias
0701004660,6484MK MEDIAS MK,SOQUETES,MEDIAS,6484MK,mkmedias
0701004670,6485MK MEDIAS MK,SOQUETES,MEDIAS,6485MK,mkmedias
0701005430,6223MK PACK X2 SOQUETE,MEDIAS,MEDIAS,62230016,mkmedias
0701005440,6223MK PACK X2 SOQUETE,MEDIAS,MEDIAS,622300107,mkmedias
0701005450,6224MK PACK X2 SOQUETE,MEDIAS,MEDIAS,62240003,mkmedias
0701005460,6224MK PACK X2 SOQUETE,MEDIAS,MEDIAS,62240011,mkmedias
0701005470,6225MK PACK X2 SOQUETE,MEDIAS,MEDIAS,62250016,mkmedias
0701005480,6225MK PACK X2 SOQUETE,MEDIAS,MEDIAS,622500367,mkmedias
0701005490,6225MK PACK X2 SOQUETE,MEDIAS,MEDIAS,62250034,mkmedias
0701005500,6222MK PACK X2 SOQUETE,MEDIAS,MEDIAS,62220016,mkmedias
0701005510,6222MK PACK X2 SOQUETE,MEDIAS,MEDIAS,622200375,mkmedias
0701005520,6220MK PACK X2 SOQUETE,MEDIAS,MEDIAS,622000107,mkmedias
0701005530,6221MK PACK X2 SOQUETE,MEDIAS,MEDIAS,62210003,mkmedias
0701005540,6221MK PACK X2 SOQUETE,MEDIAS,MEDIAS,62210056,mkmedias
0701005550,6221MK PACK X2 SOQUETE,MEDIAS,MEDIAS,62210070,mkmedias
0701005560,6217MK PACK X2 SOQUETE,MEDIAS,MEDIAS,621700132,mkmedias
0701005570,6217MK PACK X2 SOQUETE,MEDIAS,MEDIAS,621700366,mkmedias
0701005580,6217MK PACK X2 SOQUETE,MEDIAS,MEDIAS,621700384,mkmedias
0701005590,6218MK PACK X2 SOQUETE,MEDIAS,MEDIAS,621800375,mkmedias
0701005600,6218MK PACK X2 SOQUETE,MEDIAS,MEDIAS,62180016,mkmedias
0701005610,6219MK PACK X2 SOQUETE,MEDIAS,MEDIAS,62190016,mkmedias
0701005620,6219MK PACK X2 SOQUETE,MEDIAS,MEDIAS,62190030,mkmedias
0701005630,6220MK PACK X2 SOQUETE,MEDIAS,MEDIAS,62200016,mkmedias
0701005640,6204MK PACK X2 SOQUETE,MEDIAS,MEDIAS,620400385,mkmedias
0701005650,6204MK PACK X2 SOQUETE,MEDIAS,MEDIAS,620400369,mkmedias
0701005660,6215MK PACK X2 SOQUETE,MEDIAS,MEDIAS,621500334,mkmedias
0701005670,6215MK PACK X2 SOQUETE,MEDIAS,MEDIAS,621500374,mkmedias
0701005680,6215MK PACK X2 SOQUETE,MEDIAS,MEDIAS,621500375,mkmedias
0701005690,6215MKP PACK  X2 MEDIAS MK,MEDIAS,MEDIAS,6215MKP,mkmedias
0701005700,6217MKP PACK  X2 MEDIAS MK,MEDIAS,MEDIAS,6217MKP,mkmedias
0701005710,6218MKP PACK  X2 MEDIAS MK,MEDIAS,MEDIAS,6218MKP,mkmedias
0701005720,6219MKP PACK  X2 MEDIAS MK,MEDIAS,MEDIAS,6219MKP,mkmedias
0701005730,6220MKP PACK  X2 MEDIAS MK,MEDIAS,MEDIAS,6220MKP,mkmedias
0701005740,6221MKP PACK  X2 MEDIAS MK,MEDIAS,MEDIAS,6221MKP,mkmedias
0701005750,6222MKP PACK  X2 MEDIAS MK,MEDIAS,MEDIAS,6222MKP,mkmedias
0701005760,6223MKP PACK  X2 MEDIAS MK,MEDIAS,MEDIAS,6223MKP,mkmedias
0701005770,6224MKP PACK  X2 MEDIAS MK,MEDIAS,MEDIAS,6224MKP,mkmedias
0701005780,6225MKP PACK  X2 MEDIAS MK,MEDIAS,MEDIAS,6225MKP,mkmedias
0701005790,6226MKP PACK  X2 MEDIAS MK,MEDIAS,MEDIAS,6226MKP,mkmedias
0702001050,6200MK  MEDIAS 3/4,1/2 CAÑA,MEDIAS,62001299,mkmedias
0702001060,6300MK Pack x2 Medias 3/4 L,1/2 CAÑA,MEDIAS,63000001,mkmedias
0702001070,6300MK Pack x2 Medias 3/4 L,1/2 CAÑA,MEDIAS,630000124,mkmedias
0702001080,6300MK Pack x2 Medias 3/4 L,1/2 CAÑA,MEDIAS,630000132,mkmedias
0702001090,65100MK MEDIAS MK,1/2 CAÑA,MEDIAS,651000099,mkmedias
0702001100,62148MK MEDIAS CAÑA COOKIES MK,1/2 CAÑA,MEDIAS,62148MK,mkmedias
0702001110,62149MK MEDIAS CAÑA NEON/DANCE,1/2 CAÑA,MEDIAS,62149MK,mkmedias
0702001120,6214MK  MEDIAS MK,1/2 CAÑA,MEDIAS,6214MK,mkmedias
0702001130,62150MK MEDIAS CAÑA FOX MK,1/2 CAÑA,MEDIAS,62150MK,mkmedias
0702001140,62151MK MEDIAS CAÑA GLOBOS MK,1/2 CAÑA,MEDIAS,62151MK,mkmedias
0702001150,62152MK MEDIAS CAÑA MK,1/2 CAÑA,MEDIAS,62152MK,mkmedias
0702001160,62153MK MEDIAS CAÑA MK,1/2 CAÑA,MEDIAS,62153MK,mkmedias
0702001170,62154MK MEDIAS CAÑA ROSES MK,1/2 CAÑA,MEDIAS,62154MK,mkmedias
0702001180,62155MK MEDIAS CAÑA SELVA MK,1/2 CAÑA,MEDIAS,62155MK,mkmedias
0702001190,62156MK MEDIAS CAÑA MK,1/2 CAÑA,MEDIAS,62156MK,mkmedias
0702001200,62157MK MEDIAS CAÑA TRENZAS/MA,1/2 CAÑA,MEDIAS,62157MK,mkmedias
0702002830,6301MK PACK X2 MEDIAS 3/4,MEDIAS,MEDIAS,630100132,mkmedias
0702002840,6301MK PACK X2 MEDIAS 3/4,MEDIAS,MEDIAS,630100379,mkmedias
0702002850,6304MK PACK X2 MEDIAS 3/4,MEDIAS,MEDIAS,630400361,mkmedias
0702002860,6304MK PACK X2 MEDIAS 3/4,MEDIAS,MEDIAS,630400385,mkmedias
0702002870,6304MK PACK X2 MEDIAS 3/4,MEDIAS,MEDIAS,630400369,mkmedias
0702002880,6315MK PACK X2 MEDIAS 3/4,MEDIAS,MEDIAS,631500374,mkmedias
0702002890,6315MK PACK X2 MEDIAS 3/4,MEDIAS,MEDIAS,631500375,mkmedias
0702002900,6316MK PACK X2 MEDIAS 3/4,MEDIAS,MEDIAS,63160003,mkmedias
0702002910,6316MK PACK X2 MEDIAS 3/4,MEDIAS,MEDIAS,631600374,mkmedias
0702002920,6316MK PACK X2 MEDIAS 3/4,MEDIAS,MEDIAS,631600107,mkmedias
0702002930,6317MK PACK X2 MEDIAS 3/4,MEDIAS,MEDIAS,631700132,mkmedias
0702002940,6317MK PACK X2 MEDIAS 3/4,MEDIAS,MEDIAS,631700376,mkmedias
0702002950,6317MK PACK X2 MEDIAS 3/4,MEDIAS,MEDIAS,631700372,mkmedias
0702002960,6319MK PACK X2 MEDIAS 3/4,MEDIAS,MEDIAS,63190016,mkmedias
0702002970,6319MK PACK X2 MEDIAS 3/4,MEDIAS,MEDIAS,63190030,mkmedias
0702002980,6323MK PACK X2 MEDIAS 3/4,MEDIAS,MEDIAS,63230016,mkmedias
0702002990,6323MK PACK X2 MEDIAS 3/4,MEDIAS,MEDIAS,632300107,mkmedias
0702003000,6301MKP PACK X2,MEDIAS,MEDIAS,6301MKP,mkmedias
0702003010,6304MKP PACK X2,MEDIAS,MEDIAS,6304MKP,mkmedias
0702003020,6315MKP PACK X2,MEDIAS,MEDIAS,6315MKP,mkmedias
0702003030,6316MKP PACK X2,MEDIAS,MEDIAS,6316MKP,mkmedias
0702003040,6317MKP PACK X2,MEDIAS,MEDIAS,6317MKP,mkmedias
0702003050,6319MKP PACK X2,MEDIAS,MEDIAS,6319MKP,mkmedias
0702003060,6323MKP PACK X2,MEDIAS,MEDIAS,6323MKP,mkmedias
0703000120,6000MK Pack x3 Micromedias,INVISIBLE,MEDIAS,600000901,mkmedias
0703000130,6000MK Pack x3 Micromedias,INVISIBLE,MEDIAS,600000902,mkmedias
0703000140,6000MK Pack x3 Micromedias,INVISIBLE,MEDIAS,600000903,mkmedias
0703000150,65100MK MEDIAS INVISIBLE DEPOR,INVISIBLE,MEDIAS,651001299,mkmedias
0703000160,65100MK MEDIAS INVISIBLE MK,INVISIBLE,MEDIAS,65100MK,mkmedias
0703000170,65200MK MEDIAS INVISIBLE MK,INVISIBLE,MEDIAS,65200MK,mkmedias
0703000410,6004MKP PACK  X2 MEDIAS MK,MEDIAS,MEDIAS,6004MKP,mkmedias
0703000420,6016MKP PACK  X2 MEDIAS MK,MEDIAS,MEDIAS,6016MKP,mkmedias
0703000430,6018MKP PACK  X2 MEDIAS MK,MEDIAS,MEDIAS,6018MKP,mkmedias
0703000440,6019MKP PACK  X2 MEDIAS MK,MEDIAS,MEDIAS,6019MKP,mkmedias
0703000450,6016MK PACK X2 INVISIBLE,MEDIAS,MEDIAS,60160003,mkmedias
0703000460,6016MK PACK X2 INVISIBLE,MEDIAS,MEDIAS,601600374,mkmedias
0703000470,6016MK PACK X2 INVISIBLE,MEDIAS,MEDIAS,601600107,mkmedias
0703000480,6018MK PACK X2 INVISIBLE,MEDIAS,MEDIAS,601800375,mkmedias
0703000490,6018MK PACK X2 INVISIBLE,MEDIAS,MEDIAS,60180016,mkmedias
0703000500,6019MK PACK X2 INVISIBLE,MEDIAS,MEDIAS,601900383,mkmedias
0703000510,6019MK PACK X2 INVISIBLE,MEDIAS,MEDIAS,601900382,mkmedias
0703000520,6004MK PACK X2 INVISIBLE,MEDIAS,MEDIAS,600400369,mkmedias
0703000530,6004MK PACK X2 INVISIBLE,MEDIAS,MEDIAS,600400385,mkmedias
0703000540,6027MKP PACK  X2 MEDIAS MK,MEDIAS,MEDIAS,6027MKP,mkmedias
0703000550,6004MK PACK X2 INVISIBLE,PACK,MEDIAS,600400361,mkmedias
