virtuemart_product_id,product_name,product_sku,product_parent_sku,slug,VM_MULTIVARIANT_FIELD_LABEL1,Color,multi_variant_title,multi_variant_fields,product_price,published,category_path,product_desc,Description,peso,Description
,"MARCELA KOURY-Art:5002MK",0101118670,,"MARCELA KOURY-Art-5002MK-0101118670",CONJ,MK,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~Color,1.0,Y,"Lenceria de Mujer/Marcela Koury","CONJUNTO MARCELA KOURY-Art:5002MK<br />CONJ - MK","5002MK CONJ MK",1000,"5002MK CONJ MK"
,"MARCELA KOURY-Art:5008MK",0101118680,,"MARCELA KOURY-Art-5008MK-0101118680",CONJ,MK,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~Color,1.0,Y,"Lenceria de Mujer/Marcela Koury","CONJUNTO MARCELA KOURY-Art:5008MK<br />CONJ - MK","5008MK CONJ MK",1000,"5008MK CONJ MK"
,"MARCELA KOURY-Art:5011MK",0101118690,,"MARCELA KOURY-Art-5011MK-0101118690",CONJ,MK,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~Color,1.0,Y,"Lenceria de Mujer/Marcela Koury","CONJUNTO MARCELA KOURY-Art:5011MK<br />CONJ - MK","5011MK CONJ MK",1000,"5011MK CONJ MK"
,"MARCELA KOURY-Art:5071MK",0101118700,,"MARCELA KOURY-Art-5071MK-0101118700",CONJ,MK,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~Color,1.0,Y,"Lenceria de Mujer/Marcela Koury","CONJUNTO MARCELA KOURY-Art:5071MK<br />CONJ - MK","5071MK CONJ MK",1000,"5071MK CONJ MK"
,"MARCELA KOURY-Art:5074MK",0101118710,,"MARCELA KOURY-Art-5074MK-0101118710",CONJ,MK,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~Color,1.0,Y,"Lenceria de Mujer/Marcela Koury","CONJUNTO MARCELA KOURY-Art:5074MK<br />CONJ - MK","5074MK CONJ MK",1000,"5074MK CONJ MK"
,"MARCELA KOURY-Art:5078MK",0101118720,,"MARCELA KOURY-Art-5078MK-0101118720",CONJ,MK,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~Color,1.0,Y,"Lenceria de Mujer/Marcela Koury","CONJUNTO MARCELA KOURY-Art:5078MK<br />CONJ - MK","5078MK CONJ MK",1000,"5078MK CONJ MK"
,"MARCELA KOURY-Art:5078MK",0101118730,,"MARCELA KOURY-Art-5078MK-0101118730",CONJ,MK,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~Color,1.0,Y,"Lenceria de Mujer/Marcela Koury","CONJUNTO MARCELA KOURY-Art:5078MK<br />CONJ - MK","5078MK CONJ MK",1000,"5078MK CONJ MK"
2778,"MARCELA KOURY-Art:5084MK",0101096970,,"MARCELA KOURY-Art-5084MK-0101096970",T85,BLANCO,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~Color,1.0,Y,"Lenceria de Mujer/Marcela Koury","CONJUNTO MARCELA KOURY-Art:5084MK<br />Corpiño taza armada de microfibra con breteles desmontables "Everyday".<br />
Talles 85-90-95-100<br />
Colores: blanco - negro - nougat  - nude","5084MK T85 BLANCO",2,"5084MK T85 BLANCO"
2778,"MARCELA KOURY-Art:5084MK",0101096980,,"MARCELA KOURY-Art-5084MK-0101096980",T85,NEGRO,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~Color,1.0,Y,"Lenceria de Mujer/Marcela Koury","CONJUNTO MARCELA KOURY-Art:5084MK<br />Corpiño taza armada de microfibra con breteles desmontables "Everyday".<br />
Talles 85-90-95-100<br />
Colores: blanco - negro - nougat  - nude","5084MK T85 NEGRO",2,"5084MK T85 NEGRO"
2778,"MARCELA KOURY-Art:5084MK",0101110680,,"MARCELA KOURY-Art-5084MK-0101110680",T85,NOUGAT,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~Color,1.0,Y,"Lenceria de Mujer/Marcela Koury","CONJUNTO MARCELA KOURY-Art:5084MK<br />Corpiño taza armada de microfibra con breteles desmontables "Everyday".<br />
Talles 85-90-95-100<br />
Colores: blanco - negro - nougat  - nude","5084MK T85 NOUGAT",2,"5084MK T85 NOUGAT"
2778,"MARCELA KOURY-Art:5084MK",0101110690,,"MARCELA KOURY-Art-5084MK-0101110690",T85,NUDE,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~Color,1.0,Y,"Lenceria de Mujer/Marcela Koury","CONJUNTO MARCELA KOURY-Art:5084MK<br />Corpiño taza armada de microfibra con breteles desmontables "Everyday".<br />
Talles 85-90-95-100<br />
Colores: blanco - negro - nougat  - nude","5084MK T85 NUDE",2,"5084MK T85 NUDE"
2778,"MARCELA KOURY-Art:5084MK",0101096990,,"MARCELA KOURY-Art-5084MK-0101096990",T85,ROSA,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~Color,1.0,Y,"Lenceria de Mujer/Marcela Koury","CONJUNTO MARCELA KOURY-Art:5084MK<br />Corpiño taza armada de microfibra con breteles desmontables "Everyday".<br />
Talles 85-90-95-100<br />
Colores: blanco - negro - nougat  - nude","5084MK T85 ROSA PETALO",2,"5084MK T85 ROSA PETALO"
