virtuemart_product_id,product_name,product_sku,product_parent_sku,slug,VM_MULTIVARIANT_FIELD_LABEL1,Color,multi_variant_title,multi_variant_fields,product_price,published,,
,TIENTO-Art:406T,0101138650,0101138610,TIENTO-Art 406T-0101138650,T2,NEGRO,,,1.0,Y,,
,TIENTO-Art:406T,0101138670,0101138610,TIENTO-Art 406T-0101138670,T3,BLANCO,,,1.0,Y,,
,TIENTO-Art:406T,0101138690,0101138610,TIENTO-Art 406T-0101138690,T3,MELANGE,,,1.0,Y,,
,TIENTO-Art:406T,0101138680,0101138610,TIENTO-Art 406T-0101138680,T3,NEGRO,,,1.0,Y,,
,TIENTO-Art:406T,0101138700,0101138610,TIENTO-Art 406T-0101138700,T4,BLANCO,,,1.0,Y,,
,TIENTO-Art:406T,0101138720,0101138610,TIENTO-Art 406T-0101138720,T4,MELANGE,,,1.0,Y,,
,TIENTO-Art:406T,0101138710,0101138610,TIENTO-Art 406T-0101138710,T4,NEGRO,,,1.0,Y,,
7076,TIENTO-Art:407T,0109001170,,TIENTO-Art 407T-0109001170,T1,MELANGE,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~Color,1.0,Y,Lenceria de Mujer/Tiento,"BODY TIENTO-Art:407T<br />Body de algodón lycra.<br /> 
Talles: 1 - 2 - 3 - 4 <br />
Colores: NEGRO - MELANGE"
,TIENTO-Art:407T,0109001150,0109001170,TIENTO-Art 407T-0109001150,T1,NEGRO,,,1.0,Y,,
,TIENTO-Art:407T,0109001180,0109001170,TIENTO-Art 407T-0109001180,T2,MELANGE,,,1.0,Y,,
,TIENTO-Art:407T,0109001160,0109001170,TIENTO-Art 407T-0109001160,T2,NEGRO,,,1.0,Y,,
,TIENTO-Art:407T,0109001190,0109001170,TIENTO-Art 407T-0109001190,T3,MELANGE,,,1.0,Y,,
,TIENTO-Art:407T,0109001130,0109001170,TIENTO-Art 407T-0109001130,T3,NEGRO,,,1.0,Y,,
,TIENTO-Art:407T,0109001200,0109001170,TIENTO-Art 407T-0109001200,T4,MELANGE,,,1.0,Y,,
,TIENTO-Art:407T,0109001140,0109001170,TIENTO-Art 407T-0109001140,T4,NEGRO,,,1.0,Y,,
,TIENTO-Art:407T,0109000880,0109001170,TIENTO-Art 407T-0109000880,BODY,VARIOS,,,1.0,Y,,
,TIENTO-Art:408T,0101138730,,TIENTO-Art 408T-0101138730,T1,A-PRINT,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~Color,1.0,Y,Lenceria de Mujer/Tiento,CONJUNTO TIENTO-Art:408T<br />T1 - A-PRINT
,TIENTO-Art:408T,0101138740,0101138730,TIENTO-Art 408T-0101138740,T2,A-PRINT,,,1.0,Y,,
,TIENTO-Art:408T,0101138750,0101138730,TIENTO-Art 408T-0101138750,T3,A-PRINT,,,1.0,Y,,
,TIENTO-Art:408T,0101138760,0101138730,TIENTO-Art 408T-0101138760,T4,A-PRINT,,,1.0,Y,,
,TIENTO-Art:408T,0101148870,0101138730,TIENTO-Art 408T-0101148870,TIENTO,CONJ.,,,1.0,N,,
10912,TIENTO-Art:409T,0302009060,,TIENTO-Art 409T-0302009060,T1,BLANCO,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~Color,1.0,Y,Lenceria de Mujer/Tiento,"TOP TIENTO-Art:409T<br />Conjunto top deportivo taza soft con cola less de morley <br />
Talles: 85 - 90 - 95 - 100 <br /> 
Colores: BLANCO - NEGRO - GRIS"
,TIENTO-Art:409T,0101199100,0302009060,TIENTO-Art 409T-0101199100,T1,GRIS,,,1.0,Y,,
,TIENTO-Art:409T,0302009050,0302009060,TIENTO-Art 409T-0302009050,T1,NEGRO,,,1.0,Y,,
,TIENTO-Art:409T,0302009120,0302009060,TIENTO-Art 409T-0302009120,T2,BLANCO,,,1.0,Y,,
,TIENTO-Art:409T,0101199110,0302009060,TIENTO-Art 409T-0101199110,T2,GRIS,,,1.0,Y,,
,TIENTO-Art:409T,0302009110,0302009060,TIENTO-Art 409T-0302009110,T2,NEGRO,,,1.0,Y,,
,TIENTO-Art:409T,0302009070,0302009060,TIENTO-Art 409T-0302009070,T3,BLANCO,,,1.0,Y,,
,TIENTO-Art:409T,0101199120,0302009060,TIENTO-Art 409T-0101199120,T3,GRIS,,,1.0,Y,,
,TIENTO-Art:409T,0302009080,0302009060,TIENTO-Art 409T-0302009080,T3,NEGRO,,,1.0,Y,,
,TIENTO-Art:409T,0302009090,0302009060,TIENTO-Art 409T-0302009090,T4,BLANCO,,,1.0,Y,,
,TIENTO-Art:409T,0101199130,0302009060,TIENTO-Art 409T-0101199130,T4,GRIS,,,1.0,Y,,
,TIENTO-Art:409T,0302009100,0302009060,TIENTO-Art 409T-0302009100,T4,NEGRO,,,1.0,Y,,
,TIENTO-Art:4105T,0101148880,,TIENTO-Art 4105T-0101148880,TIENTO,CONJ.,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~Color,1.0,N,Lenceria de Mujer/Tiento,CONJUNTO TIENTO-Art:4105T<br />TIENTO - CONJ.
,TIENTO-Art:4109T,0101148890,,TIENTO-Art 4109T-0101148890,TIENTO,CONJ.,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~Color,1.0,N,Lenceria de Mujer/Tiento,CONJUNTO TIENTO-Art:4109T<br />TIENTO - CONJ.
2740,TIENTO-Art:410T,0101138770,,TIENTO-Art 410T-0101138770,T1,NEGRO,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~Color,1.0,Y,Lenceria de Mujer/Tiento,"CONJUNTO TIENTO-Art:410T<br />CALZA RECTA DE ALGODON LYCRA®<br />
Talles: 1 - 2 - 3 - 4 <br />
 Colores: NEGRO"
,TIENTO-Art:410T,0101138780,0101138770,TIENTO-Art 410T-0101138780,T2,NEGRO,,,1.0,Y,,
,TIENTO-Art:410T,0101138790,0101138770,TIENTO-Art 410T-0101138790,T3,NEGRO,,,1.0,Y,,
,TIENTO-Art:410T,0101138800,0101138770,TIENTO-Art 410T-0101138800,T4,NEGRO,,,1.0,Y,,
,TIENTO-Art:4111T,0101148900,,TIENTO-Art 4111T-0101148900,TIENTO,CONJ.,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~Color,1.0,N,Lenceria de Mujer/Tiento,CONJUNTO TIENTO-Art:4111T<br />TIENTO - CONJ.
10913,TIENTO-Art:411T,0101199140,,TIENTO-Art 411T-0101199140,T1,GRIS,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~Color,1.0,Y,Lenceria de Mujer/Tiento,"CONJUNTO TIENTO-Art:411T<br />Conjunto top deportivo taza soft con cola less de algodón y lycra <br />
Talles: 85 - 90 - 95 - 100 <br /> 
Colores: NEGRO - MELANGE"
,TIENTO-Art:411T,0101199180,0101199140,TIENTO-Art 411T-0101199180,T1,NEGRO,,,1.0,Y,,
,TIENTO-Art:411T,0101199150,0101199140,TIENTO-Art 411T-0101199150,T2,GRIS,,,1.0,Y,,
,TIENTO-Art:411T,0101199190,0101199140,TIENTO-Art 411T-0101199190,T2,NEGRO,,,1.0,Y,,
,TIENTO-Art:411T,0101199160,0101199140,TIENTO-Art 411T-0101199160,T3,GRIS,,,1.0,Y,,
,TIENTO-Art:411T,0101199200,0101199140,TIENTO-Art 411T-0101199200,T3,NEGRO,,,1.0,Y,,
,TIENTO-Art:411T,0101199170,0101199140,TIENTO-Art 411T-0101199170,T4,GRIS,,,1.0,Y,,
,TIENTO-Art:411T,0101199210,0101199140,TIENTO-Art 411T-0101199210,T4,NEGRO,,,1.0,Y,,
2736,TIENTO-Art:432T,0101138810,,TIENTO-Art 432T-0101138810,T1,BLANCO,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~Color,1.0,Y,Lenceria de Mujer/Tiento,"CONJUNTO TIENTO-Art:432T<br />CONJUNTO TOP DEPORTIVO Y LESS DE MICROFIBRA ESTAMPADA<br />
Talles: 1 - 2 - 3 - 4 <br /> 
Colores: BLANCO - NEGRO - FLORES"
,TIENTO-Art:432T,0101138830,0101138810,TIENTO-Art 432T-0101138830,T1,FLOREADO,,,1.0,Y,,
,TIENTO-Art:432T,0101138820,0101138810,TIENTO-Art 432T-0101138820,T1,NEGRO,,,1.0,Y,,
,TIENTO-Art:432T,0101138840,0101138810,TIENTO-Art 432T-0101138840,T2,BLANCO,,,1.0,Y,,
,TIENTO-Art:432T,0101138860,0101138810,TIENTO-Art 432T-0101138860,T2,FLOREADO,,,1.0,Y,,
,TIENTO-Art:432T,0101138850,0101138810,TIENTO-Art 432T-0101138850,T2,NEGRO,,,1.0,Y,,
,TIENTO-Art:432T,0101138870,0101138810,TIENTO-Art 432T-0101138870,T3,BLANCO,,,1.0,Y,,
,TIENTO-Art:432T,0101138890,0101138810,TIENTO-Art 432T-0101138890,T3,FLOREADO,,,1.0,Y,,
,TIENTO-Art:432T,0101138880,0101138810,TIENTO-Art 432T-0101138880,T3,NEGRO,,,1.0,Y,,
,TIENTO-Art:432T,0101138900,0101138810,TIENTO-Art 432T-0101138900,T4,BLANCO,,,1.0,Y,,
,TIENTO-Art:432T,0101138920,0101138810,TIENTO-Art 432T-0101138920,T4,FLOREADO,,,1.0,Y,,
,TIENTO-Art:432T,0101138910,0101138810,TIENTO-Art 432T-0101138910,T4,NEGRO,,,1.0,Y,,
2741,TIENTO-Art:434T,0101138930,,TIENTO-Art 434T-0101138930,T1,BLANCO,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~Color,1.0,Y,Lenceria de Mujer/Tiento,"CONJUNTO TIENTO-Art:434T<br />CONJUNTO TOP DEPORTIVO SOFT CON ELASTICO RAYADO Y LESS DE ALGODON LYCRA® PREMIUM<br />
Talles: 1 - 2 - 3 - 4 <br />
Colores: BLANCO - NEGRO - ROJO"
,TIENTO-Art:434T,0101138940,0101138930,TIENTO-Art 434T-0101138940,T1,NEGRO,,,1.0,Y,,
,TIENTO-Art:434T,0101138950,0101138930,TIENTO-Art 434T-0101138950,T1,ROJO,,,1.0,Y,,
,TIENTO-Art:434T,0101138960,0101138930,TIENTO-Art 434T-0101138960,T2,BLANCO,,,1.0,Y,,
,TIENTO-Art:434T,0101138970,0101138930,TIENTO-Art 434T-0101138970,T2,NEGRO,,,1.0,Y,,
,TIENTO-Art:434T,0101138980,0101138930,TIENTO-Art 434T-0101138980,T2,ROJO,,,1.0,Y,,
,TIENTO-Art:434T,0101138990,0101138930,TIENTO-Art 434T-0101138990,T3,BLANCO,,,1.0,Y,,
,TIENTO-Art:434T,0101139000,0101138930,TIENTO-Art 434T-0101139000,T3,NEGRO,,,1.0,Y,,
,TIENTO-Art:434T,0101139010,0101138930,TIENTO-Art 434T-0101139010,T3,ROJO,,,1.0,Y,,
,TIENTO-Art:434T,0101139020,0101138930,TIENTO-Art 434T-0101139020,T4,BLANCO,,,1.0,Y,,
,TIENTO-Art:434T,0101139030,0101138930,TIENTO-Art 434T-0101139030,T4,NEGRO,,,1.0,Y,,
,TIENTO-Art:434T,0101139040,0101138930,TIENTO-Art 434T-0101139040,T4,ROJO,,,1.0,Y,,
6058,TIENTO-Art:436T,0101139050,,TIENTO-Art 436T-0101139050,T1,NEGRO,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~Color,1.0,Y,Lenceria de Mujer/Tiento,"CONJUNTO TIENTO-Art:436T<br />Conjunto top deportivo y colaless microfibra estampada<br />
Talles: 1 - 2 - 3 - 4<br />
Colores: camuflado - negro"
,TIENTO-Art:436T,0101166370,0101139050,TIENTO-Art 436T-0101166370,T1,NEGRO,,,1.0,Y,,
,TIENTO-Art:436T,0101139070,0101139050,TIENTO-Art 436T-0101139070,T2,CAM/VERDE,,,1.0,Y,,
,TIENTO-Art:436T,0101139060,0101139050,TIENTO-Art 436T-0101139060,T2,NEGRO,,,1.0,Y,,
,TIENTO-Art:436T,0101139090,0101139050,TIENTO-Art 436T-0101139090,T3,CAM/VERDE,,,1.0,Y,,
,TIENTO-Art:436T,0101139080,0101139050,TIENTO-Art 436T-0101139080,T3,NEGRO,,,1.0,Y,,
,TIENTO-Art:436T,0101139110,0101139050,TIENTO-Art 436T-0101139110,T4,CAM/VERDE,,,1.0,Y,,
,TIENTO-Art:436T,0101139100,0101139050,TIENTO-Art 436T-0101139100,T4,NEGRO,,,1.0,Y,,
,TIENTO-Art:436T,0101148910,0101139050,TIENTO-Art 436T-0101148910,CONJUNTO,TOP,,,1.0,N,,
6059,TIENTO-Art:438T,0101139120,,TIENTO-Art 438T-0101139120,T1,BLANCO,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~Color,1.0,Y,Lenceria de Mujer/Tiento,"CONJUNTO TIENTO-Art:438T<br />Conjunto top deportivo taza soft y colaless de red<br />
Talles: 1 - 2 - 3 - 4<br />
Colores: Blanco - Negro - Fluo"
,TIENTO-Art:438T,0101139140,0101139120,TIENTO-Art 438T-0101139140,T1,FLUO,,,1.0,Y,,
,TIENTO-Art:438T,0101139130,0101139120,TIENTO-Art 438T-0101139130,T1,NEGRO,,,1.0,Y,,
,TIENTO-Art:438T,0101139150,0101139120,TIENTO-Art 438T-0101139150,T2,BLANCO,,,1.0,Y,,
,TIENTO-Art:438T,0101166380,0101139120,TIENTO-Art 438T-0101166380,T2,BLANCO,,,1.0,Y,,
,TIENTO-Art:438T,0101139170,0101139120,TIENTO-Art 438T-0101139170,T2,FLUO,,,1.0,Y,,
,TIENTO-Art:438T,0101139160,0101139120,TIENTO-Art 438T-0101139160,T2,NEGRO,,,1.0,Y,,
,TIENTO-Art:438T,0101139180,0101139120,TIENTO-Art 438T-0101139180,T3,BLANCO,,,1.0,Y,,
,TIENTO-Art:438T,0101139200,0101139120,TIENTO-Art 438T-0101139200,T3,FLUO,,,1.0,Y,,
,TIENTO-Art:438T,0101139190,0101139120,TIENTO-Art 438T-0101139190,T3,NEGRO,,,1.0,Y,,
,TIENTO-Art:438T,0101139210,0101139120,TIENTO-Art 438T-0101139210,T4,BLANCO,,,1.0,Y,,
,TIENTO-Art:438T,0101139230,0101139120,TIENTO-Art 438T-0101139230,T4,FLUO,,,1.0,Y,,
,TIENTO-Art:438T,0101139220,0101139120,TIENTO-Art 438T-0101139220,T4,NEGRO,,,1.0,Y,,
,TIENTO-Art:438T,0101148920,0101139120,TIENTO-Art 438T-0101148920,CONJUNTO,TOP,,,1.0,N,,
7077,TIENTO-Art:461T,0101166930,,TIENTO-Art 461T-0101166930,T1,NEGRO,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~Color,1.0,Y,Lenceria de Mujer/Tiento,"CONJUNTO TIENTO-Art:461T<br />Conjunto top deportivo taza soft triangulo. colaless de microfibra estampada.<br /> 
Talles: 1 - 2 - 3 - 4 <br />
Colores: NEGRO ESTAMPADO"
,TIENTO-Art:461T,0101166940,0101166930,TIENTO-Art 461T-0101166940,T2,NEGRO,,,1.0,Y,,
,TIENTO-Art:461T,0101166950,0101166930,TIENTO-Art 461T-0101166950,T3,NEGRO,,,1.0,Y,,
,TIENTO-Art:461T,0101166960,0101166930,TIENTO-Art 461T-0101166960,T4,NEGRO,,,1.0,Y,,
,TIENTO-Art:461T,0323000680,0101166930,TIENTO-Art 461T-0323000680,CONJUNTO,TOP,,,1.0,N,,
7078,TIENTO-Art:462T,0101166970,,TIENTO-Art 462T-0101166970,T1,FUCSIA,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~Color,1.0,Y,Lenceria de Mujer/Tiento,"CONJUNTO TIENTO-Art:462T<br />Conjunto top deportivo taza soft con colaless de microfibra estampada.<br /> 
Talles: 1 - 2 - 3 - 4 <br />
Colores: NEGRO ESTAMPADO - FUCSIA ESTAMPADO - NEGRO"
,TIENTO-Art:462T,0101166980,0101166970,TIENTO-Art 462T-0101166980,T1,NEGRO,,,1.0,Y,,
,TIENTO-Art:462T,0101177610,0101166970,TIENTO-Art 462T-0101177610,T1,NEGRO,,,1.0,Y,,
,TIENTO-Art:462T,0101177620,0101166970,TIENTO-Art 462T-0101177620,T1,NEGRO,,,1.0,Y,,
,TIENTO-Art:462T,0101177630,0101166970,TIENTO-Art 462T-0101177630,T1,NEGRO,,,1.0,Y,,
,TIENTO-Art:462T,0101177640,0101166970,TIENTO-Art 462T-0101177640,T1,NEGRO,,,1.0,Y,,
,TIENTO-Art:462T,0101166990,0101166970,TIENTO-Art 462T-0101166990,T2,FUCSIA,,,1.0,Y,,
,TIENTO-Art:462T,0101167000,0101166970,TIENTO-Art 462T-0101167000,T2,NEGRO,,,1.0,Y,,
,TIENTO-Art:462T,0101167010,0101166970,TIENTO-Art 462T-0101167010,T3,FUCSIA,,,1.0,Y,,
,TIENTO-Art:462T,0101167020,0101166970,TIENTO-Art 462T-0101167020,T3,NEGRO,,,1.0,Y,,
,TIENTO-Art:462T,0101167030,0101166970,TIENTO-Art 462T-0101167030,T4,FUCSIA,,,1.0,Y,,
,TIENTO-Art:462T,0101167040,0101166970,TIENTO-Art 462T-0101167040,T4,NEGRO,,,1.0,Y,,
,TIENTO-Art:462T,0323000690,0101166970,TIENTO-Art 462T-0323000690,CONJUNTO,TOP,,,1.0,N,,
6060,TIENTO-Art:471T,0101139240,,TIENTO-Art 471T-0101139240,T1,CAM/ROSA,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~Color,1.0,Y,Lenceria de Mujer/Tiento,"CONJUNTO TIENTO-Art:471T<br />Conjunto top deportivo taza soft y colaless de microfibra estampada<br />
Talles: 1 - 2 - 3 - 4<br />
Colores: camuflado"
,TIENTO-Art:471T,0101139250,0101139240,TIENTO-Art 471T-0101139250,T2,CAM/ROSA,,,1.0,Y,,
,TIENTO-Art:471T,0101139260,0101139240,TIENTO-Art 471T-0101139260,T3,CAM/ROSA,,,1.0,Y,,
,TIENTO-Art:471T,0101139270,0101139240,TIENTO-Art 471T-0101139270,T4,CAM/ROSA,,,1.0,Y,,
,TIENTO-Art:471T,0101148930,0101139240,TIENTO-Art 471T-0101148930,CONJUNTO,TOP,,,1.0,N,,
2742,TIENTO-Art:472T,0101139280,,TIENTO-Art 472T-0101139280,T1,BLANCO,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~Color,1.0,Y,Lenceria de Mujer/Tiento,"CONJUNTO TIENTO-Art:472T<br />TOP DEPORTIVO TAZA SOFT CON COLA LESS DE ALGODON LYCRA® PREMIUM<br />
Talles: 1 - 2 - 3 - 4 <br /> 
Colores: MELANGE - BLANCO - NEGRO"
,TIENTO-Art:472T,0101139310,0101139280,TIENTO-Art 472T-0101139310,T1,FRANCIA,,,1.0,Y,,
,TIENTO-Art:472T,0101167870,0101139280,TIENTO-Art 472T-0101167870,T1,MARINO,,,1.0,Y,,
,TIENTO-Art:472T,0101139300,0101139280,TIENTO-Art 472T-0101139300,T1,MELANGE,,,1.0,Y,,
,TIENTO-Art:472T,0101139290,0101139280,TIENTO-Art 472T-0101139290,T1,NEGRO,,,1.0,Y,,
,TIENTO-Art:472T,0101139320,0101139280,TIENTO-Art 472T-0101139320,T2,BLANCO,,,1.0,Y,,
,TIENTO-Art:472T,0101139350,0101139280,TIENTO-Art 472T-0101139350,T2,FRANCIA,,,1.0,Y,,
,TIENTO-Art:472T,0101167880,0101139280,TIENTO-Art 472T-0101167880,T2,MARINO,,,1.0,Y,,
,TIENTO-Art:472T,0101139340,0101139280,TIENTO-Art 472T-0101139340,T2,MELANGE,,,1.0,Y,,
,TIENTO-Art:472T,0101139330,0101139280,TIENTO-Art 472T-0101139330,T2,NEGRO,,,1.0,Y,,
,TIENTO-Art:472T,0101139360,0101139280,TIENTO-Art 472T-0101139360,T3,BLANCO,,,1.0,Y,,
,TIENTO-Art:472T,0101139390,0101139280,TIENTO-Art 472T-0101139390,T3,FRANCIA,,,1.0,Y,,
,TIENTO-Art:472T,0101167890,0101139280,TIENTO-Art 472T-0101167890,T3,MARINO,,,1.0,Y,,
,TIENTO-Art:472T,0101139380,0101139280,TIENTO-Art 472T-0101139380,T3,MELANGE,,,1.0,Y,,
,TIENTO-Art:472T,0101139370,0101139280,TIENTO-Art 472T-0101139370,T3,NEGRO,,,1.0,Y,,
,TIENTO-Art:472T,0101139400,0101139280,TIENTO-Art 472T-0101139400,T4,BLANCO,,,1.0,Y,,
,TIENTO-Art:472T,0101139430,0101139280,TIENTO-Art 472T-0101139430,T4,FRANCIA,,,1.0,Y,,
,TIENTO-Art:472T,0101166520,0101139280,TIENTO-Art 472T-0101166520,T4,MARINO,,,1.0,Y,,
,TIENTO-Art:472T,0101139420,0101139280,TIENTO-Art 472T-0101139420,T4,MELANGE,,,1.0,Y,,
,TIENTO-Art:472T,0101139410,0101139280,TIENTO-Art 472T-0101139410,T4,NEGRO,,,1.0,Y,,
2738,TIENTO-Art:473T,0101139440,,TIENTO-Art 473T-0101139440,T1,A-PRINT,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~Color,1.0,Y,Lenceria de Mujer/Tiento,"CONJUNTO TIENTO-Art:473T<br />CONJUNTO TOP DEPORTIVO TAZA SOFT Y COLA LESS DE MICROFIBRA ESTAMPADA<br />
Talles: 1 - 2 - 3 - 4<br /> 
Colores: ANIMAL PRINT - MULTICOLOR"
,TIENTO-Art:473T,0101139450,0101139440,TIENTO-Art 473T-0101139450,T1,MULTICOLOR,,,1.0,Y,,
,TIENTO-Art:473T,0101139460,0101139440,TIENTO-Art 473T-0101139460,T2,A-PRINT,,,1.0,Y,,
,TIENTO-Art:473T,0101139470,0101139440,TIENTO-Art 473T-0101139470,T2,MULTICOLOR,,,1.0,Y,,
,TIENTO-Art:473T,0101139480,0101139440,TIENTO-Art 473T-0101139480,T3,A-PRINT,,,1.0,Y,,
,TIENTO-Art:473T,0101139490,0101139440,TIENTO-Art 473T-0101139490,T3,MULTICOLOR,,,1.0,Y,,
,TIENTO-Art:473T,0101139500,0101139440,TIENTO-Art 473T-0101139500,T4,A-PRINT,,,1.0,Y,,
,TIENTO-Art:473T,0101139510,0101139440,TIENTO-Art 473T-0101139510,T4,MULTICOLOR,,,1.0,Y,,
2739,TIENTO-Art:474T,0101139530,,TIENTO-Art 474T-0101139530,T1,FRANCIA,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~Color,1.0,Y,Lenceria de Mujer/Tiento,"CONJUNTO TIENTO-Art:474T<br />TOP DEPORTIVO TAZA SOFT DE MICROFIBRA Y CULOTTE LESS CINTURA DOBLE DE ALG LYCRA® Y MICROFIBRA<br />
Talles: 1 - 2 - 3 - 4 <br />
Colores: FUCSIA - FRANCIA - PETROLEO"
,TIENTO-Art:474T,0101139520,0101139530,TIENTO-Art 474T-0101139520,T1,FUCSIA,,,1.0,Y,,
,TIENTO-Art:474T,0101139540,0101139530,TIENTO-Art 474T-0101139540,T1,PETROLEO,,,1.0,Y,,
,TIENTO-Art:474T,0101139560,0101139530,TIENTO-Art 474T-0101139560,T2,FRANCIA,,,1.0,Y,,
,TIENTO-Art:474T,0101139550,0101139530,TIENTO-Art 474T-0101139550,T2,FUCSIA,,,1.0,Y,,
,TIENTO-Art:474T,0101139570,0101139530,TIENTO-Art 474T-0101139570,T2,PETROLEO,,,1.0,Y,,
,TIENTO-Art:474T,0101139590,0101139530,TIENTO-Art 474T-0101139590,T3,FRANCIA,,,1.0,Y,,
,TIENTO-Art:474T,0101139580,0101139530,TIENTO-Art 474T-0101139580,T3,FUCSIA,,,1.0,Y,,
,TIENTO-Art:474T,0101139600,0101139530,TIENTO-Art 474T-0101139600,T3,PETROLEO,,,1.0,Y,,
,TIENTO-Art:474T,0101139620,0101139530,TIENTO-Art 474T-0101139620,T4,FRANCIA,,,1.0,Y,,
,TIENTO-Art:474T,0101139610,0101139530,TIENTO-Art 474T-0101139610,T4,FUCSIA,,,1.0,Y,,
,TIENTO-Art:474T,0101139630,0101139530,TIENTO-Art 474T-0101139630,T4,PETROLEO,,,1.0,Y,,
5332,TIENTO-Art:475T,0101139650,,TIENTO-Art 475T-0101139650,T1,FLOR,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~Color,1.0,Y,Lenceria de Mujer/Tiento,"CONJUNTO TIENTO-Art:475T<br />Conjunto top deportivo taza soft y cola-less microfibra estampada.<br />
Talles: 1 - 2 - 3 - 4<br />
Colores: pixel-flor"
,TIENTO-Art:475T,0101139640,0101139650,TIENTO-Art 475T-0101139640,T1,PIXEL,,,1.0,Y,,
,TIENTO-Art:475T,0101139670,0101139650,TIENTO-Art 475T-0101139670,T2,FLOR,,,1.0,Y,,
,TIENTO-Art:475T,0101139660,0101139650,TIENTO-Art 475T-0101139660,T2,PIXEL,,,1.0,Y,,
,TIENTO-Art:475T,0101139690,0101139650,TIENTO-Art 475T-0101139690,T3,FLOR,,,1.0,Y,,
,TIENTO-Art:475T,0101139680,0101139650,TIENTO-Art 475T-0101139680,T3,PIXEL,,,1.0,Y,,
,TIENTO-Art:475T,0101139710,0101139650,TIENTO-Art 475T-0101139710,T4,FLOR,,,1.0,Y,,
,TIENTO-Art:475T,0101139700,0101139650,TIENTO-Art 475T-0101139700,T4,PIXEL,,,1.0,Y,,
,TIENTO-Art:475T,0101148940,0101139650,TIENTO-Art 475T-0101148940,TIENTO,CONJ.,,,1.0,N,,
6061,TIENTO-Art:476T,0101139720,,TIENTO-Art 476T-0101139720,T1,ESTAMPADO,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~Color,1.0,Y,Lenceria de Mujer/Tiento,"CONJUNTO TIENTO-Art:476T<br />Conjunto top deportivo taza soft y colaless con detalle fluo. Algodón lycra juvenil<br />
Talles: 1 - 2 - 3 - 4<br />
Colores: melange"
,TIENTO-Art:476T,0101168040,0101139720,TIENTO-Art 476T-0101168040,T1,MELANGE,,,1.0,Y,,
,TIENTO-Art:476T,0101139730,0101139720,TIENTO-Art 476T-0101139730,T2,ESTAMPADO,,,1.0,Y,,
,TIENTO-Art:476T,0101168050,0101139720,TIENTO-Art 476T-0101168050,T2,MELANGE,,,1.0,Y,,
,TIENTO-Art:476T,0101139740,0101139720,TIENTO-Art 476T-0101139740,T3,ESTAMPADO,,,1.0,Y,,
,TIENTO-Art:476T,0101168060,0101139720,TIENTO-Art 476T-0101168060,T3,MELANGE,,,1.0,Y,,
,TIENTO-Art:476T,0101139750,0101139720,TIENTO-Art 476T-0101139750,T4,ESTAMPADO,,,1.0,Y,,
,TIENTO-Art:476T,0101168070,0101139720,TIENTO-Art 476T-0101168070,T4,MELANGE,,,1.0,Y,,
,TIENTO-Art:476T,0302005110,0101139720,TIENTO-Art 476T-0302005110,TOP,VARIOS,,,1.0,N,,
