Codart,Descripcion,Desc_adic,Familia,Codbarra,MARCELA KOURY
0101162730,5499MK T85 NEGRO,CONJUNTO,LENCERIA,54990203,MARCELA KOURY
0101162740,5499MK T85 NOUGAT,CONJUNTO,LENCERIA,549902128,MARCELA KOURY
0101162750,5499MK T90 BLANCO,CONJUNTO,LENCERIA,54990301,MARCELA KOURY
0101162760,5499MK T90 NEGRO,CONJUNTO,LENCERIA,54990303,MARCELA KOURY
0101162770,5499MK T90 NOUGAT,CONJUNTO,LENCERIA,549903128,MARCELA KOURY
0101162780,5499MK T95 BLANCO,CONJUNTO,LENCERIA,54990401,MARCELA KOURY
0101162790,5499MK T95 NEGRO,CONJUNTO,LENCERIA,54990403,MARCELA KOURY
0101162800,5499MK T95 NOUGAT,CONJUNTO,LENCERIA,549904128,MARCELA KOURY
0101162810,5501MK T100 AZUL BIONIC,CONJUNTO,LENCERIA,550105375,MARCELA KOURY
0101162820,5501MK T100 BLANCO,CONJUNTO,LENCERIA,55010501,MARCELA KOURY
0101162830,5501MK T100 BORDO,CONJUNTO,LENCERIA,55010516,MARCELA KOURY
0101162840,5501MK T100 NEGRO,CONJUNTO,LENCERIA,55010503,MARCELA KOURY
0101162850,5501MK T85 AZUL BIONIC,CONJUNTO,LENCERIA,550102375,MARCELA KOURY
0101162860,5501MK T85 BLANCO,CONJUNTO,LENCERIA,55010201,MARCELA KOURY
0101162870,5501MK T85 BORDO,CONJUNTO,LENCERIA,55010216,MARCELA KOURY
0101162880,5501MK T85 NEGRO,CONJUNTO,LENCERIA,55010203,MARCELA KOURY
0101162890,5501MK T90 AZUL BIONIC,CONJUNTO,LENCERIA,550103375,MARCELA KOURY
0101162900,5501MK T90 BLANCO,CONJUNTO,LENCERIA,55010301,MARCELA KOURY
0101162910,5501MK T90 BORDO,CONJUNTO,LENCERIA,55010316,MARCELA KOURY
0101162920,5501MK T90 NEGRO,CONJUNTO,LENCERIA,55010303,MARCELA KOURY
0101162930,5501MK T95 AZUL BIONIC,CONJUNTO,LENCERIA,550104375,MARCELA KOURY
0101162940,5501MK T95 BLANCO,CONJUNTO,LENCERIA,55010401,MARCELA KOURY
0101162950,5501MK T95 BORDO,CONJUNTO,LENCERIA,55010416,MARCELA KOURY
0101162960,5501MK T95 NEGRO,CONJUNTO,LENCERIA,55010403,MARCELA KOURY
0101162970,5502MK T100 AZUL BIONIC,CONJUNTO,LENCERIA,550205375,MARCELA KOURY
0101162980,5502MK T100 BLANCO,CONJUNTO,LENCERIA,55020501,MARCELA KOURY
0101162990,5502MK T100 BORDO,CONJUNTO,LENCERIA,55020516,MARCELA KOURY
0101163000,5502MK T100 NEGRO,CONJUNTO,LENCERIA,55020503,MARCELA KOURY
0101163010,5502MK T85 AZUL BIONIC,CONJUNTO,LENCERIA,550202375,MARCELA KOURY
0101163020,5502MK T85 BLANCO,CONJUNTO,LENCERIA,55020201,MARCELA KOURY
0101163030,5502MK T85 BORDO,CONJUNTO,LENCERIA,55020216,MARCELA KOURY
0101163040,5502MK T85 NEGRO,CONJUNTO,LENCERIA,55020203,MARCELA KOURY
0101163050,5502MK T90 AZUL BIONIC,CONJUNTO,LENCERIA,550203375,MARCELA KOURY
0101163060,5502MK T90 BLANCO,CONJUNTO,LENCERIA,55020301,MARCELA KOURY
0101163070,5502MK T90 BORDO,CONJUNTO,LENCERIA,55020316,MARCELA KOURY
0101163080,5502MK T90 NEGRO,CONJUNTO,LENCERIA,55020303,MARCELA KOURY
0101163090,5502MK T95 AZUL BIONIC,CONJUNTO,LENCERIA,550204375,MARCELA KOURY
0101163100,5502MK T95 BLANCO,CONJUNTO,LENCERIA,55020401,MARCELA KOURY
0101163110,5502MK T95 BORDO,CONJUNTO,LENCERIA,55020416,MARCELA KOURY
0101163120,5502MK T95 NEGRO,CONJUNTO,LENCERIA,55020403,MARCELA KOURY
0101163130,5504MK T100 NEGRO,CONJUNTO,LENCERIA,55040503,MARCELA KOURY
0101163140,5504MK T85 NEGRO,CONJUNTO,LENCERIA,55040203,MARCELA KOURY
0101163150,5504MK T90 NEGRO,CONJUNTO,LENCERIA,55040303,MARCELA KOURY
0101163160,5504MK T95 NEGRO,CONJUNTO,LENCERIA,55040403,MARCELA KOURY
0101163170,5505MK T100 NEGRO,CONJUNTO,LENCERIA,55050503,MARCELA KOURY
0101163180,5505MK T85 NEGRO,CONJUNTO,LENCERIA,55050203,MARCELA KOURY
0101163190,5505MK T90 NEGRO,CONJUNTO,LENCERIA,55050303,MARCELA KOURY
0101163200,5505MK T95 NEGRO,CONJUNTO,LENCERIA,55050403,MARCELA KOURY
0101163210,5506MK T100 BLANCO,CONJUNTO,LENCERIA,55060501,MARCELA KOURY
0101163220,5506MK T100 DAMASCO,CONJUNTO,LENCERIA,550605367,MARCELA KOURY
0101163230,5506MK T100 NEGRO,CONJUNTO,LENCERIA,55060503,MARCELA KOURY
0101163240,5506MK T85 BLANCO,CONJUNTO,LENCERIA,55060201,MARCELA KOURY
0101163250,5506MK T85 DAMASCO,CONJUNTO,LENCERIA,550602367,MARCELA KOURY
0101163260,5506MK T85 NEGRO,CONJUNTO,LENCERIA,55060203,MARCELA KOURY
0101163270,5506MK T90 BLANCO,CONJUNTO,LENCERIA,55060301,MARCELA KOURY
0101163280,5506MK T90 DAMASCO,CONJUNTO,LENCERIA,550603367,MARCELA KOURY
0101163290,5506MK T90 NEGRO,CONJUNTO,LENCERIA,55060303,MARCELA KOURY
0101163300,5506MK T95 BLANCO,CONJUNTO,LENCERIA,55060401,MARCELA KOURY
0101163310,5506MK T95 DAMASCO,CONJUNTO,LENCERIA,550604367,MARCELA KOURY
0101163320,5506MK T95 NEGRO,CONJUNTO,LENCERIA,55060403,MARCELA KOURY
0101163330,5507MK T100 BLANCO,CONJUNTO,LENCERIA,55070501,MARCELA KOURY
0101163340,5507MK T100 DAMASCO,CONJUNTO,LENCERIA,550705367,MARCELA KOURY
0101163350,5507MK T100 NEGRO,CONJUNTO,LENCERIA,55070503,MARCELA KOURY
0101163360,5507MK T105 BLANCO,CONJUNTO,LENCERIA,55070601,MARCELA KOURY
0101163370,5507MK T105 DAMASCO,CONJUNTO,LENCERIA,550706367,MARCELA KOURY
0101163380,5507MK T105 NEGRO,CONJUNTO,LENCERIA,55070603,MARCELA KOURY
0101163390,5507MK T110 BLANCO,CONJUNTO,LENCERIA,55070701,MARCELA KOURY
0101163400,5507MK T110 DAMASCO,CONJUNTO,LENCERIA,550707367,MARCELA KOURY
0101163410,5507MK T110 NEGRO,CONJUNTO,LENCERIA,55070703,MARCELA KOURY
0101163420,5507MK T85 BLANCO,CONJUNTO,LENCERIA,55070201,MARCELA KOURY
0101163430,5507MK T85 DAMASCO,CONJUNTO,LENCERIA,550702367,MARCELA KOURY
0101163440,5507MK T85 NEGRO,CONJUNTO,LENCERIA,55070203,MARCELA KOURY
0101163450,5507MK T90 BLANCO,CONJUNTO,LENCERIA,55070301,MARCELA KOURY
0101163460,5507MK T90 DAMASCO,CONJUNTO,LENCERIA,550703367,MARCELA KOURY
0101163470,5507MK T90 NEGRO,CONJUNTO,LENCERIA,55070303,MARCELA KOURY
0101163480,5507MK T95 BLANCO,CONJUNTO,LENCERIA,55070401,MARCELA KOURY
0101163490,5507MK T95 DAMASCO,CONJUNTO,LENCERIA,550704367,MARCELA KOURY
0101163500,5507MK T95 NEGRO,CONJUNTO,LENCERIA,55070403,MARCELA KOURY
0101163510,5508MK T100 BLANCO,CONJUNTO,LENCERIA,55080501,MARCELA KOURY
0101163520,5508MK T100 BORDO,CONJUNTO,LENCERIA,55080516,MARCELA KOURY
0101163530,5508MK T100 NEGRO,CONJUNTO,LENCERIA,55080503,MARCELA KOURY
0101163540,5508MK T105 BLANCO,CONJUNTO,LENCERIA,55080601,MARCELA KOURY
0101163550,5508MK T105 BORDO,CONJUNTO,LENCERIA,55080616,MARCELA KOURY
0101163560,5508MK T105 NEGRO,CONJUNTO,LENCERIA,55080603,MARCELA KOURY
0101163570,5508MK T85 BLANCO,CONJUNTO,LENCERIA,55080201,MARCELA KOURY
0101163580,5508MK T85 BORDO,CONJUNTO,LENCERIA,55080216,MARCELA KOURY
0101163590,5508MK T85 NEGRO,CONJUNTO,LENCERIA,55080203,MARCELA KOURY
0101163600,5508MK T90 BLANCO,CONJUNTO,LENCERIA,55080301,MARCELA KOURY
0101163610,5508MK T90 BORDO,CONJUNTO,LENCERIA,55080316,MARCELA KOURY
0101163620,5508MK T90 NEGRO,CONJUNTO,LENCERIA,55080303,MARCELA KOURY
0101163630,5508MK T95 BLANCO,CONJUNTO,LENCERIA,55080401,MARCELA KOURY
0101163640,5508MK T95 BORDO,CONJUNTO,LENCERIA,55080416,MARCELA KOURY
0101163650,5508MK T95 NEGRO,CONJUNTO,LENCERIA,55080403,MARCELA KOURY
0101163660,5509MK T100 BLANCO,CONJUNTO,LENCERIA,55090501,MARCELA KOURY
0101163670,5509MK T100 BORDO,CONJUNTO,LENCERIA,55090516,MARCELA KOURY
0101163680,5509MK T100 NEGRO,CONJUNTO,LENCERIA,55090503,MARCELA KOURY
0101163690,5509MK T85 BLANCO,CONJUNTO,LENCERIA,55090201,MARCELA KOURY
0101163700,5509MK T85 BORDO,CONJUNTO,LENCERIA,55090216,MARCELA KOURY
0101163710,5509MK T85 NEGRO,CONJUNTO,LENCERIA,55090203,MARCELA KOURY
0101163720,5509MK T90 BLANCO,CONJUNTO,LENCERIA,55090301,MARCELA KOURY
0101163730,5509MK T90 BORDO,CONJUNTO,LENCERIA,55090316,MARCELA KOURY
0101163740,5509MK T90 NEGRO,CONJUNTO,LENCERIA,55090303,MARCELA KOURY
0101163750,5509MK T95 BLANCO,CONJUNTO,LENCERIA,55090401,MARCELA KOURY
0101163760,5509MK T95 BORDO,CONJUNTO,LENCERIA,55090416,MARCELA KOURY
0101163770,5509MK T95 NEGRO,CONJUNTO,LENCERIA,55090403,MARCELA KOURY
0101163780,5510MK TL BLANCO,CONJUNTO,LENCERIA,55100301,MARCELA KOURY
0101163790,5510MK TL NOUGAT,CONJUNTO,LENCERIA,551003128,MARCELA KOURY
0101163800,5510MK TL ROSA BALLET,CONJUNTO,LENCERIA,551003344,MARCELA KOURY
0101163810,5510MK TM BLANCO,CONJUNTO,LENCERIA,55100201,MARCELA KOURY
0101163820,5510MK TM NOUGAT,CONJUNTO,LENCERIA,551002128,MARCELA KOURY
0101163830,5510MK TM ROSA BALLET,CONJUNTO,LENCERIA,551002344,MARCELA KOURY
0101163840,5510MK TS BLANCO,CONJUNTO,LENCERIA,55100101,MARCELA KOURY
0101163850,5510MK TS NOUGAT,CONJUNTO,LENCERIA,551001128,MARCELA KOURY
0101163860,5510MK TS ROSA BALLET,CONJUNTO,LENCERIA,551001344,MARCELA KOURY
0101163870,5510MK TXL BLANCO,CONJUNTO,LENCERIA,55100401,MARCELA KOURY
0101163880,5510MK TXL NOUGAT,CONJUNTO,LENCERIA,551004128,MARCELA KOURY
0101163890,5510MK TXL ROSA BALLET,CONJUNTO,LENCERIA,551004344,MARCELA KOURY
0101163900,5511MK T100 BLANCO,CONJUNTO,LENCERIA,55110501,MARCELA KOURY
0101163910,5511MK T100 NOUGAT,CONJUNTO,LENCERIA,551105128,MARCELA KOURY
0101163920,5511MK T100 ROSA BALLET,CONJUNTO,LENCERIA,551105344,MARCELA KOURY
0101163930,5511MK T85 BLANCO,CONJUNTO,LENCERIA,55110201,MARCELA KOURY
0101163940,5511MK T85 NOUGAT,CONJUNTO,LENCERIA,551102128,MARCELA KOURY
0101163950,5511MK T85 ROSA BALLET,CONJUNTO,LENCERIA,551102344,MARCELA KOURY
0101163960,5511MK T90 BLANCO,CONJUNTO,LENCERIA,55110301,MARCELA KOURY
0101163970,5511MK T90 NOUGAT,CONJUNTO,LENCERIA,551103128,MARCELA KOURY
0101163980,5511MK T90 ROSA BALLET,CONJUNTO,LENCERIA,551103344,MARCELA KOURY
0101163990,5511MK T95 BLANCO,CONJUNTO,LENCERIA,55110401,MARCELA KOURY
0101164000,5511MK T95 NOUGAT,CONJUNTO,LENCERIA,551104128,MARCELA KOURY
0101164010,5511MK T95 ROSA BALLET,CONJUNTO,LENCERIA,551104344,MARCELA KOURY
0101164020,5512MK TL BLANCO,CONJUNTO,LENCERIA,55120301,MARCELA KOURY
0101164030,5512MK TL NEGRO,CONJUNTO,LENCERIA,55120303,MARCELA KOURY
0101164040,5512MK TM BLANCO,CONJUNTO,LENCERIA,55120201,MARCELA KOURY
0101164050,5512MK TM NEGRO,CONJUNTO,LENCERIA,55120203,MARCELA KOURY
0101164060,5512MK TS BLANCO,CONJUNTO,LENCERIA,55120101,MARCELA KOURY
0101164070,5512MK TS NEGRO,CONJUNTO,LENCERIA,55120103,MARCELA KOURY
0101164080,5512MK TXL BLANCO,CONJUNTO,LENCERIA,55120401,MARCELA KOURY
0101164090,5512MK TXL NEGRO,CONJUNTO,LENCERIA,55120403,MARCELA KOURY
0101164100,5513MK T100 AZUL BIONIC,CONJUNTO,LENCERIA,551305375,MARCELA KOURY
0101164110,5513MK T100 BLANCO,CONJUNTO,LENCERIA,55130501,MARCELA KOURY
0101164120,5513MK T100 BORDO,CONJUNTO,LENCERIA,55130516,MARCELA KOURY
0101164130,5513MK T100 NEGRO,CONJUNTO,LENCERIA,55130503,MARCELA KOURY
0101164140,5513MK T85 AZUL BIONIC,CONJUNTO,LENCERIA,551302375,MARCELA KOURY
0101164150,5513MK T85 BLANCO,CONJUNTO,LENCERIA,55130201,MARCELA KOURY
0101164160,5513MK T85 BORDO,CONJUNTO,LENCERIA,55130216,MARCELA KOURY
0101164170,5513MK T85 NEGRO,CONJUNTO,LENCERIA,55130203,MARCELA KOURY
0101164180,5513MK T90 AZUL BIONIC,CONJUNTO,LENCERIA,551303375,MARCELA KOURY
0101164190,5513MK T90 BLANCO,CONJUNTO,LENCERIA,55130301,MARCELA KOURY
0101164200,5513MK T90 BORDO,CONJUNTO,LENCERIA,55130316,MARCELA KOURY
0101164210,5513MK T90 NEGRO,CONJUNTO,LENCERIA,55130303,MARCELA KOURY
0101164220,5513MK T95 AZUL BIONIC,CONJUNTO,LENCERIA,551304375,MARCELA KOURY
0101164230,5513MK T95 BLANCO,CONJUNTO,LENCERIA,55130401,MARCELA KOURY
0101164240,5513MK T95 BORDO,CONJUNTO,LENCERIA,55130416,MARCELA KOURY
0101164250,5513MK T95 NEGRO,CONJUNTO,LENCERIA,55130403,MARCELA KOURY
0101164260,5514MK T100 AZUL BIONIC,CONJUNTO,LENCERIA,551405375,MARCELA KOURY
0101164270,5514MK T100 BLANCO,CONJUNTO,LENCERIA,55140501,MARCELA KOURY
0101164280,5514MK T100 BORDO,CONJUNTO,LENCERIA,55140516,MARCELA KOURY
0101164290,5514MK T100 NEGRO,CONJUNTO,LENCERIA,55140503,MARCELA KOURY
0101164300,5514MK T85 AZUL BIONIC,CONJUNTO,LENCERIA,551402375,MARCELA KOURY
0101164310,5514MK T85 BLANCO,CONJUNTO,LENCERIA,55140201,MARCELA KOURY
0101164320,5514MK T85 BORDO,CONJUNTO,LENCERIA,55140216,MARCELA KOURY
0101164330,5514MK T85 NEGRO,CONJUNTO,LENCERIA,55140203,MARCELA KOURY
0101164340,5514MK T90 AZUL BIONIC,CONJUNTO,LENCERIA,551403375,MARCELA KOURY
0101164350,5514MK T90 BLANCO,CONJUNTO,LENCERIA,55140301,MARCELA KOURY
0101164360,5514MK T90 BORDO,CONJUNTO,LENCERIA,55140316,MARCELA KOURY
0101164370,5514MK T90 NEGRO,CONJUNTO,LENCERIA,55140303,MARCELA KOURY
0101164380,5514MK T95 AZUL BIONIC,CONJUNTO,LENCERIA,551404375,MARCELA KOURY
0101164390,5514MK T95 BLANCO,CONJUNTO,LENCERIA,55140401,MARCELA KOURY
0101164400,5514MK T95 BORDO,CONJUNTO,LENCERIA,55140416,MARCELA KOURY
0101164410,5514MK T95 NEGRO,CONJUNTO,LENCERIA,55140403,MARCELA KOURY
0101164420,5515MK T100 AZUL BIONIC,CONJUNTO,LENCERIA,551505375,MARCELA KOURY
0101164430,5515MK T100 BLANCO,CONJUNTO,LENCERIA,55150501,MARCELA KOURY
0101164440,5515MK T100 DAMASCO,CONJUNTO,LENCERIA,551505367,MARCELA KOURY
0101164450,5515MK T100 NEGRO,CONJUNTO,LENCERIA,55150503,MARCELA KOURY
0101164460,5515MK T105 AZUL BIONIC,CONJUNTO,LENCERIA,551506375,MARCELA KOURY
0101164470,5515MK T105 BLANCO,CONJUNTO,LENCERIA,55150601,MARCELA KOURY
0101164480,5515MK T105 DAMASCO,CONJUNTO,LENCERIA,551506367,MARCELA KOURY
0101164490,5515MK T105 NEGRO,CONJUNTO,LENCERIA,55150603,MARCELA KOURY
0101164500,5515MK T110 AZUL BIONIC,CONJUNTO,LENCERIA,551507375,MARCELA KOURY
0101164510,5515MK T110 BLANCO,CONJUNTO,LENCERIA,55150701,MARCELA KOURY
0101164520,5515MK T110 DAMASCO,CONJUNTO,LENCERIA,551507367,MARCELA KOURY
0101164530,5515MK T110 NEGRO,CONJUNTO,LENCERIA,55150703,MARCELA KOURY
0101164540,5515MK T85 AZUL BIONIC,CONJUNTO,LENCERIA,551502375,MARCELA KOURY
0101164550,5515MK T85 BLANCO,CONJUNTO,LENCERIA,55150201,MARCELA KOURY
0101164560,5515MK T85 DAMASCO,CONJUNTO,LENCERIA,551502367,MARCELA KOURY
0101164570,5515MK T85 NEGRO,CONJUNTO,LENCERIA,55150203,MARCELA KOURY
0101164580,5515MK T90 AZUL BIONIC,CONJUNTO,LENCERIA,551503375,MARCELA KOURY
0101164590,5515MK T90 BLANCO,CONJUNTO,LENCERIA,55150301,MARCELA KOURY
0101164600,5515MK T90 DAMASCO,CONJUNTO,LENCERIA,551503367,MARCELA KOURY
0101164610,5515MK T90 NEGRO,CONJUNTO,LENCERIA,55150303,MARCELA KOURY
0101164620,5515MK T95 AZUL BIONIC,CONJUNTO,LENCERIA,551504375,MARCELA KOURY
0101164630,5515MK T95 BLANCO,CONJUNTO,LENCERIA,55150401,MARCELA KOURY
0101164640,5515MK T95 DAMASCO,CONJUNTO,LENCERIA,551504367,MARCELA KOURY
0101164650,5515MK T95 NEGRO,CONJUNTO,LENCERIA,55150403,MARCELA KOURY
0101164660,5516MK T100 AZUL BIONIC,CONJUNTO,LENCERIA,551605375,MARCELA KOURY
0101164670,5516MK T100 BLANCO,CONJUNTO,LENCERIA,55160501,MARCELA KOURY
0101164680,5516MK T100 DAMASCO,CONJUNTO,LENCERIA,551605367,MARCELA KOURY
0101164690,5516MK T100 NEGRO,CONJUNTO,LENCERIA,55160503,MARCELA KOURY
0101164700,5516MK T85 AZUL BIONIC,CONJUNTO,LENCERIA,551602375,MARCELA KOURY
0101164710,5516MK T85 BLANCO,CONJUNTO,LENCERIA,55160201,MARCELA KOURY
0101164720,5516MK T85 DAMASCO,CONJUNTO,LENCERIA,551602367,MARCELA KOURY
0101164730,5516MK T85 NEGRO,CONJUNTO,LENCERIA,55160203,MARCELA KOURY
0101164740,5516MK T90 AZUL BIONIC,CONJUNTO,LENCERIA,551603375,MARCELA KOURY
0101164750,5516MK T90 BLANCO,CONJUNTO,LENCERIA,55160301,MARCELA KOURY
0101164760,5516MK T90 DAMASCO,CONJUNTO,LENCERIA,551603367,MARCELA KOURY
0101164770,5516MK T90 NEGRO,CONJUNTO,LENCERIA,55160303,MARCELA KOURY
0101164780,5516MK T95 AZUL BIONIC,CONJUNTO,LENCERIA,551604375,MARCELA KOURY
0101164790,5516MK T95 BLANCO,CONJUNTO,LENCERIA,55160401,MARCELA KOURY
0101164800,5516MK T95 DAMASCO,CONJUNTO,LENCERIA,551604367,MARCELA KOURY
0101164810,5516MK T95 NEGRO,CONJUNTO,LENCERIA,55160403,MARCELA KOURY
0101164820,5517MK T100 NEGRO,CONJUNTO,LENCERIA,55170503,MARCELA KOURY
0101164830,5517MK T85 NEGRO,CONJUNTO,LENCERIA,55170203,MARCELA KOURY
0101164840,5517MK T90 NEGRO,CONJUNTO,LENCERIA,55170303,MARCELA KOURY
0101164850,5517MK T95 NEGRO,CONJUNTO,LENCERIA,55170403,MARCELA KOURY
0101165170,5522MK T100 BLANCO,CONJUNTO,LENCERIA,55220501,MARCELA KOURY
0101165180,5522MK T100 MAIZ,CONJUNTO,LENCERIA,552205107,MARCELA KOURY
0101165190,5522MK T100 NEGRO,CONJUNTO,LENCERIA,55220503,MARCELA KOURY
0101165200,5522MK T100 ROSA MALVA,CONJUNTO,LENCERIA,552205374,MARCELA KOURY
0101165210,5522MK T85 BLANCO,CONJUNTO,LENCERIA,55220201,MARCELA KOURY
0101165220,5522MK T85 MAIZ,CONJUNTO,LENCERIA,552202107,MARCELA KOURY
0101165230,5522MK T85 NEGRO,CONJUNTO,LENCERIA,55220203,MARCELA KOURY
0101165240,5522MK T85 ROSA MALVA,CONJUNTO,LENCERIA,552202374,MARCELA KOURY
0101165250,5522MK T90 BLANCO,CONJUNTO,LENCERIA,55220301,MARCELA KOURY
0101165260,5522MK T90 MAIZ,CONJUNTO,LENCERIA,552203107,MARCELA KOURY
0101165270,5522MK T90 NEGRO,CONJUNTO,LENCERIA,55220303,MARCELA KOURY
0101165280,5522MK T90 ROSA MALVA,CONJUNTO,LENCERIA,552203374,MARCELA KOURY
0101165290,5522MK T95 BLANCO,CONJUNTO,LENCERIA,55220401,MARCELA KOURY
0101165300,5522MK T95 MAIZ,CONJUNTO,LENCERIA,552204107,MARCELA KOURY
0101165310,5522MK T95 NEGRO,CONJUNTO,LENCERIA,55220403,MARCELA KOURY
0101165320,5522MK T95 ROSA MALVA,CONJUNTO,LENCERIA,552204374,MARCELA KOURY
0101165330,5523MK T100 BLANCO,CONJUNTO,LENCERIA,55230501,MARCELA KOURY
0101165340,5523MK T100 MAIZ,CONJUNTO,LENCERIA,552305107,MARCELA KOURY
0101165350,5523MK T100 NEGRO,CONJUNTO,LENCERIA,55230503,MARCELA KOURY
0101165360,5523MK T100 ROSA MALVA,CONJUNTO,LENCERIA,552305374,MARCELA KOURY
0101165370,5523MK T85 BLANCO,CONJUNTO,LENCERIA,55230201,MARCELA KOURY
0101165380,5523MK T85 MAIZ,CONJUNTO,LENCERIA,552302107,MARCELA KOURY
0101165390,5523MK T85 NEGRO,CONJUNTO,LENCERIA,55230203,MARCELA KOURY
0101165400,5523MK T85 ROSA MALVA,CONJUNTO,LENCERIA,552302374,MARCELA KOURY
0101165410,5523MK T90 BLANCO,CONJUNTO,LENCERIA,55230301,MARCELA KOURY
0101165420,5523MK T90 MAIZ,CONJUNTO,LENCERIA,552303107,MARCELA KOURY
0101165430,5523MK T90 NEGRO,CONJUNTO,LENCERIA,55230303,MARCELA KOURY
0101165440,5523MK T90 ROSA MALVA,CONJUNTO,LENCERIA,552303374,MARCELA KOURY
0101165450,5523MK T95 BLANCO,CONJUNTO,LENCERIA,55230401,MARCELA KOURY
0101165460,5523MK T95 MAIZ,CONJUNTO,LENCERIA,552304107,MARCELA KOURY
0101165470,5523MK T95 NEGRO,CONJUNTO,LENCERIA,55230403,MARCELA KOURY
0101165480,5523MK T95 ROSA MALVA,CONJUNTO,LENCERIA,552304374,MARCELA KOURY
0101165490,5524MK T100 BLANCO,CONJUNTO,LENCERIA,55240501,MARCELA KOURY
0101165500,5524MK T100 MAIZ,CONJUNTO,LENCERIA,552405107,MARCELA KOURY
0101165510,5524MK T100 NEGRO,CONJUNTO,LENCERIA,55240503,MARCELA KOURY
0101165520,5524MK T100 ROSA MALVA,CONJUNTO,LENCERIA,552405374,MARCELA KOURY
0101165530,5524MK T85 BLANCO,CONJUNTO,LENCERIA,55240201,MARCELA KOURY
0101165540,5524MK T85 MAIZ,CONJUNTO,LENCERIA,552402107,MARCELA KOURY
0101165550,5524MK T85 NEGRO,CONJUNTO,LENCERIA,55240203,MARCELA KOURY
0101165560,5524MK T85 ROSA MALVA,CONJUNTO,LENCERIA,552402374,MARCELA KOURY
0101165570,5524MK T90 BLANCO,CONJUNTO,LENCERIA,55240301,MARCELA KOURY
0101165580,5524MK T90 MAIZ,CONJUNTO,LENCERIA,552403107,MARCELA KOURY
0101165590,5524MK T90 NEGRO,CONJUNTO,LENCERIA,55240303,MARCELA KOURY
0101165600,5524MK T90 ROSA MALVA,CONJUNTO,LENCERIA,552403374,MARCELA KOURY
0101165610,5524MK T95 BLANCO,CONJUNTO,LENCERIA,55240401,MARCELA KOURY
0101165620,5524MK T95 MAIZ,CONJUNTO,LENCERIA,552404107,MARCELA KOURY
0101165630,5524MK T95 NEGRO,CONJUNTO,LENCERIA,55240403,MARCELA KOURY
0101165640,5524MK T95 ROSA MALVA,CONJUNTO,LENCERIA,552404374,MARCELA KOURY
0101165650,5525MK CONJUNTO,CONJUNTO,LENCERIA,5525MK,MARCELA KOURY
0101165660,5294MK T100 NEGRO,CONJUNTO,LENCERIA,52940503,MARCELA KOURY
0101180470,5295MK T100 LILA,,LENCERIA,52950514,MARCELA KOURY
0101180480,5295MK T100 VERDE ESPUMA,,LENCERIA,529505402,MARCELA KOURY
0101180490,5295MK T85 LILA,,LENCERIA,52950214,MARCELA KOURY
0101180500,5295MK T85 VERDE ESPUMA,,LENCERIA,529502402,MARCELA KOURY
0101180510,5295MK T90 LILA,,LENCERIA,52950314,MARCELA KOURY
0101180520,5295MK T90 VERDE ESPUMA,,LENCERIA,529503402,MARCELA KOURY
0101180530,5295MK T95 LILA,,LENCERIA,52950414,MARCELA KOURY
0101180540,5434MK T100 LILA,,LENCERIA,54340514,MARCELA KOURY
0101180550,5434MK T100 VERDE ESPUMA,,LENCERIA,543405402,MARCELA KOURY
0101180560,5434MK T85 LILA,,LENCERIA,54340214,MARCELA KOURY
0101180570,5434MK T85 VERDE ESPUMA,,LENCERIA,543402402,MARCELA KOURY
0101180580,5434MK T90 LILA,,LENCERIA,54340314,MARCELA KOURY
0101180590,5434MK T90 VERDE ESPUMA,,LENCERIA,543403402,MARCELA KOURY
0101180600,5434MK T95 LILA,,LENCERIA,54340414,MARCELA KOURY
0101180610,5434MK T95 VERDE ESPUMA,,LENCERIA,543404402,MARCELA KOURY
0101180620,5503MK T100 BLANCO,,LENCERIA,55030501,MARCELA KOURY
0101180630,5503MK T100 ROJO,,LENCERIA,550305336,MARCELA KOURY
0101180640,5503MK T85 BLANCO,,LENCERIA,55030201,MARCELA KOURY
0101180650,5503MK T85 ROJO,,LENCERIA,550302336,MARCELA KOURY
0101180660,5503MK T90 BLANCO,,LENCERIA,55030301,MARCELA KOURY
0101180670,5503MK T90 ROJO,,LENCERIA,550303336,MARCELA KOURY
0101180680,5503MK T95 BLANCO,,LENCERIA,55030401,MARCELA KOURY
0101180690,5503MK T95 ROJO,,LENCERIA,550304336,MARCELA KOURY
0101180700,5506MK T85 LILA,,LENCERIA,55060214,MARCELA KOURY
0101180710,5506MK T90 LILA,,LENCERIA,55060314,MARCELA KOURY
0101180720,5527MK T100 VERDE ESPUMA,,LENCERIA,552705402,MARCELA KOURY
0101180730,5527MK T90 VERDE ESPUMA,,LENCERIA,552703402,MARCELA KOURY
0101180740,5527MK T95 VERDE ESPUMA,,LENCERIA,552704402,MARCELA KOURY
0101180750,5530MK T100 LILA,,LENCERIA,55300514,MARCELA KOURY
0101180760,5530MK T100 NOUGAT,,LENCERIA,553005128,MARCELA KOURY
0101180770,5530MK T100 ROSA BALLET,,LENCERIA,553005344,MARCELA KOURY
0101180780,5530MK T85 LILA,,LENCERIA,55300214,MARCELA KOURY
0101180790,5530MK T85 NOUGAT,,LENCERIA,553002128,MARCELA KOURY
0101180800,5530MK T85 ROSA BALLET,,LENCERIA,553002344,MARCELA KOURY
0101180810,5530MK T90 LILA,,LENCERIA,55300314,MARCELA KOURY
