Cod_art,Descripcion,Desc_adicional,Familia,Cod_barras,marca
0101030840,173C T2 ROSA,CONJUNTO,LENCERIA,223173011002,coramina
0101030850,173C T3 ROSA,CONJUNTO,LENCERIA,223173011003,coramina
0101030860,173C T4 ROSA,CONJUNTO,LENCERIA,223173011004,coramina
0101030870,173C T1 AZUL,CONJUNTO,LENCERIA,223173014001,coramina
0101030880,173C T2 AZUL,CONJUNTO,LENCERIA,223173014002,coramina
0101030890,173C T3 AZUL,CONJUNTO,LENCERIA,223173014003,coramina
0101030900,173C T4 AZUL,CONJUNTO,LENCERIA,223173014004,coramina
0101030910,174C T85 BLANCO,CONJUNTO,LENCERIA,223174001085,coramina
0101030920,174C T90 BLANCO,CONJUNTO,LENCERIA,223174001090,coramina
0101030930,174C T95 BLANCO,CONJUNTO,LENCERIA,223174001095,coramina
0101030940,174C T100 BLANCO,CONJUNTO,LENCERIA,223174001100,coramina
0101030950,174C T85 NEGRO,CONJUNTO,LENCERIA,223174002085,coramina
0101030960,174C T90 NEGRO,CONJUNTO,LENCERIA,223174002090,coramina
0101030970,174C T95 NEGRO,CONJUNTO,LENCERIA,223174002095,coramina
0101030980,174C T100 NEGRO,CONJUNTO,LENCERIA,223174002100,coramina
0101030990,174C T85 CELESTE,CONJUNTO,LENCERIA,223174008085,coramina
0101031000,174C T90 CELESTE,CONJUNTO,LENCERIA,223174008090,coramina
0101031010,174C T95 CELESTE,CONJUNTO,LENCERIA,223174008095,coramina
0101031020,174C T100 CELESTE,CONJUNTO,LENCERIA,223174008100,coramina
0101031030,174C T85 ORQUIDEA,CONJUNTO,LENCERIA,223174009085,coramina
0101031040,174C T90 ORQUIDEA,CONJUNTO,LENCERIA,223174009090,coramina
0101031050,174C T95 ORQUIDEA,CONJUNTO,LENCERIA,223174009095,coramina
0101031060,174C T100 ORQUIDEA,CONJUNTO,LENCERIA,223174009100,coramina
0101031070,174C T85 LILA,CONJUNTO,LENCERIA,223174024085,coramina
0101031080,174C T90 LILA,CONJUNTO,LENCERIA,223174024090,coramina
0101031090,174C T95 LILA,CONJUNTO,LENCERIA,223174024095,coramina
0101031100,174C T100 LILA,CONJUNTO,LENCERIA,223174024100,coramina
0101031110,174C T85 FUCSIA,CONJUNTO,LENCERIA,223174026085,coramina
0101031120,174C T90 FUCSIA,CONJUNTO,LENCERIA,223174026090,coramina
0101031130,174C T95 FUCSIA,CONJUNTO,LENCERIA,223174026095,coramina
0101031140,174C T100 FUCSIA,CONJUNTO,LENCERIA,223174026100,coramina
0101031150,174C T85 TURQUESA,CONJUNTO,LENCERIA,223174027085,coramina
0101031160,174C T90 TURQUESA,CONJUNTO,LENCERIA,223174027090,coramina
0101031170,174C T95 TURQUESA,CONJUNTO,LENCERIA,223174027095,coramina
0101031180,174C T100 TURQUESA,CONJUNTO,LENCERIA,223174027100,coramina
0101031190,175C T85 NEGRO,CONJUNTO,LENCERIA,223175002085,coramina
0101031200,175C T90 NEGRO,CONJUNTO,LENCERIA,223175002090,coramina
0101031210,175C T95 NEGRO,CONJUNTO,LENCERIA,223175002095,coramina
0101031220,175C T100 NEGRO,CONJUNTO,LENCERIA,223175002100,coramina
0101031230,175C T105 NEGRO,CONJUNTO,LENCERIA,223175002105,coramina
0101031240,175C T85 NGRO/FUC,CONJUNTO,LENCERIA,223175056085,coramina
0101031250,175C T90 NGRO/FUC,CONJUNTO,LENCERIA,223175056090,coramina
0101031260,175C T95 NGRO/FUC,CONJUNTO,LENCERIA,223175056095,coramina
0101031270,175C T100 NGRO/FUC,CONJUNTO,LENCERIA,223175056100,coramina
0101031280,175C T105 NGRO/FUC,CONJUNTO,LENCERIA,223175056105,coramina
0101031290,175C T85 FUC/NEGRO,CONJUNTO,LENCERIA,223175130085,coramina
0101031300,175C T90 FUC/NEGRO,CONJUNTO,LENCERIA,223175130090,coramina
0101031310,175C T95 FUC/NEGRO,CONJUNTO,LENCERIA,223175130095,coramina
0101031320,175C T100 FUC/NEGRO,CONJUNTO,LENCERIA,223175130100,coramina
0101031330,175C T105 FUC/NEGRO,CONJUNTO,LENCERIA,223175130105,coramina
0101031340,175C T85 ACQ/COR,CONJUNTO,LENCERIA,223175131085,coramina
0101031350,175C T90 ACQ/COR,CONJUNTO,LENCERIA,223175131090,coramina
0101031360,175C T95 ACQ/COR,CONJUNTO,LENCERIA,223175131095,coramina
0101031370,175C T100 ACQ/COR,CONJUNTO,LENCERIA,223175131100,coramina
0101031380,175C T105 ACQ/COR,CONJUNTO,LENCERIA,223175131105,coramina
0101031390,175C T85 AZUL/FUC,CONJUNTO,LENCERIA,223175133085,coramina
0101031400,175C T90 AZUL/FUC,CONJUNTO,LENCERIA,223175133090,coramina
0101031410,175C T95 AZUL/FUC,CONJUNTO,LENCERIA,223175133095,coramina
0101031420,175C T100 AZUL/FUC,CONJUNTO,LENCERIA,223175133100,coramina
0101031430,175C T105 AZUL/FUC,CONJUNTO,LENCERIA,223175133105,coramina
0101031440,176C T85 BLANCO,CONJUNTO,LENCERIA,223176001085,coramina
0101031450,176C T90 BLANCO,CONJUNTO,LENCERIA,223176001090,coramina
0101031460,176C T95 BLANCO,CONJUNTO,LENCERIA,223176001095,coramina
0101031470,176C T100 BLANCO,CONJUNTO,LENCERIA,223176001100,coramina
0101031480,176C T105 BLANCO,CONJUNTO,LENCERIA,223176001105,coramina
0101031490,176C T85 NEGRO,CONJUNTO,LENCERIA,223176002085,coramina
0101031500,176C T90 NEGRO,CONJUNTO,LENCERIA,223176002090,coramina
0101031510,176C T95 NEGRO,CONJUNTO,LENCERIA,223176002095,coramina
0101031520,176C T100 NEGRO,CONJUNTO,LENCERIA,223176002100,coramina
0101031530,176C T105 NEGRO,CONJUNTO,LENCERIA,223176002105,coramina
0101031540,176C T85 CORAL/TOS,CONJUNTO,LENCERIA,223176136085,coramina
0101031550,176C T90 CORAL/TOS,CONJUNTO,LENCERIA,223176136090,coramina
0101031560,176C T95 CORAL/TOS,CONJUNTO,LENCERIA,223176136095,coramina
0101031570,176C T100 CORAL/TOS,CONJUNTO,LENCERIA,223176136100,coramina
0101031580,176C T105 CORAL/TOS,CONJUNTO,LENCERIA,223176136105,coramina
0101031590,176C T85 ACERO/NRJA,CONJUNTO,LENCERIA,223176137085,coramina
0101031600,176C T90 ACERO/NRJA,CONJUNTO,LENCERIA,223176137090,coramina
0101031610,176C T95 ACERO/NRJA,CONJUNTO,LENCERIA,223176137095,coramina
0101031620,176C T100 ACERO/NRJA,CONJUNTO,LENCERIA,223176137100,coramina
0101031630,176C T105 ACERO/NRJA,CONJUNTO,LENCERIA,223176137105,coramina
0101031640,176C T85 ACQUA/FUC,CONJUNTO,LENCERIA,223176138085,coramina
0101031650,176C T90 ACQUA/FUC,CONJUNTO,LENCERIA,223176138090,coramina
0101031660,176C T95 ACQUA/FUC,CONJUNTO,LENCERIA,223176138095,coramina
0101031670,176C T100 ACQUA/FUC,CONJUNTO,LENCERIA,223176138100,coramina
0101031680,176C T105 ACQUA/FUC,CONJUNTO,LENCERIA,223176138105,coramina
0101031690,177C T75 BLANCO,CONJUNTO,LENCERIA,223177001075,coramina
0101031700,177C T80 BLANCO,CONJUNTO,LENCERIA,223177001080,coramina
0101031710,177C T85 BLANCO,CONJUNTO,LENCERIA,223177001085,coramina
0101031720,177C T90 BLANCO,CONJUNTO,LENCERIA,223177001090,coramina
0101031730,177C T95 BLANCO,CONJUNTO,LENCERIA,223177001095,coramina
0101031740,177C T75 NEGRO,CONJUNTO,LENCERIA,223177002075,coramina
0101031750,177C T80 NEGRO,CONJUNTO,LENCERIA,223177002080,coramina
0101031760,177C T85 NEGRO,CONJUNTO,LENCERIA,223177002085,coramina
0101031770,177C T90 NEGRO,CONJUNTO,LENCERIA,223177002090,coramina
0101031780,177C T95 NEGRO,CONJUNTO,LENCERIA,223177002095,coramina
0101031790,177C T75 HUESO,CONJUNTO,LENCERIA,223177004075,coramina
0101031800,177C T80 HUESO,CONJUNTO,LENCERIA,223177004080,coramina
0101031810,177C T85 HUESO,CONJUNTO,LENCERIA,223177004085,coramina
0101031820,177C T90 HUESO,CONJUNTO,LENCERIA,223177004090,coramina
0101031830,177C T95 HUESO,CONJUNTO,LENCERIA,223177004095,coramina
0101031840,211C T85 GRIS,CONJUNTO,LENCERIA,223211006085,coramina
0101031850,211C T90 GRIS,CONJUNTO,LENCERIA,223211006090,coramina
0101031860,211C T95 GRIS,CONJUNTO,LENCERIA,223211006095,coramina
0101031870,211C T100 GRIS,CONJUNTO,LENCERIA,223211006100,coramina
0101031880,211C T85 NGRO/BCO,CONJUNTO,LENCERIA,223211055085,coramina
0101031890,211C T90 NGRO/BCO,CONJUNTO,LENCERIA,223211055090,coramina
0101031900,211C T95 NGRO/BCO,CONJUNTO,LENCERIA,223211055095,coramina
0101031910,211C T100 NGRO/BCO,CONJUNTO,LENCERIA,223211055100,coramina
0101031920,211C T85 BCO/NGRO,CONJUNTO,LENCERIA,223211070085,coramina
0101031930,211C T90 BCO/NGRO,CONJUNTO,LENCERIA,223211070090,coramina
0101031940,211C T95 BCO/NGRO,CONJUNTO,LENCERIA,223211070095,coramina
0101031950,211C T100 BCO/NGRO,CONJUNTO,LENCERIA,223211070100,coramina
0101031960,211C T85 BCO/GRIS,CONJUNTO,LENCERIA,223211080085,coramina
0101031970,211C T90 BCO/GRIS,CONJUNTO,LENCERIA,223211080090,coramina
0101031980,211C T95 BCO/GRIS,CONJUNTO,LENCERIA,223211080095,coramina
0101031990,211C T100 BCO/GRIS,CONJUNTO,LENCERIA,223211080100,coramina
0101032000,211C T85 ROJO/AVE,CONJUNTO,LENCERIA,223211107085,coramina
0101032010,211C T90 ROJO/AVE,CONJUNTO,LENCERIA,223211107090,coramina
0101032020,211C T95 ROJO/AVE,CONJUNTO,LENCERIA,223211107095,coramina
0101032030,211C T100 ROJO/AVE,CONJUNTO,LENCERIA,223211107100,coramina
0101032040,212C T85 BCO/AZUL,CONJUNTO,LENCERIA,223212074085,coramina
0101032050,212C T90 BCO/AZUL,CONJUNTO,LENCERIA,223212074090,coramina
0101032060,212C T95 BCO/AZUL,CONJUNTO,LENCERIA,223212074095,coramina
0101032070,212C T100 BCO/AZUL,CONJUNTO,LENCERIA,223212074100,coramina
0101032080,212C T85 BCO/GRIS,CONJUNTO,LENCERIA,223212080085,coramina
0101032090,212C T90 BCO/GRIS,CONJUNTO,LENCERIA,223212080090,coramina
0101032100,212C T95 BCO/GRIS,CONJUNTO,LENCERIA,223212080095,coramina
0101032110,212C T100 BCO/GRIS,CONJUNTO,LENCERIA,223212080100,coramina
0101032120,212C T85 NGRO/ROJO,CONJUNTO,LENCERIA,223212090085,coramina
0101032130,212C T90 NGRO/ROJO,CONJUNTO,LENCERIA,223212090090,coramina
0101032140,212C T95 NGRO/ROJO,CONJUNTO,LENCERIA,223212090095,coramina
0101032150,212C T100 NGRO/ROJO,CONJUNTO,LENCERIA,223212090100,coramina
0101032160,213C T85 BLANCO,CONJUNTO,LENCERIA,223213001085,coramina
0101032170,213C T90 BLANCO,CONJUNTO,LENCERIA,223213001090,coramina
0101032180,213C T95 BLANCO,CONJUNTO,LENCERIA,223213001095,coramina
0101032190,213C T100 BLANCO,CONJUNTO,LENCERIA,223213001100,coramina
0101032200,213C T85 NEGRO,CONJUNTO,LENCERIA,223213002085,coramina
0101032210,213C T90 NEGRO,CONJUNTO,LENCERIA,223213002090,coramina
0101032220,213C T95 NEGRO,CONJUNTO,LENCERIA,223213002095,coramina
0101032230,213C T100 NEGRO,CONJUNTO,LENCERIA,223213002100,coramina
0101032240,213C T85 HUESO,CONJUNTO,LENCERIA,223213004085,coramina
0101032250,213C T90 HUESO,CONJUNTO,LENCERIA,223213004090,coramina
0101032260,213C T95 HUESO,CONJUNTO,LENCERIA,223213004095,coramina
0101032270,213C T100 HUESO,CONJUNTO,LENCERIA,223213004100,coramina
0101032280,214C T85 GRIS,CONJUNTO,LENCERIA,223214006085,coramina
0101032290,214C T90 GRIS,CONJUNTO,LENCERIA,223214006090,coramina
0101032300,214C T95 GRIS,CONJUNTO,LENCERIA,223214006095,coramina
0101032310,214C T100 GRIS,CONJUNTO,LENCERIA,223214006100,coramina
0101032320,214C T105 GRIS,CONJUNTO,LENCERIA,223214006105,coramina
0101032330,214C T85 NGRO/FUC,CONJUNTO,LENCERIA,223214056085,coramina
0101032340,214C T90 NGRO/FUC,CONJUNTO,LENCERIA,223214056090,coramina
0101032350,214C T95 NGRO/FUC,CONJUNTO,LENCERIA,223214056095,coramina
0101032360,214C T100 NGRO/FUC,CONJUNTO,LENCERIA,223214056100,coramina
0101032370,214C T105 NGRO/FUC,CONJUNTO,LENCERIA,223214056105,coramina
0101032380,214C T85 BCO/NGRO,CONJUNTO,LENCERIA,223214070085,coramina
0101032390,214C T90 BCO/NGRO,CONJUNTO,LENCERIA,223214070090,coramina
0101032400,214C T95 BCO/NGRO,CONJUNTO,LENCERIA,223214070095,coramina
0101032410,214C T100 BCO/NGRO,CONJUNTO,LENCERIA,223214070100,coramina
0101032420,214C T105 BCO/NGRO,CONJUNTO,LENCERIA,223214070105,coramina
0101032430,214C T85 GRIS/AZUL,CONJUNTO,LENCERIA,223214082085,coramina
0101032440,214C T90 GRIS/AZUL,CONJUNTO,LENCERIA,223214082090,coramina
0101032450,214C T95 GRIS/AZUL,CONJUNTO,LENCERIA,223214082095,coramina
0101032460,214C T100 GRIS/AZUL,CONJUNTO,LENCERIA,223214082100,coramina
0101032470,214C T105 GRIS/AZUL,CONJUNTO,LENCERIA,223214082105,coramina
0101032480,214C T85 CORAL/NGRO,CONJUNTO,LENCERIA,223214124085,coramina
0101032490,214C T90 CORAL/NGRO,CONJUNTO,LENCERIA,223214124090,coramina
0101032500,214C T95 CORAL/NGRO,CONJUNTO,LENCERIA,223214124095,coramina
0101032510,214C T100 CORAL/NGRO,CONJUNTO,LENCERIA,223214124100,coramina
0101032520,214C T105 CORAL/NGRO,CONJUNTO,LENCERIA,223214124105,coramina
0101032530,215C T85 NEGRO,CONJUNTO,LENCERIA,223215002085,coramina
0101032540,215C T90 NEGRO,CONJUNTO,LENCERIA,223215002090,coramina
0101032550,215C T95 NEGRO,CONJUNTO,LENCERIA,223215002095,coramina
0101032560,215C T100 NEGRO,CONJUNTO,LENCERIA,223215002100,coramina
0101032570,215C T105 NEGRO,CONJUNTO,LENCERIA,223215002105,coramina
0101032580,215C T85 CORAL/NGRO,CONJUNTO,LENCERIA,223215124085,coramina
0101032590,215C T90 CORAL/NGRO,CONJUNTO,LENCERIA,223215124090,coramina
0101032600,215C T95 CORAL/NGRO,CONJUNTO,LENCERIA,223215124095,coramina
0101032610,215C T100 CORAL/NGRO,CONJUNTO,LENCERIA,223215124100,coramina
0101032620,215C T105 CORAL/NGRO,CONJUNTO,LENCERIA,223215124105,coramina
0101032630,309C T1 BLANCO,CONJUNTO,LENCERIA,223309001001,coramina
0101032640,309C T2 BLANCO,CONJUNTO,LENCERIA,223309001002,coramina
0101032650,309C T3 BLANCO,CONJUNTO,LENCERIA,223309001003,coramina
0101032660,309C T4 BLANCO,CONJUNTO,LENCERIA,223309001004,coramina
0101032670,309C T1 AMARILLO,CONJUNTO,LENCERIA,223309010001,coramina
0101032680,309C T2 AMARILLO,CONJUNTO,LENCERIA,223309010002,coramina
0101032690,309C T3 AMARILLO,CONJUNTO,LENCERIA,223309010003,coramina
0101032700,309C T4 AMARILLO,CONJUNTO,LENCERIA,223309010004,coramina
0101032710,309C T1 ROSA,CONJUNTO,LENCERIA,223309011001,coramina
0101032720,309C T2 ROSA,CONJUNTO,LENCERIA,223309011002,coramina
0101032730,309C T3 ROSA,CONJUNTO,LENCERIA,223309011003,coramina
0101032740,309C T4 ROSA,CONJUNTO,LENCERIA,223309011004,coramina
0101032750,310C T1 BLANCO,CONJUNTO,LENCERIA,223310001001,coramina
0101032760,310C T2 BLANCO,CONJUNTO,LENCERIA,223310001002,coramina
0101032770,310C T3 BLANCO,CONJUNTO,LENCERIA,223310001003,coramina
0101032780,310C T4 BLANCO,CONJUNTO,LENCERIA,223310001004,coramina
0101032790,310C T1 HUESO,CONJUNTO,LENCERIA,223310004001,coramina
0101032800,310C T2 HUESO,CONJUNTO,LENCERIA,223310004002,coramina
0101032810,310C T3 HUESO,CONJUNTO,LENCERIA,223310004003,coramina
0101032820,310C T4 HUESO,CONJUNTO,LENCERIA,223310004004,coramina
0101032830,310C T1 ROSA,CONJUNTO,LENCERIA,223310011001,coramina
0101032840,310C T2 ROSA,CONJUNTO,LENCERIA,223310011002,coramina
0101032850,310C T3 ROSA,CONJUNTO,LENCERIA,223310011003,coramina
0101032860,310C T4 ROSA,CONJUNTO,LENCERIA,223310011004,coramina
0101032870,310C T1 BCO/CTE,CONJUNTO,LENCERIA,223310050001,coramina
0101032880,310C T2 BCO/CTE,CONJUNTO,LENCERIA,223310050002,coramina
0101032890,310C T3 BCO/CTE,CONJUNTO,LENCERIA,223310050003,coramina
0101032900,310C T4 BCO/CTE,CONJUNTO,LENCERIA,223310050004,coramina
0101032910,310C T1 BCO/ROSA,CONJUNTO,LENCERIA,223310051001,coramina
0101032920,310C T2 BCO/ROSA,CONJUNTO,LENCERIA,223310051002,coramina
0101032930,310C T3 BCO/ROSA,CONJUNTO,LENCERIA,223310051003,coramina
0101032940,310C T4 BCO/ROSA,CONJUNTO,LENCERIA,223310051004,coramina
0101032950,311C T1 BLANCO,CONJUNTO,LENCERIA,223311001001,coramina
0101032960,311C T2 BLANCO,CONJUNTO,LENCERIA,223311001002,coramina
0101032970,311C T3 BLANCO,CONJUNTO,LENCERIA,223311001003,coramina
0101032980,311C T4 BLANCO,CONJUNTO,LENCERIA,223311001004,coramina
0101032990,311C T1 ROSA,CONJUNTO,LENCERIA,223311011001,coramina
0101033000,311C T2 ROSA,CONJUNTO,LENCERIA,223311011002,coramina
0101033010,311C T3 ROSA,CONJUNTO,LENCERIA,223311011003,coramina
0101033020,311C T4 ROSA,CONJUNTO,LENCERIA,223311011004,coramina
0101033030,311C T1 FUCSIA,CONJUNTO,LENCERIA,223311026001,coramina
0101033040,311C T2 FUCSIA,CONJUNTO,LENCERIA,223311026002,coramina
0101033050,311C T3 FUCSIA,CONJUNTO,LENCERIA,223311026003,coramina
0101033060,311C T4 FUCSIA,CONJUNTO,LENCERIA,223311026004,coramina
0101033070,311C T1 TURQUESA,CONJUNTO,LENCERIA,223311027001,coramina
0101033080,311C T2 TURQUESA,CONJUNTO,LENCERIA,223311027002,coramina
0101033090,311C T3 TURQUESA,CONJUNTO,LENCERIA,223311027003,coramina
0101033100,311C T4 TURQUESA,CONJUNTO,LENCERIA,223311027004,coramina
0101033110,311C T1 ALELI,CONJUNTO,LENCERIA,223311042001,coramina
0101033120,311C T2 ALELI,CONJUNTO,LENCERIA,223311042002,coramina
0101033130,311C T3 ALELI,CONJUNTO,LENCERIA,223311042003,coramina
0101033140,311C T4 ALELI,CONJUNTO,LENCERIA,223311042004,coramina
0101033150,804C T85 BLANCO,CONJUNTO,LENCERIA,223804001085,coramina
0101033160,804C T90 BLANCO,CONJUNTO,LENCERIA,223804001090,coramina
0101033170,804C T95 BLANCO,CONJUNTO,LENCERIA,223804001095,coramina
0101033180,804C T100 BLANCO,CONJUNTO,LENCERIA,223804001100,coramina
0101033190,804C T85 NEGRO,CONJUNTO,LENCERIA,223804002085,coramina
0101033200,804C T90 NEGRO,CONJUNTO,LENCERIA,223804002090,coramina
0101033210,804C T95 NEGRO,CONJUNTO,LENCERIA,223804002095,coramina
0101033220,804C T100 NEGRO,CONJUNTO,LENCERIA,223804002100,coramina
0101033230,804C T85 AVELLANA,CONJUNTO,LENCERIA,223804003085,coramina
0101033240,804C T90 AVELLANA,CONJUNTO,LENCERIA,223804003090,coramina
0101033250,804C T95 AVELLANA,CONJUNTO,LENCERIA,223804003095,coramina
0101033260,804C T100 AVELLANA,CONJUNTO,LENCERIA,223804003100,coramina
0101033270,804C T85 HUESO,CONJUNTO,LENCERIA,223804004085,coramina
0101033280,804C T90 HUESO,CONJUNTO,LENCERIA,223804004090,coramina
0101033290,804C T95 HUESO,CONJUNTO,LENCERIA,223804004095,coramina
0101033300,804C T100 HUESO,CONJUNTO,LENCERIA,223804004100,coramina
0101033310,804C T85 CORAL MEL,CONJUNTO,LENCERIA,223804014085,coramina
0101033320,804C T90 CORAL MEL,CONJUNTO,LENCERIA,223804014090,coramina
0101033330,804C T95 CORAL MEL,CONJUNTO,LENCERIA,223804014095,coramina
0101033340,804C T100 CORAL MEL,CONJUNTO,LENCERIA,223804014100,coramina
0101033350,804C T85 FUCSIA,CONJUNTO,LENCERIA,223804026085,coramina
0101033360,804C T90 FUCSIA,CONJUNTO,LENCERIA,223804026090,coramina
0101033370,804C T95 FUCSIA,CONJUNTO,LENCERIA,223804026095,coramina
0101033380,804C T100 FUCSIA,CONJUNTO,LENCERIA,223804026100,coramina
0101033390,804C T85 FRANCIA,CONJUNTO,LENCERIA,223804034085,coramina
0101033400,804C T90 FRANCIA,CONJUNTO,LENCERIA,223804034090,coramina
0101033410,804C T95 FRANCIA,CONJUNTO,LENCERIA,223804034095,coramina
0101033420,804C T100 FRANCIA,CONJUNTO,LENCERIA,223804034100,coramina
0101033430,806C T85 BCO-MULTI,CONJUNTO,LENCERIA,223806001085,coramina
0101033440,806C T90 BCO-MULTI,CONJUNTO,LENCERIA,223806001090,coramina
0101033450,806C T95 BCO-MULTI,CONJUNTO,LENCERIA,223806001095,coramina
0101033460,806C T100 BCO-MULTI,CONJUNTO,LENCERIA,223806001100,coramina
0101033470,806C T85 HSO/MULTI,CONJUNTO,LENCERIA,223806004085,coramina
0101033480,806C T90 HSO/MULTI,CONJUNTO,LENCERIA,223806004090,coramina
0101033490,806C T95 HSO/MULTI,CONJUNTO,LENCERIA,223806004095,coramina
0101033500,806C T100 HSO/MULTI,CONJUNTO,LENCERIA,223806004100,coramina
0101033510,806C T85 BLANCO-A,CONJUNTO,LENCERIA,223806074085,coramina
0101033520,806C T90 BLANCO-A,CONJUNTO,LENCERIA,223806074090,coramina
0101033530,806C T95 BLANCO-A,CONJUNTO,LENCERIA,223806074095,coramina
0101033540,806C T100 BLANCO-A,CONJUNTO,LENCERIA,223806074100,coramina
0101033550,806C T85 BCO/FUC,CONJUNTO,LENCERIA,223806075085,coramina
0101033560,806C T90 BCO/FUC,CONJUNTO,LENCERIA,223806075090,coramina
0101033570,806C T95 BCO/FUC,CONJUNTO,LENCERIA,223806075095,coramina
0101033580,806C T100 BCO/FUC,CONJUNTO,LENCERIA,223806075100,coramina
0101033590,807C T85 NEGRO,CONJUNTO,LENCERIA,223807002085,coramina
0101033600,807C T90 NEGRO,CONJUNTO,LENCERIA,223807002090,coramina
0101033610,807C T95 NEGRO,CONJUNTO,LENCERIA,223807002095,coramina
0101033620,807C T85 ROJO,CONJUNTO,LENCERIA,223807007085,coramina
0101033630,807C T90 ROJO,CONJUNTO,LENCERIA,223807007090,coramina
0101033640,807C T95 ROJO,CONJUNTO,LENCERIA,223807007095,coramina
0101033650,807C T85 B/NGO,CONJUNTO,LENCERIA,223807070085,coramina
0101033660,807C T90 B/NGO,CONJUNTO,LENCERIA,223807070090,coramina
0101033670,807C T95 B/NGO,CONJUNTO,LENCERIA,223807070095,coramina
0101033680,808C T85 BLANCO,CONJUNTO,LENCERIA,223808001085,coramina
0101033690,808C T90 BLANCO,CONJUNTO,LENCERIA,223808001090,coramina
0101033700,808C T95 BLANCO,CONJUNTO,LENCERIA,223808001095,coramina
0101033710,808C T100 BLANCO,CONJUNTO,LENCERIA,223808001100,coramina
0101033720,808C T105 BLANCO,CONJUNTO,LENCERIA,223808001105,coramina
0101033730,808C T85 NEGRO,CONJUNTO,LENCERIA,223808002085,coramina
0101033740,808C T90 NEGRO,CONJUNTO,LENCERIA,223808002090,coramina
0101033750,808C T95 NEGRO,CONJUNTO,LENCERIA,223808002095,coramina
0101033760,808C T100 NEGRO,CONJUNTO,LENCERIA,223808002100,coramina
0101033770,808C T105 NEGRO,CONJUNTO,LENCERIA,223808002105,coramina
0101033780,808C T85 AVELLANA,CONJUNTO,LENCERIA,223808003085,coramina
0101033790,808C T90 AVELLANA,CONJUNTO,LENCERIA,223808003090,coramina
0101033800,808C T95 AVELLANA,CONJUNTO,LENCERIA,223808003095,coramina
0101033810,808C T100 AVELLANA,CONJUNTO,LENCERIA,223808003100,coramina
0101033820,808C T105 AVELLANA,CONJUNTO,LENCERIA,223808003105,coramina
0101033830,808C T85 HUESO,CONJUNTO,LENCERIA,223808004085,coramina
0101033840,808C T90 HUESO,CONJUNTO,LENCERIA,223808004090,coramina
0101033850,808C T95 HUESO,CONJUNTO,LENCERIA,223808004095,coramina
0101033860,808C T100 HUESO,CONJUNTO,LENCERIA,223808004100,coramina
0101033870,808C T105 HUESO,CONJUNTO,LENCERIA,223808004105,coramina
0101033880,809C T85 BLANCO,CONJUNTO,LENCERIA,223809001085,coramina
0101033890,809C T90 BLANCO,CONJUNTO,LENCERIA,223809001090,coramina
0101033900,809C T95 BLANCO,CONJUNTO,LENCERIA,223809001095,coramina
0101033910,809C T100 BLANCO,CONJUNTO,LENCERIA,223809001100,coramina
0101033920,809C T85 NEGRO,CONJUNTO,LENCERIA,223809002085,coramina
0101033930,809C T90 NEGRO,CONJUNTO,LENCERIA,223809002090,coramina
0101033940,809C T95 NEGRO,CONJUNTO,LENCERIA,223809002095,coramina
0101033950,809C T100 NEGRO,CONJUNTO,LENCERIA,223809002100,coramina
0101033960,809C T85 HUESO,CONJUNTO,LENCERIA,223809004085,coramina
0101033970,809C T90 HUESO,CONJUNTO,LENCERIA,223809004090,coramina
0101033980,809C T95 HUESO,CONJUNTO,LENCERIA,223809004095,coramina
0101033990,809C T100 HUESO,CONJUNTO,LENCERIA,223809004100,coramina
0101034000,809C T85 ROJO,CONJUNTO,LENCERIA,223809007085,coramina
0101034010,809C T90 ROJO,CONJUNTO,LENCERIA,223809007090,coramina
0101034020,809C T95 ROJO,CONJUNTO,LENCERIA,223809007095,coramina
0101034030,809C T100 ROJO,CONJUNTO,LENCERIA,223809007100,coramina
0101034040,809C T85 ROSA,CONJUNTO,LENCERIA,223809011085,coramina
0101034050,809C T90 ROSA,CONJUNTO,LENCERIA,223809011090,coramina
0101034060,809C T95 ROSA,CONJUNTO,LENCERIA,223809011095,coramina
0101034070,809C T100 ROSA,CONJUNTO,LENCERIA,223809011100,coramina
0101034080,809C T85 BCO/GRIS,CONJUNTO,LENCERIA,223809080085,coramina
0101034090,809C T90 BCO/GRIS,CONJUNTO,LENCERIA,223809080090,coramina
0101034100,809C T95 BCO/GRIS,CONJUNTO,LENCERIA,223809080095,coramina
0101034110,809C T100 BCO/GRIS,CONJUNTO,LENCERIA,223809080100,coramina
0101034120,809C T85 GRIS/ROJO,CONJUNTO,LENCERIA,223809119085,coramina
0101034130,809C T90 GRIS/ROJO,CONJUNTO,LENCERIA,223809119090,coramina
0101034140,809C T95 GRIS/ROJO,CONJUNTO,LENCERIA,223809119095,coramina
0101034150,809C T100 GRIS/ROJO,CONJUNTO,LENCERIA,223809119100,coramina
0101034160,810C T85 BLANCO,CONJUNTO,LENCERIA,223810001085,coramina
0101034170,810C T90 BLANCO,CONJUNTO,LENCERIA,223810001090,coramina
0101034180,810C T95 BLANCO,CONJUNTO,LENCERIA,223810001095,coramina
0101034190,810C T100 BLANCO,CONJUNTO,LENCERIA,223810001100,coramina
0101034200,812C T90 BLANCO,CONJUNTO,LENCERIA,223812001090,coramina
0101034210,812C T95 BLANCO,CONJUNTO,LENCERIA,223812001095,coramina
0101034220,812C T100 BLANCO,CONJUNTO,LENCERIA,223812001100,coramina
0101034230,812C T105 BLANCO,CONJUNTO,LENCERIA,223812001105,coramina
