Cod_art,Descripcion,Desc_adicional,Familia,Cod_barras,marca
0101034240,812C T110 BLANCO,CONJUNTO,LENCERIA,223812001110,coramina
0101034250,812C T90 NEGRO,CONJUNTO,LENCERIA,223812002090,coramina
0101034260,812C T95 NEGRO,CONJUNTO,LENCERIA,223812002095,coramina
0101034270,812C T100 NEGRO,CONJUNTO,LENCERIA,223812002100,coramina
0101034280,812C T105 NEGRO,CONJUNTO,LENCERIA,223812002105,coramina
0101034290,812C T110 NEGRO,CONJUNTO,LENCERIA,223812002110,coramina
0101034300,812C T90 HUESO,CONJUNTO,LENCERIA,223812004090,coramina
0101034310,812C T95 HUESO,CONJUNTO,LENCERIA,223812004095,coramina
0101034320,812C T100 HUESO,CONJUNTO,LENCERIA,223812004100,coramina
0101034330,812C T105 HUESO,CONJUNTO,LENCERIA,223812004105,coramina
0101034340,812C T110 HUESO,CONJUNTO,LENCERIA,223812004110,coramina
0101034350,812C T90 ROJO,CONJUNTO,LENCERIA,223812007090,coramina
0101034360,812C T95 ROJO,CONJUNTO,LENCERIA,223812007095,coramina
0101034370,812C T100 ROJO,CONJUNTO,LENCERIA,223812007100,coramina
0101034380,812C T105 ROJO,CONJUNTO,LENCERIA,223812007105,coramina
0101034390,812C T110 ROJO,CONJUNTO,LENCERIA,223812007110,coramina
0101034400,818C T85 BLANCO,CONJUNTO,LENCERIA,223818001085,coramina
0101034410,818C T90 BLANCO,CONJUNTO,LENCERIA,223818001090,coramina
0101034420,818C T95 BLANCO,CONJUNTO,LENCERIA,223818001095,coramina
0101034430,818C T100 BLANCO,CONJUNTO,LENCERIA,223818001100,coramina
0101034440,818C T85 NEGRO,CONJUNTO,LENCERIA,223818002085,coramina
0101034450,818C T90 NEGRO,CONJUNTO,LENCERIA,223818002090,coramina
0101034460,818C T95 NEGRO,CONJUNTO,LENCERIA,223818002095,coramina
0101034470,818C T100 NEGRO,CONJUNTO,LENCERIA,223818002100,coramina
0101034480,818C T85 AVELLANA,CONJUNTO,LENCERIA,223818003085,coramina
0101034490,818C T90 AVELLANA,CONJUNTO,LENCERIA,223818003090,coramina
0101034500,818C T95 AVELLANA,CONJUNTO,LENCERIA,223818003095,coramina
0101034510,818C T100 AVELLANA,CONJUNTO,LENCERIA,223818003100,coramina
0101034520,818C T85 HUESO,CONJUNTO,LENCERIA,223818004085,coramina
0101034530,818C T90 HUESO,CONJUNTO,LENCERIA,223818004090,coramina
0101034540,818C T95 HUESO,CONJUNTO,LENCERIA,223818004095,coramina
0101034550,818C T100 HUESO,CONJUNTO,LENCERIA,223818004100,coramina
0101034560,818C T85 ACQUA,CONJUNTO,LENCERIA,223818022085,coramina
0101034570,818C T90 ACQUA,CONJUNTO,LENCERIA,223818022090,coramina
0101034580,818C T95 ACQUA,CONJUNTO,LENCERIA,223818022095,coramina
0101034590,818C T100 ACQUA,CONJUNTO,LENCERIA,223818022100,coramina
0101034600,818C T85 CORAL,CONJUNTO,LENCERIA,223818030085,coramina
0101034610,818C T90 CORAL,CONJUNTO,LENCERIA,223818030090,coramina
0101034620,818C T95 CORAL,CONJUNTO,LENCERIA,223818030095,coramina
0101034630,818C T100 CORAL,CONJUNTO,LENCERIA,223818030100,coramina
0101034640,818C T85 GLACIAR,CONJUNTO,LENCERIA,223818045085,coramina
0101034650,818C T90 GLACIAR,CONJUNTO,LENCERIA,223818045090,coramina
0101034660,818C T95 GLACIAR,CONJUNTO,LENCERIA,223818045095,coramina
0101034670,818C T100 GLACIAR,CONJUNTO,LENCERIA,223818045100,coramina
0101034680,820C T85 BLANCO,CONJUNTO,LENCERIA,223820001085,coramina
0101034690,820C T90 BLANCO,CONJUNTO,LENCERIA,223820001090,coramina
0101034700,820C T95 BLANCO,CONJUNTO,LENCERIA,223820001095,coramina
0101034710,820C T100 BLANCO,CONJUNTO,LENCERIA,223820001100,coramina
0101034720,820C T85 NEGRO,CONJUNTO,LENCERIA,223820002085,coramina
0101034730,820C T90 NEGRO,CONJUNTO,LENCERIA,223820002090,coramina
0101034740,820C T95 NEGRO,CONJUNTO,LENCERIA,223820002095,coramina
0101034750,820C T100 NEGRO,CONJUNTO,LENCERIA,223820002100,coramina
0101034760,820C T85 AVELLANA,CONJUNTO,LENCERIA,223820003085,coramina
0101034770,820C T90 AVELLANA,CONJUNTO,LENCERIA,223820003090,coramina
0101034780,820C T95 AVELLANA,CONJUNTO,LENCERIA,223820003095,coramina
0101034790,820C T100 AVELLANA,CONJUNTO,LENCERIA,223820003100,coramina
0101034800,820C T85 HUESO,CONJUNTO,LENCERIA,223820004085,coramina
0101034810,820C T90 HUESO,CONJUNTO,LENCERIA,223820004090,coramina
0101034820,820C T95 HUESO,CONJUNTO,LENCERIA,223820004095,coramina
0101034830,820C T100 HUESO,CONJUNTO,LENCERIA,223820004100,coramina
0101034840,820C T85 CELESTE,CONJUNTO,LENCERIA,223820008085,coramina
0101034850,820C T90 CELESTE,CONJUNTO,LENCERIA,223820008090,coramina
0101034860,820C T95 CELESTE,CONJUNTO,LENCERIA,223820008095,coramina
0101034870,820C T100 CELESTE,CONJUNTO,LENCERIA,223820008100,coramina
0101034880,820C T85 MORA,CONJUNTO,LENCERIA,223820025085,coramina
0101034890,820C T90 MORA,CONJUNTO,LENCERIA,223820025090,coramina
0101034900,820C T95 MORA,CONJUNTO,LENCERIA,223820025095,coramina
0101034910,820C T100 MORA,CONJUNTO,LENCERIA,223820025100,coramina
0101034920,820C T85 FUCSIA,CONJUNTO,LENCERIA,223820026085,coramina
0101034930,820C T90 FUCSIA,CONJUNTO,LENCERIA,223820026090,coramina
0101034940,820C T95 FUCSIA,CONJUNTO,LENCERIA,223820026095,coramina
0101034950,820C T100 FUCSIA,CONJUNTO,LENCERIA,223820026100,coramina
0101034960,820C T85 CEREZA,CONJUNTO,LENCERIA,223820040085,coramina
0101034970,820C T90 CEREZA,CONJUNTO,LENCERIA,223820040090,coramina
0101034980,820C T95 CEREZA,CONJUNTO,LENCERIA,223820040095,coramina
0101034990,820C T100 CEREZA,CONJUNTO,LENCERIA,223820040100,coramina
0101035000,820C T85 HUESO,CONJUNTO,LENCERIA,223820042085,coramina
0101035010,820C T90 HUESO,CONJUNTO,LENCERIA,223820042090,coramina
0101035020,820C T95 HUESO,CONJUNTO,LENCERIA,223820042095,coramina
0101035030,820C T100 HUESO,CONJUNTO,LENCERIA,223820042100,coramina
0101035040,820C T85 MORA,CONJUNTO,LENCERIA,223820052085,coramina
0101035050,820C T90 MORA,CONJUNTO,LENCERIA,223820052090,coramina
0101035060,820C T95 MORA,CONJUNTO,LENCERIA,223820052095,coramina
0101035070,820C T100 MORA,CONJUNTO,LENCERIA,223820052100,coramina
0101035080,823C T85 BLANCO,CONJUNTO,LENCERIA,223823001085,coramina
0101035090,823C T90 BLANCO,CONJUNTO,LENCERIA,223823001090,coramina
0101035100,823C T95 BLANCO,CONJUNTO,LENCERIA,223823001095,coramina
0101035110,823C T100 BLANCO,CONJUNTO,LENCERIA,223823001100,coramina
0101035120,823C T85 HSO/F,CONJUNTO,LENCERIA,223823085085,coramina
0101035130,823C T90 HSO/F,CONJUNTO,LENCERIA,223823085090,coramina
0101035140,823C T95 HSO/F,CONJUNTO,LENCERIA,223823085095,coramina
0101035150,823C T100 HSO/F,CONJUNTO,LENCERIA,223823085100,coramina
0101035160,823C T85 HSO/P,CONJUNTO,LENCERIA,223823086085,coramina
0101035170,823C T90 HSO/P,CONJUNTO,LENCERIA,223823086090,coramina
0101035180,823C T95 HSO/P,CONJUNTO,LENCERIA,223823086095,coramina
0101035190,823C T100 HSO/P,CONJUNTO,LENCERIA,223823086100,coramina
0101035200,823C T85 HSO/VI,CONJUNTO,LENCERIA,223823087085,coramina
0101035210,823C T90 HSO/VI,CONJUNTO,LENCERIA,223823087090,coramina
0101035220,823C T95 HSO/VI,CONJUNTO,LENCERIA,223823087095,coramina
0101035230,823C T100 HSO/VI,CONJUNTO,LENCERIA,223823087100,coramina
0101035240,827C T85 BLANCO,CONJUNTO,LENCERIA,223827001085,coramina
0101035250,827C T90 BLANCO,CONJUNTO,LENCERIA,223827001090,coramina
0101035260,827C T95 BLANCO,CONJUNTO,LENCERIA,223827001095,coramina
0101035270,827C T100 BLANCO,CONJUNTO,LENCERIA,223827001100,coramina
0101035280,827C T85 NEGRO,CONJUNTO,LENCERIA,223827002085,coramina
0101035290,827C T90 NEGRO,CONJUNTO,LENCERIA,223827002090,coramina
0101035300,827C T95 NEGRO,CONJUNTO,LENCERIA,223827002095,coramina
0101035310,827C T100 NEGRO,CONJUNTO,LENCERIA,223827002100,coramina
0101035320,827C T85 AVELLANA,CONJUNTO,LENCERIA,223827003085,coramina
0101035330,827C T90 AVELLANA,CONJUNTO,LENCERIA,223827003090,coramina
0101035340,827C T95 AVELLANA,CONJUNTO,LENCERIA,223827003095,coramina
0101035350,827C T100 AVELLANA,CONJUNTO,LENCERIA,223827003100,coramina
0101035360,827C T85 HUESO,CONJUNTO,LENCERIA,223827004085,coramina
0101035370,827C T90 HUESO,CONJUNTO,LENCERIA,223827004090,coramina
0101035380,827C T95 HUESO,CONJUNTO,LENCERIA,223827004095,coramina
0101035390,827C T100 HUESO,CONJUNTO,LENCERIA,223827004100,coramina
0101035400,827C T85 BCO/ORO,CONJUNTO,LENCERIA,223827096085,coramina
0101035410,827C T90 BCO/ORO,CONJUNTO,LENCERIA,223827096090,coramina
0101035420,827C T95 BCO/ORO,CONJUNTO,LENCERIA,223827096095,coramina
0101035430,827C T100 BCO/ORO,CONJUNTO,LENCERIA,223827096100,coramina
0101035440,832C T85 BLANCO,CONJUNTO,LENCERIA,223832001085,coramina
0101035450,832C T90 BLANCO,CONJUNTO,LENCERIA,223832001090,coramina
0101035460,832C T95 BLANCO,CONJUNTO,LENCERIA,223832001095,coramina
0101035470,832C T100 BLANCO,CONJUNTO,LENCERIA,223832001100,coramina
0101035480,832C T105 BLANCO,CONJUNTO,LENCERIA,223832001105,coramina
0101035490,832C T85 NEGRO,CONJUNTO,LENCERIA,223832002085,coramina
0101035500,832C T90 NEGRO,CONJUNTO,LENCERIA,223832002090,coramina
0101035510,832C T95 NEGRO,CONJUNTO,LENCERIA,223832002095,coramina
0101035520,832C T100 NEGRO,CONJUNTO,LENCERIA,223832002100,coramina
0101035530,832C T105 NEGRO,CONJUNTO,LENCERIA,223832002105,coramina
0101035540,832C T85 HUESO,CONJUNTO,LENCERIA,223832004085,coramina
0101035550,832C T90 HUESO,CONJUNTO,LENCERIA,223832004090,coramina
0101035560,832C T95 HUESO,CONJUNTO,LENCERIA,223832004095,coramina
0101035570,832C T100 HUESO,CONJUNTO,LENCERIA,223832004100,coramina
0101035580,832C T105 HUESO,CONJUNTO,LENCERIA,223832004105,coramina
0101035590,832C T85 GRIS,CONJUNTO,LENCERIA,223832006085,coramina
0101035600,832C T90 GRIS,CONJUNTO,LENCERIA,223832006090,coramina
0101035610,832C T95 GRIS,CONJUNTO,LENCERIA,223832006095,coramina
0101035620,832C T100 GRIS,CONJUNTO,LENCERIA,223832006100,coramina
0101035630,832C T105 GRIS,CONJUNTO,LENCERIA,223832006105,coramina
0101035640,832C T85 ROSA,CONJUNTO,LENCERIA,223832011085,coramina
0101035650,832C T90 ROSA,CONJUNTO,LENCERIA,223832011090,coramina
0101035660,832C T95 ROSA,CONJUNTO,LENCERIA,223832011095,coramina
0101035670,832C T100 ROSA,CONJUNTO,LENCERIA,223832011100,coramina
0101035680,832C T105 ROSA,CONJUNTO,LENCERIA,223832011105,coramina
0101035690,833C T85 BLANCO,CONJUNTO,LENCERIA,223833001085,coramina
0101035700,833C T90 BLANCO,CONJUNTO,LENCERIA,223833001090,coramina
0101035710,833C T95 BLANCO,CONJUNTO,LENCERIA,223833001095,coramina
0101035720,833C T100 BLANCO,CONJUNTO,LENCERIA,223833001100,coramina
0101035730,833C T85 NEGRO,CONJUNTO,LENCERIA,223833002085,coramina
0101035740,833C T90 NEGRO,CONJUNTO,LENCERIA,223833002090,coramina
0101035750,833C T95 NEGRO,CONJUNTO,LENCERIA,223833002095,coramina
0101035760,833C T100 NEGRO,CONJUNTO,LENCERIA,223833002100,coramina
0101035770,833C T85 HUESO,CONJUNTO,LENCERIA,223833004085,coramina
0101035780,833C T90 HUESO,CONJUNTO,LENCERIA,223833004090,coramina
0101035790,833C T95 HUESO,CONJUNTO,LENCERIA,223833004095,coramina
0101035800,833C T100 HUESO,CONJUNTO,LENCERIA,223833004100,coramina
0101035810,833C T85 GRIS,CONJUNTO,LENCERIA,223833006085,coramina
0101035820,833C T90 GRIS,CONJUNTO,LENCERIA,223833006090,coramina
0101035830,833C T95 GRIS,CONJUNTO,LENCERIA,223833006095,coramina
0101035840,833C T100 GRIS,CONJUNTO,LENCERIA,223833006100,coramina
0101035850,833C T85 ROSA,CONJUNTO,LENCERIA,223833011085,coramina
0101035860,833C T90 ROSA,CONJUNTO,LENCERIA,223833011090,coramina
0101035870,833C T95 ROSA,CONJUNTO,LENCERIA,223833011095,coramina
0101035880,833C T100 ROSA,CONJUNTO,LENCERIA,223833011100,coramina
0101035890,834C T85 BLANCO,CONJUNTO,LENCERIA,223834001085,coramina
0101035900,834C T90 BLANCO,CONJUNTO,LENCERIA,223834001090,coramina
0101035910,834C T95 BLANCO,CONJUNTO,LENCERIA,223834001095,coramina
0101035920,834C T100 BLANCO,CONJUNTO,LENCERIA,223834001100,coramina
0101035930,834C T85 HUESO,CONJUNTO,LENCERIA,223834004085,coramina
0101035940,834C T90 HUESO,CONJUNTO,LENCERIA,223834004090,coramina
0101035950,834C T95 HUESO,CONJUNTO,LENCERIA,223834004095,coramina
0101035960,834C T100 HUESO,CONJUNTO,LENCERIA,223834004100,coramina
0101035970,834C T85 CELESTE,CONJUNTO,LENCERIA,223834008085,coramina
0101035980,834C T90 CELESTE,CONJUNTO,LENCERIA,223834008090,coramina
0101035990,834C T95 CELESTE,CONJUNTO,LENCERIA,223834008095,coramina
0101036000,834C T100 CELESTE,CONJUNTO,LENCERIA,223834008100,coramina
0101036010,834C T85 SALMON,CONJUNTO,LENCERIA,223834028085,coramina
0101036020,834C T90 SALMON,CONJUNTO,LENCERIA,223834028090,coramina
0101036030,834C T95 SALMON,CONJUNTO,LENCERIA,223834028095,coramina
0101036040,834C T100 SALMON,CONJUNTO,LENCERIA,223834028100,coramina
0101036050,834C T85 GLACIAR,CONJUNTO,LENCERIA,223834045085,coramina
0101036060,834C T90 GLACIAR,CONJUNTO,LENCERIA,223834045090,coramina
0101036070,834C T95 GLACIAR,CONJUNTO,LENCERIA,223834045095,coramina
0101036080,834C T100 GLACIAR,CONJUNTO,LENCERIA,223834045100,coramina
0101036090,834C T85 BCO/ROSA,CONJUNTO,LENCERIA,223834051085,coramina
0101036100,834C T90 BCO/ROSA,CONJUNTO,LENCERIA,223834051090,coramina
0101036110,834C T95 BCO/ROSA,CONJUNTO,LENCERIA,223834051095,coramina
0101036120,834C T100 BCO/ROSA,CONJUNTO,LENCERIA,223834051100,coramina
0101036130,834C T85 HSO/CTE,CONJUNTO,LENCERIA,223834091085,coramina
0101036140,834C T90 HSO/CTE,CONJUNTO,LENCERIA,223834091090,coramina
0101036150,834C T95 HSO/CTE,CONJUNTO,LENCERIA,223834091095,coramina
0101036160,834C T100 HSO/CTE,CONJUNTO,LENCERIA,223834091100,coramina
0101036170,834C T85 HSO/CORAL,CONJUNTO,LENCERIA,223834118085,coramina
0101036180,834C T90 HSO/CORAL,CONJUNTO,LENCERIA,223834118090,coramina
0101036190,834C T95 HSO/CORAL,CONJUNTO,LENCERIA,223834118095,coramina
0101036200,834C T100 HSO/CORAL,CONJUNTO,LENCERIA,223834118100,coramina
0101036210,835C T85 BLANCO,CONJUNTO,LENCERIA,223835001085,coramina
0101036220,835C T90 BLANCO,CONJUNTO,LENCERIA,223835001090,coramina
0101036230,835C T95 BLANCO,CONJUNTO,LENCERIA,223835001095,coramina
0101036240,835C T100 BLANCO,CONJUNTO,LENCERIA,223835001100,coramina
0101036250,835C T85 CELESTE,CONJUNTO,LENCERIA,223835008085,coramina
0101036260,835C T90 CELESTE,CONJUNTO,LENCERIA,223835008090,coramina
0101036270,835C T95 CELESTE,CONJUNTO,LENCERIA,223835008095,coramina
0101036280,835C T100 CELESTE,CONJUNTO,LENCERIA,223835008100,coramina
0101036290,835C T85 SALMON,CONJUNTO,LENCERIA,223835028085,coramina
0101036300,835C T90 SALMON,CONJUNTO,LENCERIA,223835028090,coramina
0101036310,835C T95 SALMON,CONJUNTO,LENCERIA,223835028095,coramina
0101036320,835C T100 SALMON,CONJUNTO,LENCERIA,223835028100,coramina
0101036330,835C T85 GLACIAR,CONJUNTO,LENCERIA,223835045085,coramina
0101036340,835C T90 GLACIAR,CONJUNTO,LENCERIA,223835045090,coramina
0101036350,835C T95 GLACIAR,CONJUNTO,LENCERIA,223835045095,coramina
0101036360,835C T100 GLACIAR,CONJUNTO,LENCERIA,223835045100,coramina
0101036370,835C T85 BLANCO/R,CONJUNTO,LENCERIA,223835051085,coramina
0101036380,835C T90 BLANCO/R,CONJUNTO,LENCERIA,223835051090,coramina
0101036390,835C T95 BLANCO/R,CONJUNTO,LENCERIA,223835051095,coramina
0101036400,835C T100 BLANCO/R,CONJUNTO,LENCERIA,223835051100,coramina
0101036410,835C T85 HSO/CTE,CONJUNTO,LENCERIA,223835091085,coramina
0101036420,835C T90 HSO/CTE,CONJUNTO,LENCERIA,223835091090,coramina
0101036430,835C T95 HSO/CTE,CONJUNTO,LENCERIA,223835091095,coramina
0101036440,835C T100 HSO/CTE,CONJUNTO,LENCERIA,223835091100,coramina
0101036450,835C T85 HSO/CORAL,CONJUNTO,LENCERIA,223835118085,coramina
0101036460,835C T90 HSO/CORAL,CONJUNTO,LENCERIA,223835118090,coramina
0101036470,835C T100 HSO/CORAL,CONJUNTO,LENCERIA,223835118100,coramina
0101036480,836C T85 BLANCO,CONJUNTO,LENCERIA,223836001085,coramina
0101036490,836C T90 BLANCO,CONJUNTO,LENCERIA,223836001090,coramina
0101036500,836C T95 BLANCO,CONJUNTO,LENCERIA,223836001095,coramina
0101036510,836C T100 BLANCO,CONJUNTO,LENCERIA,223836001100,coramina
0101036520,836C T105 BLANCO,CONJUNTO,LENCERIA,223836001105,coramina
0101036530,836C T85 HUESO,CONJUNTO,LENCERIA,223836004085,coramina
0101036540,836C T90 HUESO,CONJUNTO,LENCERIA,223836004090,coramina
0101036550,836C T95 HUESO,CONJUNTO,LENCERIA,223836004095,coramina
0101036560,836C T100 HUESO,CONJUNTO,LENCERIA,223836004100,coramina
0101036570,836C T105 HUESO,CONJUNTO,LENCERIA,223836004105,coramina
0101036580,836C T85 CHOCOLATE,CONJUNTO,LENCERIA,223836013085,coramina
0101036590,836C T90 CHOCOLATE,CONJUNTO,LENCERIA,223836013090,coramina
0101036600,836C T95 CHOCOLATE,CONJUNTO,LENCERIA,223836013095,coramina
0101036610,836C T100 CHOCOLATE,CONJUNTO,LENCERIA,223836013100,coramina
0101036620,836C T105 CHOCOLATE,CONJUNTO,LENCERIA,223836013105,coramina
0101036630,836C T85 BCO/ROSA,CONJUNTO,LENCERIA,223836051085,coramina
0101036640,836C T90 BCO/ROSA,CONJUNTO,LENCERIA,223836051090,coramina
0101036650,836C T95 BCO/ROSA,CONJUNTO,LENCERIA,223836051095,coramina
0101036660,836C T100 BCO/ROSA,CONJUNTO,LENCERIA,223836051100,coramina
0101036670,836C T105 BCO/ROSA,CONJUNTO,LENCERIA,223836051105,coramina
0101036680,837C T85 BLANCO,CONJUNTO,LENCERIA,223837001085,coramina
0101036690,837C T90 BLANCO,CONJUNTO,LENCERIA,223837001090,coramina
0101036700,837C T95 BLANCO,CONJUNTO,LENCERIA,223837001095,coramina
0101036710,837C T100 BLANCO,CONJUNTO,LENCERIA,223837001100,coramina
0101036720,837C T85 NEGRO,CONJUNTO,LENCERIA,223837002085,coramina
0101036730,837C T90 NEGRO,CONJUNTO,LENCERIA,223837002090,coramina
0101036740,837C T95 NEGRO,CONJUNTO,LENCERIA,223837002095,coramina
0101036750,837C T100 NEGRO,CONJUNTO,LENCERIA,223837002100,coramina
0101036760,837C T85 AZUL,CONJUNTO,LENCERIA,223837014085,coramina
0101036770,837C T90 AZUL,CONJUNTO,LENCERIA,223837014090,coramina
0101036780,837C T95 AZUL,CONJUNTO,LENCERIA,223837014095,coramina
0101036790,837C T100 AZUL,CONJUNTO,LENCERIA,223837014100,coramina
0101036800,837C T85 LILA,CONJUNTO,LENCERIA,223837024085,coramina
0101036810,837C T90 LILA,CONJUNTO,LENCERIA,223837024090,coramina
0101036820,837C T95 LILA,CONJUNTO,LENCERIA,223837024095,coramina
0101036830,837C T100 LILA,CONJUNTO,LENCERIA,223837024100,coramina
0101036840,837C T85 MORA,CONJUNTO,LENCERIA,223837025085,coramina
0101036850,837C T90 MORA,CONJUNTO,LENCERIA,223837025090,coramina
0101036860,837C T95 MORA,CONJUNTO,LENCERIA,223837025095,coramina
0101036870,837C T100 MORA,CONJUNTO,LENCERIA,223837025100,coramina
0101036880,837C T85 FUCSIA,CONJUNTO,LENCERIA,223837026085,coramina
0101036890,837C T90 FUCSIA,CONJUNTO,LENCERIA,223837026090,coramina
0101036900,837C T95 FUCSIA,CONJUNTO,LENCERIA,223837026095,coramina
0101036910,837C T100 FUCSIA,CONJUNTO,LENCERIA,223837026100,coramina
0101036920,837C T85 CORAL,CONJUNTO,LENCERIA,223837030085,coramina
0101036930,837C T90 CORAL,CONJUNTO,LENCERIA,223837030090,coramina
0101036940,837C T95 CORAL,CONJUNTO,LENCERIA,223837030095,coramina
0101036950,837C T100 CORAL,CONJUNTO,LENCERIA,223837030100,coramina
0101036960,837C T85 TOSTADO,CONJUNTO,LENCERIA,223837048085,coramina
0101036970,837C T90 TOSTADO,CONJUNTO,LENCERIA,223837048090,coramina
0101036980,837C T95 TOSTADO,CONJUNTO,LENCERIA,223837048095,coramina
0101036990,837C T100 TOSTADO,CONJUNTO,LENCERIA,223837048100,coramina
0101037000,837C T85 PINK,CONJUNTO,LENCERIA,223837049085,coramina
0101037010,837C T90 PINK,CONJUNTO,LENCERIA,223837049090,coramina
0101037020,837C T95 PINK,CONJUNTO,LENCERIA,223837049095,coramina
0101037030,837C T100 PINK,CONJUNTO,LENCERIA,223837049100,coramina
0101037040,838C T85 BCO/CTE,CONJUNTO,LENCERIA,223838050085,coramina
0101037050,838C T90 BCO/CTE,CONJUNTO,LENCERIA,223838050090,coramina
0101037060,838C T95 BCO/CTE,CONJUNTO,LENCERIA,223838050095,coramina
0101037070,838C T100 BCO/CTE,CONJUNTO,LENCERIA,223838050100,coramina
0101037080,838C T85 BLANCO/R,CONJUNTO,LENCERIA,223838051085,coramina
0101037090,838C T90 BLANCO/R,CONJUNTO,LENCERIA,223838051090,coramina
0101037100,838C T95 BLANCO/R,CONJUNTO,LENCERIA,223838051095,coramina
0101037110,838C T100 BLANCO/R,CONJUNTO,LENCERIA,223838051100,coramina
0101037120,838C T85 GRIS/N,CONJUNTO,LENCERIA,223838060085,coramina
0101037130,838C T90 GRIS/N,CONJUNTO,LENCERIA,223838060090,coramina
0101037140,838C T95 GRIS/N,CONJUNTO,LENCERIA,223838060095,coramina
0101037150,838C T100 GRIS/N,CONJUNTO,LENCERIA,223838060100,coramina
0101037160,838C T85 HSO/R,CONJUNTO,LENCERIA,223838100085,coramina
0101037170,838C T90 HSO/R,CONJUNTO,LENCERIA,223838100090,coramina
0101037180,838C T95 HSO/R,CONJUNTO,LENCERIA,223838100095,coramina
0101037190,838C T100 HSO/R,CONJUNTO,LENCERIA,223838100100,coramina
0101037200,839C T85 BLANCO,CONJUNTO,LENCERIA,223839001085,coramina
0101037210,839C T90 BLANCO,CONJUNTO,LENCERIA,223839001090,coramina
0101037220,839C T95 BLANCO,CONJUNTO,LENCERIA,223839001095,coramina
0101037230,839C T100 BLANCO,CONJUNTO,LENCERIA,223839001100,coramina
0101037240,839C T85 NEGRO,CONJUNTO,LENCERIA,223839002085,coramina
0101037250,839C T90 NEGRO,CONJUNTO,LENCERIA,223839002090,coramina
0101037260,839C T95 NEGRO,CONJUNTO,LENCERIA,223839002095,coramina
0101037270,839C T100 NEGRO,CONJUNTO,LENCERIA,223839002100,coramina
0101037280,839C T85 ROJO,CONJUNTO,LENCERIA,223839007085,coramina
0101037290,839C T90 ROJO,CONJUNTO,LENCERIA,223839007090,coramina
0101037300,839C T95 ROJO,CONJUNTO,LENCERIA,223839007095,coramina
0101037310,839C T100 ROJO,CONJUNTO,LENCERIA,223839007100,coramina
0101037320,839C T85 AZUL,CONJUNTO,LENCERIA,223839014085,coramina
0101037330,839C T90 AZUL,CONJUNTO,LENCERIA,223839014090,coramina
0101037340,839C T95 AZUL,CONJUNTO,LENCERIA,223839014095,coramina
0101037350,839C T100 AZUL,CONJUNTO,LENCERIA,223839014100,coramina
0101037360,839C T85 SALMON,CONJUNTO,LENCERIA,223839028085,coramina
0101037370,839C T90 SALMON,CONJUNTO,LENCERIA,223839028090,coramina
0101037380,839C T95 SALMON,CONJUNTO,LENCERIA,223839028095,coramina
0101037390,839C T100 SALMON,CONJUNTO,LENCERIA,223839028100,coramina
0101037400,839C T85 ACERO,CONJUNTO,LENCERIA,223839035085,coramina
0101037410,839C T90 ACERO,CONJUNTO,LENCERIA,223839035090,coramina
0101037420,839C T95 ACERO,CONJUNTO,LENCERIA,223839035095,coramina
0101037430,839C T100 ACERO,CONJUNTO,LENCERIA,223839035100,coramina
0101037440,840C T85 BLANCO,CONJUNTO,LENCERIA,223840001085,coramina
0101037450,840C T90 BLANCO,CONJUNTO,LENCERIA,223840001090,coramina
0101037460,840C T95 BLANCO,CONJUNTO,LENCERIA,223840001095,coramina
0101037470,840C T100 BLANCO,CONJUNTO,LENCERIA,223840001100,coramina
0101037480,840C T85 NEGRO,CONJUNTO,LENCERIA,223840002085,coramina
0101037490,840C T90 NEGRO,CONJUNTO,LENCERIA,223840002090,coramina
0101037500,840C T95 NEGRO,CONJUNTO,LENCERIA,223840002095,coramina
0101037510,840C T100 NEGRO,CONJUNTO,LENCERIA,223840002100,coramina
0101037520,840C T85 AVELLANA,CONJUNTO,LENCERIA,223840003085,coramina
0101037530,840C T90 AVELLANA,CONJUNTO,LENCERIA,223840003090,coramina
0101037540,840C T95 AVELLANA,CONJUNTO,LENCERIA,223840003095,coramina
0101037550,840C T100 AVELLANA,CONJUNTO,LENCERIA,223840003100,coramina
0101037560,840C T85 GRIS,CONJUNTO,LENCERIA,223840006085,coramina
0101037570,840C T90 GRIS,CONJUNTO,LENCERIA,223840006090,coramina
0101037580,840C T95 GRIS,CONJUNTO,LENCERIA,223840006095,coramina
0101037590,840C T100 GRIS,CONJUNTO,LENCERIA,223840006100,coramina
0101037600,840C T85 CELESTE,CONJUNTO,LENCERIA,223840008085,coramina
0101037610,840C T90 CELESTE,CONJUNTO,LENCERIA,223840008090,coramina
0101037620,840C T95 CELESTE,CONJUNTO,LENCERIA,223840008095,coramina
0101037630,840C T100 CELESTE,CONJUNTO,LENCERIA,223840008100,coramina
0101037640,840C T85 AZUL,CONJUNTO,LENCERIA,223840014085,coramina
0101037650,840C T90 AZUL,CONJUNTO,LENCERIA,223840014090,coramina
0101037660,840C T95 AZUL,CONJUNTO,LENCERIA,223840014095,coramina
0101037670,840C T100 AZUL,CONJUNTO,LENCERIA,223840014100,coramina
0101037680,840C T85 MORA,CONJUNTO,LENCERIA,223840025085,coramina
0101037690,840C T90 MORA,CONJUNTO,LENCERIA,223840025090,coramina
0101037700,840C T95 MORA,CONJUNTO,LENCERIA,223840025095,coramina
0101037710,840C T100 MORA,CONJUNTO,LENCERIA,223840025100,coramina
0101037720,840C T85 FUCSIA,CONJUNTO,LENCERIA,223840026085,coramina
