CodArt,Descripcion,Desc_adicional,Familia,CodigoBarras,agrupacion,marca
0402009550,TOALLON PRATA HOLLY DURAZNO 22,SANPRTBAR2281HOL,BLANQUERIA,7794170005318,TOALLA,santista
0402009560,TOALLA PRATA HOLLY ACQUA 6052,SANPRTROR6052HOL,BLANQUERIA,7794170005349,TOALLA,santista
0402009570,TOALLA PRATA HOLLY DURAZNO 228,SANPRTROR2281HOL,BLANQUERIA,7794170005363,TOALLA,santista
0402009580,TO PRATA BUTTERFLY JBA LILA 55,SANPRJBARBUT5505,BLANQUERIA,7794170006544,TOALLA,santista
0402009590,TOALLON PRATA HOLLY LILA 5130,SANPRTBAR5130HOL,BLANQUERIA,7794170008234,TOALLA,santista
0402009600,TOALLA PRATA HOLLY LILA 5130,SANPRTROR5130HOL,BLANQUERIA,7794170008241,TOALLA,santista
0402009610,TOALLON PRATA EMIR FUCSIA 3116,SANPRTBARA3116,BLANQUERIA,7794170008258,TOALLA,santista
0402009620,TOALLON PRATA EMIR VERDE 7099,SANPRTBARA7099,BLANQUERIA,7794170008265,TOALLA,santista
0402009630,TOALLA PRATA EMIR FUCSIA 3116,SANPRTRORA3116,BLANQUERIA,7794170008272,TOALLA,santista
0402009640,TOALLA PRATA EMIR VERDE 7099,SANPRTRORA7099,BLANQUERIA,7794170008289,TOALLA,santista
0402009650,TOA PRATA FELISA 1 ROSA,SANPRJBAR1FELISA,BLANQUERIA,7794170009354,TOALLA,santista
0402009660,TOA PRATA FELISA 2 TURQUESA,SANPRJBAR2FELISA,BLANQUERIA,7794170009361,TOALLA,santista
0402009670,TOA PRATA FELISA 3 CORAL,SANPRJBAR3FELISA,BLANQUERIA,7794170009378,TOALLA,santista
0402009680,TOA PRATA FELISA 4 CELESTE,SANPRJBAR4FELISA,BLANQUERIA,7794170009385,TOALLA,santista
0402009690,TOA PRATA FELISA 5 AMARILLO,SANPRJBAR5FELISA,BLANQUERIA,7794170009392,TOALLA,santista
0402009700,TO PRATA FELISA 5 AMARILLO,SANPRJROR5FELISA,BLANQUERIA,7794170009408,TOALLA,santista
0402009710,TO PRATA FELISA 4 CELESTE,SANPRJROR4FELISA,BLANQUERIA,7794170009415,TOALLA,santista
0402009720,TO PRATA FELISA 3 CORAL,SANPRJROR3FELISA,BLANQUERIA,7794170009422,TOALLA,santista
0402009730,TO PRATA FELISA 2 TURQUESA,SANPRJROR2FELISA,BLANQUERIA,7794170009439,TOALLA,santista
0402009740,TO PRATA FELISA 1 ROSA,SANPRJROR1FELISA,BLANQUERIA,7794170009446,TOALLA,santista
0402009750,TO PRATA BRUNO AZUL 6297,SANPRJRORBRU6297,BLANQUERIA,7794170009453,TOALLA,santista
0402009760,TO PRATA BRUNO NARANJA 2182,SANPRJRORBRU2182,BLANQUERIA,7794170009460,TOALLA,santista
0402009770,TO PRATA BRUNO CELESTE 6274,SANPRJRORBRU6274,BLANQUERIA,7794170009477,TOALLA,santista
0402009780,TO PRATA BRUNO VERDE 7421,SANPRJRORBRU7421,BLANQUERIA,7794170009484,TOALLA,santista
0402009790,TO PRATA BRUNO PETROLEO 6331,SANPRJRORBRU6331,BLANQUERIA,7794170009491,TOALLA,santista
0402009800,TOA PRATA BRUNO PETROLEO 6331,SANPRJBARBRU6331,BLANQUERIA,7794170009507,TOALLA,santista
0402009810,TOA PRATA BRUNO VERDE 7421,SANPRJBARBRU7421,BLANQUERIA,7794170009514,TOALLA,santista
0402009820,TOA PRATA BRUNO CELESTE 6274,SANPRJBARBRU6274,BLANQUERIA,7794170009521,TOALLA,santista
0402009830,TOA PRATA BRUNO NARANJA 2182,SANPRJBARBRU2182,BLANQUERIA,7794170009538,TOALLA,santista
0402009840,TOA PRATA BRUNO AZUL 6297,SANPRJBARBRU6297,BLANQUERIA,7794170009545,TOALLA,santista
0402009850,TOA PRATA BIANCA CELESTE 6266,SANPRJBARBIA6266,BLANQUERIA,7794170009552,TOALLA,santista
0402009860,TOA PRATA LILLA 1 ROSA,SANPRJBAR1LILLA,BLANQUERIA,7794170009569,TOALLA,santista
0402009870,TOA PRATA LILLA 2 CORAL,SANPRJBAR2LILLA,BLANQUERIA,7794170009576,TOALLA,santista
0402009880,TOA PRATA LILLA 3 CELESTE,SANPRJBAR3LILLA,BLANQUERIA,7794170009583,TOALLA,santista
0402009890,TOA PRATA LILLA 4 TURQUESA,SANPRJBAR4LILLA,BLANQUERIA,7794170009590,TOALLA,santista
0402009900,TOA PRATA LILLA 5 VERDE,SANPRJBAR5LILLA,BLANQUERIA,7794170009606,TOALLA,santista
0402009910,TO PRATA LILLA 5 VERDE,SANPRJROR5LILLA,BLANQUERIA,7794170009613,TOALLA,santista
0402009920,TO PRATA LILLA 4 TURQUESA,SANPRJROR4LILLA,BLANQUERIA,7794170009620,TOALLA,santista
0402009930,TO PRATA LILLA 3 CELESTE,SANPRJROR3LILLA,BLANQUERIA,7794170009637,TOALLA,santista
0402009940,TO PRATA LILLA 2 CORAL,SANPRJROR2LILLA,BLANQUERIA,7794170009644,TOALLA,santista
0402009950,TO PRATA LILLA 1 ROSA,SANPRJROR1LILLA,BLANQUERIA,7794170009651,TOALLA,santista
0402009960,TOA PRATA BIANCA ROSA 3098,SANPRJBARBIA3098,BLANQUERIA,7794170010718,TOALLA,santista
0402009970,TOA PRATA BIANCA LILA 5505,SANPRJBARBIA5505,BLANQUERIA,7794170010725,TOALLA,santista
0402009980,TOA PRATA BIANCA TURQUESA 6232,SANPRJBARBIA6232,BLANQUERIA,7794170010732,TOALLA,santista
0402009990,TOA PRATA BIANCA VERDE 7488,SANPRJBARBIA7488,BLANQUERIA,7794170010749,TOALLA,santista
0402010000,TO PRATA BIANCA VERDE 7488,SANPRJRORBIA7488,BLANQUERIA,7794170010756,TOALLA,santista
0402010010,TO PRATA BIANCA CELESTE 6266,SANPRJRORBIA6266,BLANQUERIA,7794170010763,TOALLA,santista
0402010020,TO PRATA BIANCA TURQUESA 6232,SANPRJRORBIA6232,BLANQUERIA,7794170010770,TOALLA,santista
0402010030,TO PRATA BIANCA LILA 5505,SANPRJRORBIA5505,BLANQUERIA,7794170010787,TOALLA,santista
0402010040,TO PRATA BIANCA ROSA 3098,SANPRJRORBIA3098,BLANQUERIA,7794170010794,TOALLA,santista
0402010050,TOALLON PRATA DANTE TBA TURQ F,SANPRTBAR6204DAN,BLANQUERIA,7794170016482,TOALLA,santista
0402010060,TOALLON PRATA DANTE TBA BEIGE,SANPRTBAR8208DAN,BLANQUERIA,7794170016499,TOALLA,santista
0402010070,TOALLA PRATA DANTE TRO TURQ FL,SANPRTROR6204DAN,BLANQUERIA,7794170016505,TOALLA,santista
0402010080,TOALLA PRATA DANTE TRO BEIGE 8,SANPRTROR8208DAN,BLANQUERIA,7794170016512,TOALLA,santista
0402010090,TOALLON SANTISTA EMIR GIRASOL,SANPRTBARA1250,BLANQUERIA,7794170021967,TOALLA,santista
0402010100,TOALLON SANTISTA EMIR NARANJA,SANPRTBARA2182,BLANQUERIA,7794170021974,TOALLA,santista
0402010110,TOALLON SANTISTA EMIR OBISPO,SANPRTBARA5180,BLANQUERIA,7794170021981,TOALLA,santista
0402010120,TOALLON SANTISTA EMIR TURQUESA,SANPRTBARA6117,BLANQUERIA,7794170021998,TOALLA,santista
0402010130,TOALLON SANTISTA EMIR AZUL,SANPRTBARA6646,BLANQUERIA,7794170022001,TOALLA,santista
0402010140,TOALLA SANTISTA EMIR GIRASOL,SANPRTRORA1250,BLANQUERIA,7794170022018,TOALLA,santista
0402010150,TOALLA SANTISTA EMIR NARANJA,SANPRTRORA2182,BLANQUERIA,7794170022025,TOALLA,santista
0402010160,TOALLA SANTISTA EMIR OBISPO,SANPRTRORA5180,BLANQUERIA,7794170022032,TOALLA,santista
0402010170,TOALLA SANTISTA EMIR TURQUESA,SANPRTRORA6117,BLANQUERIA,7794170022049,TOALLA,santista
0402010180,TOALLA SANTISTA EMIR AZUL,SANPRTRORA6646,BLANQUERIA,7794170022056,TOALLA,santista
0402010190,TOALLON PRATA HOLLY DURAZNO 20,SANPRTBAR2056HOL,BLANQUERIA,7794170022063,TOALLA,santista
0402010200,TOALLON PRATA HOLLY SALMON 302,SANPRTBAR3020HOL,BLANQUERIA,7794170022070,TOALLA,santista
0402010210,TOALLON SANTISTA HOLLY,SANPRTBAR3052HOL,BLANQUERIA,7794170022087,TOALLA,santista
0402010220,TOALLON SANTISTA HOLLY LAVANDA,SANPRTBAR6010HOL,BLANQUERIA,7794170022094,TOALLA,santista
0402010230,TOALLON PRATA HOLLY ACQUA 6043,SANPRTBAR6043HOL,BLANQUERIA,7794170022100,TOALLA,santista
0402010240,TOALLA PRATA HOLLY DURAZNO 205,SANPRTROR2056HOL,BLANQUERIA,7794170022117,TOALLA,santista
0402010250,TOALLA PRATA HOLLY SALMON 3020,SANPRTROR3020HOL,BLANQUERIA,7794170022124,TOALLA,santista
0402010260,TOALLA PRATA HOLLY ORQUIDEA 30,SANPRTROR3052HOL,BLANQUERIA,7794170022131,TOALLA,santista
0402010270,TOALLA SANTISTA HOLLY LAVANDA,SANPRTROR5010HOL,BLANQUERIA,7794170022148,TOALLA,santista
0402010280,TOALLA PRATA HOLLY ACQUA 6043,SANPRTROR6043HOL,BLANQUERIA,7794170022155,TOALLA,santista
0402010290,TOALLON PRATA DANTE BLANCO 000,SANPRTBAR0001DAN,BLANQUERIA,7798153670951,TOALLA,santista
0402010300,TOALLON PRATA DANTE BORDO 5084,SANPRTBAR5084DAN,BLANQUERIA,7798153670975,TOALLA,santista
0402010310,TOALLON PRATA DANTE MARINO 639,SANPRTBAR6396DAN,BLANQUERIA,7798153670982,TOALLA,santista
0402010320,TOALLON PRATA EMIR NEGRO 9900,SANPRTBARA9900,BLANQUERIA,7798153671064,TOALLA,santista
0402010330,TOALLON PRATA EMIR AMARILLO 10,SANPRTBARAAD4,BLANQUERIA,7798153671071,TOALLA,santista
0402010340,TOALLA PRATA DANTE BLANCO 0001,SANPRTROR0001DAN,BLANQUERIA,7798153671101,TOALLA,santista
0402010350,TOALLA PRATA DANTE BORDO 5084,SANPRTROR5084DAN,BLANQUERIA,7798153671125,TOALLA,santista
0402010360,TOALLA PRATA DANTE MARINO 6396,SANPRTROR6396DAN,BLANQUERIA,7798153671132,TOALLA,santista
0402010370,TOALLA PRATA EMIR NEGRO 9900,SANPRTRORA9900,BLANQUERIA,7798153671217,TOALLA,santista
0402010380,TOALLA PRATA EMIR AMARILLO 109,SANPRTRORAAD4,BLANQUERIA,7798153671224,TOALLA,santista
0402010390,TOALLON PRATA HOLLY BLANCO 000,SANPRTBAR0001HOL,BLANQUERIA,7798153674324,TOALLA,santista
0402010400,TOALLA PRATA HOLLY BLANCO 0001,SANPRTROR0001HOL,BLANQUERIA,7798153674409,TOALLA,santista
0402010410,TOALLON PRATA HOLLY CELESTE 62,SANPRTBAR6210HOL,BLANQUERIA,7798153678407,TOALLA,santista
0402010420,TOALLA PRATA HOLLY CELESTE 621,SANPRTROR6210HOL,BLANQUERIA,7798153678490,TOALLA,santista
0402010430,TOALLON PRATA HOLLY ROSA 3046,SANPRTBAR3046HOL,BLANQUERIA,7798180141530,TOALLA,santista
0402010440,TOALLON PRATA DANTE ROJO 3308,SANPRTBAR3308DAN,BLANQUERIA,7798180141547,TOALLA,santista
0402010450,TOALLON PRATA DANTE AZUL 6265,SANPRTBAR6265DAN,BLANQUERIA,7798180141561,TOALLA,santista
0402010460,TOALLA PRATA HOLLY ROSA 3046,SANPRTROR3046HOL,BLANQUERIA,7798180141592,TOALLA,santista
0402010470,TOALLA PRATA DANTE ROJO 3308,SANPRTROR3308DAN,BLANQUERIA,7798180141608,TOALLA,santista
0402010480,TOALLA PRATA DANTE AZUL 6265,SANPRTROR6265DAN,BLANQUERIA,7798180141622,TOALLA,santista
0402010490,TOALLON PRATA EMIR AZUL 6684,SANPRTBARA6684,BLANQUERIA,7798180148775,TOALLA,santista
0402010500,TOALLA PRATA EMIR NARANJA 2073,SANPRTRORA2073,BLANQUERIA,7798180148850,TOALLA,santista
0402010510,TOALLA PRATA EMIR AZUL 6684,SANPRTRORA6684,BLANQUERIA,7798180148874,TOALLA,santista
0402010520,TO PRATA MINUET JRO 1 AMARILLO,SANPRJROR1MINUET,BLANQUERIA,7798180149086,TOALLA,santista
0402010530,TO PRATA ELIZABETH JRO 3 AZUL,SANPRJROR3ELIZAB,BLANQUERIA,7798180149116,TOALLA,santista
0402010540,TO PRATA VIVIANE JRO BORDO 403,SANPRJRORVIV4030,BLANQUERIA,7798180149239,TOALLA,santista
0402010550,TO PRATA NICE JBA LILA 5085,SANPRJBARNIC5085,BLANQUERIA,7798180149451,TOALLA,santista
0402010560,TOALLON PRATA TBA EMIR NARANJA,SANPRTBARA2073,BLANQUERIA,7798180149864,TOALLA,santista
0402010570,TO SANTISTA PRATA JBA CECILIA,SANPRJBAJCEC2056,BLANQUERIA,7892949360306,TOALLA,santista
0402010580,TO SANTISTA PRATA JBA CECILIA,SANPRJBAJCEC3047,BLANQUERIA,7892949360313,TOALLA,santista
0402010590,TO SANTISTA PRATA JBA CECILIA,SANPRJBAJCEC5505,BLANQUERIA,7892949360320,TOALLA,santista
0402010600,TO SANTISTA PRATA JBA CECILIA,SANPRJBAJCEC6052,BLANQUERIA,7892949360337,TOALLA,santista
0402010610,TO SANTISTA PRATA JBA CECILIA,SANPRJBAJCEC6266,BLANQUERIA,7892949360344,TOALLA,santista
0402010620,TO SANTISTA PRATA JBA ELLEN CO,SANPRJBAJELL2955,BLANQUERIA,7892949360351,TOALLA,santista
0402010630,TO SANTISTA PRATA JBA ELLEN PI,SANPRJBAJELL3053,BLANQUERIA,7892949360368,TOALLA,santista
0402010640,TO SANTISTA PRATA JBA ELLEN RO,SANPRJBAJELL6051,BLANQUERIA,7892949360375,TOALLA,santista
0402010650,TO SANTISTA PRATA JBA ELLEN CA,SANPRJBAJELL6232,BLANQUERIA,7892949360382,TOALLA,santista
0402010660,TO SANTISTA PRATA JBA ELLEN VE,SANPRJBAJELL7317,BLANQUERIA,7892949360399,TOALLA,santista
0402010670,TO SANTISTA PRATA JBA LUDMILA,SANPRJBAJLUD0001,BLANQUERIA,7892949360436,TOALLA,santista
0402010680,TO SANTISTA PRATA JBA LUDMILA,SANPRJBAJLUD4011,BLANQUERIA,7892949360443,TOALLA,santista
0402010690,TO SANTISTA PRATA JBA LUDMILA,SANPRJBAJLUD6043,BLANQUERIA,7892949360450,TOALLA,santista
0402010700,TO SANTISTA PRATA JBA LUDMILA,SANPRJBAJLUD6367,BLANQUERIA,7892949360467,TOALLA,santista
0402010710,TO SANTISTA PRATA JBA LUDMILA,SANPRJBAJLUD7421,BLANQUERIA,7892949360511,TOALLA,santista
0402010720,TO SANTISTA PRATA JRO CECILIA,SANPRJROJCEC2056,BLANQUERIA,7892949360825,TOALLA,santista
0402010730,TO SANTISTA PRATA JRO CECILIA,SANPRJROJCEC3047,BLANQUERIA,7892949360832,TOALLA,santista
0402010740,TO SANTISTA PRATA JRO CECILIA,SANPRJROJCEC5505,BLANQUERIA,7892949360849,TOALLA,santista
0402010750,TO SANTISTA PRATA JRO CECILIA,SANPRJROJCEC6052,BLANQUERIA,7892949360856,TOALLA,santista
0402010760,TO SANTISTA PRATA JRO CECILIA,SANPRJROJCEC6266,BLANQUERIA,7892949360894,TOALLA,santista
0402010770,TO SANTISTA PRATA JRO ELLEN CO,SANPRJROJELL2955,BLANQUERIA,7892949360900,TOALLA,santista
0402010780,TO SANTISTA PRATA JRO ELLEN PI,SANPRJROJELL3053,BLANQUERIA,7892949360924,TOALLA,santista
0402010790,TO SANTISTA PRATA JRO ELLEN RO,SANPRJROJELL6051,BLANQUERIA,7892949360931,TOALLA,santista
0402010800,TO SANTISTA PRATA JRO ELLEN CA,SANPRJROJELL6232,BLANQUERIA,7892949360993,TOALLA,santista
0402010810,TO SANTISTA PRATA JRO ELLEN VE,SANPRJROJELL7317,BLANQUERIA,7892949361006,TOALLA,santista
0402010820,TO SANTISTA PRATA JRO LUDMILA,SANPRJROJLUD0001,BLANQUERIA,7892949361013,TOALLA,santista
0402010830,TO SANTISTA PRATA JRO LUDMILA,SANPRJROJLUD4011,BLANQUERIA,7892949361020,TOALLA,santista
0402010840,TO SANTISTA PRATA JRO LUDMILA,SANPRJROJLUD6043,BLANQUERIA,7892949361037,TOALLA,santista
0402010850,TO SANTISTA PRATA JRO LUDMILA,SANPRJROJLUD6367,BLANQUERIA,7892949361044,TOALLA,santista
0402010860,TO SANTISTA PRATA JRO LUDMILA,SANPRJROJLUD7421,BLANQUERIA,7892949361068,TOALLA,santista
0402010870,TO SANTISTA PRATA JBA STEVE VI,SANPRJBAJSTE4454,BLANQUERIA,7892949395988,TOALLA,santista
0402010880,TO SANTISTA PRATA JBA STEVE MA,SANPRJBAJSTE6075,BLANQUERIA,7892949395995,TOALLA,santista
0402010890,TO SANTISTA PRATA JBA STEVE ES,SANPRJBAJSTE7533,BLANQUERIA,7892949396015,TOALLA,santista
0402010900,TO SANTISTA PRATA JBA STEVE MU,SANPRJBAJSTE7601,BLANQUERIA,7892949396022,TOALLA,santista
0402010910,TO SANTISTA PRATA JBA STEVE CI,SANPRJBAJSTE9034,BLANQUERIA,7892949396046,TOALLA,santista
0402010920,TO SANTISTA PRATA JRO STEVE VI,SANPRJROJSTE4454,BLANQUERIA,7892949396190,TOALLA,santista
0402010930,TO SANTISTA PRATA JRO STEVE MA,SANPRJROJSTE6075,BLANQUERIA,7892949396206,TOALLA,santista
0402010940,TO SANTISTA PRATA JRO STEVE ES,SANPRJROJSTE7533,BLANQUERIA,7892949396220,TOALLA,santista
0402010950,TO SANTISTA PRATA JRO STEVE MU,SANPRJROJSTE7601,BLANQUERIA,7892949396244,TOALLA,santista
0402010960,TO SANTISTA PRATA JRO STEVE CI,SANPRJROJSTE9034,BLANQUERIA,7892949396275,TOALLA,santista
0402010970,TOALHA SANTISTA PRATA TBA ZAKI,SANPRTBAJ7325,BLANQUERIA,7892949403294,TOALLA,santista
0402010980,TOALLON SANTISTA CRISTAL CORAL,SANPRJBACRI3984,BLANQUERIA,7892949426323,TOALLA,santista
0402010990,TOALLON SANTISTA CRISTAL AZUL,SANPRJBAJCRI6265,BLANQUERIA,7892949426330,TOALLA,santista
0402011000,TOALLON SANTISTA CRISTAL,SANPRJBAJCRI6279,BLANQUERIA,7892949426347,TOALLA,santista
0402011010,TOALLON SANTISTA CRISTAL VERDE,SANPRJBAJCRI7421,BLANQUERIA,7892949426354,TOALLA,santista
0402011020,TOALLON SANTISTA CRISTAL GRIS,SANPRJBAJCRI9059,BLANQUERIA,7892949426361,TOALLA,santista
0402011030,TOALLON SANTISTA JOANA,SANPRJBAJJOA3115,BLANQUERIA,7892949426408,TOALLA,santista
0402011040,TOALLON SANTISTA JOANA,SANPRJBAJJOA5057,BLANQUERIA,7892949426415,TOALLA,santista
0402011050,TOALLON SANTISTA JOANA CELESTE,SANPRJBAJJOA6210,BLANQUERIA,7892949426422,TOALLA,santista
0402011060,TOALLON SANTISTA JOANA BEIGE,SANPRJBAJJOA8832,BLANQUERIA,7892949426446,TOALLA,santista
0402011070,TOALLA SANTISTA CRISTAL CORAL,SANPRJROJCRI3384,BLANQUERIA,7892949426637,TOALLA,santista
0402011080,TOALLA SANTISTA CRISTAL AQUA,SANPRJROJCRI6279,BLANQUERIA,7892949426651,TOALLA,santista
0402011090,TOALLA SANTISTA CRISTAL VERDE,SANPRJROJCRI7421,BLANQUERIA,7892949426668,TOALLA,santista
0402011100,TOALLA SANTISTA CRISTAL GRIS,SANPRJROJCRI9059,BLANQUERIA,7892949426675,TOALLA,santista
0402011110,TOALLA SANTISTA JOANA ROSA,SANPRJROJJOA3115,BLANQUERIA,7892949426712,TOALLA,santista
0402011120,TOALLA SANTISTA JOANA CELESTE,SANPRJROJJOA5057,BLANQUERIA,7892949426828,TOALLA,santista
0402011130,TOALLA SANTISTA JOANA CELESTE,SANPRJROJJOA6210,BLANQUERIA,7892949426835,TOALLA,santista
0402011140,TOALLA SANTISTA JOANA VERDE,SANPRJROJJOA7113,BLANQUERIA,7892949426842,TOALLA,santista
0402011150,TOALLA SANTISTA JOANA BEIGE,SANPRJROJJOA8832,BLANQUERIA,7892949426859,TOALLA,santista
0402011160,TO SANTISTA PRATA JRO SAVANA 3,SANPRJROJ3SAVANA,BLANQUERIA,7892949441791,TOALLA,santista
0402011170,TOALHA SANTISTA PRATA TBA EMIR,SANPRTBAJA7370,BLANQUERIA,7892949441913,TOALLA,santista
0402011180,TOALHA SANTISTA PRATA TBA EMIR,SANPRTBAJA9900,BLANQUERIA,7892949441920,TOALLA,santista
0402011190,TOALLA SANTISTA PRATA TRO EMIR,SANPRTROJA9900,BLANQUERIA,7892949442033,TOALLA,santista
0402011200,TOALLON SANTISTA ROSE AMARILLO,SANPRJBAJROS1204,BLANQUERIA,7892949496425,TOALLA,santista
0402011210,TOALLON SANTISTA ROSE,SANPRJBAJROS3049,BLANQUERIA,7892949496432,TOALLA,santista
0402011220,TOALLON SANTISTA ROSE LILA,SANPRJBAJROS6176,BLANQUERIA,7892949496470,TOALLA,santista
0402011230,TOALLON SANTISTA ROSE VERDE,SANPRJBAJROS7508,BLANQUERIA,7892949496494,TOALLA,santista
0402011240,TOALLON SANTISTA ROSE GRIS,SANPRJBAJROS9180,BLANQUERIA,7892949496500,TOALLA,santista
0402011250,TOALLA SANTISTA ROSE AMARILLO,SANPRJROJROS1204,BLANQUERIA,7892949496715,TOALLA,santista
0402011260,TOALLA SANTISTA ROSE ROSA,SANPRJROJROS3049,BLANQUERIA,7892949496777,TOALLA,santista
0402011270,TOALLA SANTISTA ROSE CELESTE,SANPRJROJROS6176,BLANQUERIA,7892949496807,TOALLA,santista
0402011280,TOALLA SANTISTA ROSE VERDE,SANPRJROJROS7508,BLANQUERIA,7892949496821,TOALLA,santista
0402011290,TOALLA FANTASIA ROSE GRIS,SANPRJROJROS9180,BLANQUERIA,7892949496838,TOALLA,santista
0402011700,"TO BAÑO PRATA AMARILLO 70X1,35",SANPRJBAJCES1035,BLANQUERIA,7892949438661,TOALLA,santista
0402011710,"TO BAÑO PRATA AQUA 70X1,35",SANPRJBAJCES6043,BLANQUERIA,7892949438678,TOALLA,santista
0402011720,"TO BAÑO PRATA VERDE AGUA 70X1,",SANPRJBAJJOA7113,BLANQUERIA,7892949426439,TOALLA,santista
0402011730,TO ROSTRO PRATA AMARILLO 41X70,SANPRJROJCES1035,BLANQUERIA,7892949438715,TOALLA,santista
0402011740,TO ROSTRO PRATA AQUA 41X70,SANPRJROJCES6043,BLANQUERIA,7892949438722,TOALLA,santista
0402011750,TO ROSTRO PRATA AZUL 41X70,SANPRJROJCRI6265,BLANQUERIA,7892949426644,TOALLA,santista
0402011760,TOALLA SANTISTA CESAR,SANPRJROJCES0001,BLANQUERIA,7892949438708,TOALLA,santista
0402011770,TOALLON SANTISTA CESAR,SANPRJBAJCES0001,BLANQUERIA,7892949438654,TOALLA,santista
0402011780,TOALLA SANTISTA CESAR,SANPRJROJCES6333,BLANQUERIA,7892949438746,TOALLA,santista
0402011790,TOALLA SANTISTA CESAR,SANPRJROJCES6122,BLANQUERIA,7892949438739,TOALLA,santista
0402011800,TOALLON SANTISTA CESAR,SANPRJBACES6122,BLANQUERIA,7892949438682,TOALLA,santista
0402011810,TOALLON SANTISTA GRIS CESAR,SANPRJBAJCES63,BLANQUERIA,7892949438692,TOALLA,santista
0402011820,TOALLON SANTISTA AZUL CESAR,SANPRJBAJCES61,BLANQUERIA,7892949438685,TOALLA,santista
0402011830,TOALLON PRATA DANTE VIOL,SANPRTBAR5053D,BLANQUERIA,7794170028119,TOALLA,santista
0402011840,TOALLON PRATA DANTE GRIS 6333,SANPRTBAR6333D,BLANQUERIA,7794170028126,TOALLA,santista
0402011850,TOALLON PRATA DANTE NUEZ 8318,SANPRTBAR8318D,BLANQUERIA,7794170028133,TOALLA,santista
0402011860,TOALLA PRATA DANTE VIOL,SANPRTROR5013D,BLANQUERIA,7794170028140,TOALLA,santista
0402011870,TOALLA PRATA DANTE GRIS 6333,SANPRTROR6333D,BLANQUERIA,7794170028157,TOALLA,santista
0402011880,TOALLA PRATA DANTE NUEZ 8318,SANPRTROR8318D,BLANQUERIA,7794170028164,TOALLA,santista
0402012320,TOALLON PRATA BELLA ROSA,SANPRJBAJBEL3049,BLANQUERIA,7892949538361,TOALLA,santista
0402012330,TOALLON PRATA BELLA AQUAMARINA,SANPRJBAJBEL6090,BLANQUERIA,7892949538385,TOALLA,santista
0402012340,TOALLON PRATA BELLA MANZANA,SANPRJBAJBEL7488,BLANQUERIA,7892949538392,TOALLA,santista
0402012350,TOALLON PRATA BELLA BEIGE,SANPRJBAJBEL8832,BLANQUERIA,7892949538408,TOALLA,santista
0402012360,TOALLA PRATA BELLA ROSA,SANPRJROJBEL3049,BLANQUERIA,7892949538576,TOALLA,santista
0402012370,TOALLA PRATA BELLA AQUAMARINA,SANPRJROJBEL6090,BLANQUERIA,7892949538590,TOALLA,santista
0402012380,TOALLA PRATA BELLA MANZANA,SANPRJROJBEL7488,BLANQUERIA,7892949538606,TOALLA,santista
0402012390,TOALLA PRATA BELLA BEIGE,SANPRJROJBEL8832,BLANQUERIA,7892949538613,TOALLA,santista
0402012700,TOALLON PRATA CORAL 2055,SANPRJBAJCEL2055,BLANQUERIA,7892949602352,TOALLA,santista
0402012710,TOALLON PRATA AZUL 6235,SANPRJBAJCEL6235,BLANQUERIA,7892949602369,TOALLA,santista
0402012720,TOALLA PRATA AZUL 6235,SANPRJROJCEL6235,BLANQUERIA,7892949602413,TOALLA,santista
0402012730,TOALLON PRATA TURQUESA 6335,SANPRJBAJCEL6335,BLANQUERIA,7892949602376,TOALLA,santista
0402012740,TOALLON PRATA VERDE 7388,SANPRJBAJCEL7388,BLANQUERIA,7892949602383,TOALLA,santista
0402012750,TOALLON PRATA BEIGE 8832,SANPRJBAJCEL8832,BLANQUERIA,7892949602390,TOALLA,santista
0402012760,TOALLA PRATA CORAL 2055,SANPRJROJCEL2055,BLANQUERIA,7892949602406,TOALLA,santista
0402012770,TOALLA PRATA TURQUESA 6335,SANPRJROJCEL6335,BLANQUERIA,7892949602420,TOALLA,santista
0402012780,TOALLA PRATA VERDE 7388,SANPRJROJCEL7388,BLANQUERIA,7892949602437,TOALLA,santista
0402012790,TOALLA PRATA BEIGE 8832,SANPRJROJCEL8832,BLANQUERIA,7892949602444,TOALLA,santista
0402013710,TOALLON SANTISTA LILA,SANPRJBAJFLR5102,BLANQUERIA,7892949540098,TOALLA,santista
0402013720,TOALLON SANTISTA ACQUA,SANPRJBAJFLR6052,BLANQUERIA,7892949541262,TOALLA,santista
0402013730,TOALLON SANTISTA ROSA,SANPRJBAJFLR3002,BLANQUERIA,7892949540081,TOALLA,santista
0402013840,TOALLON SANTISTA ORQUI,SANPRJBAJFLR5148,BLANQUERIA,7892949540104,TOALLA,santista
0402013850,TOALLA SANTISTA ORQUIDEA,SANPRJROJFLR5148,BLANQUERIA,7892949540159,TOALLA,santista
0402013860,TOALLA SANTISTA ACQUA,SANPRJROJFLR6052,BLANQUERIA,7892949541279,TOALLA,santista
0402013870,TOALLA SANTISTA LILA,SANPRJRIJFLR5102,BLANQUERIA,7892949540142,TOALLA,santista
0402013890,TOALLA SANTISTA ROSA,SANPRJROJFLR3002,BLANQUERIA,7892949540135,TOALLA,santista
0402013940,TOALLA PRATA ESMERALDA,SANPRJROJVIT7775,BLANQUERIA,7892949541453,TOALLA,santista
0402013950,TOALLA PRATA BLANCA,SANPRJROJVIT0001,BLANQUERIA,7892949541422,TOALLA,santista
0402013960,TOALLA PRATA LIMON,SANPRJROJVIT7619,BLANQUERIA,7892949541446,TOALLA,santista
