Codart,Descripcion,Descadic,Familia,CodBarra,agrupacion,marca
0402012610,TOALLA PALETTE URB CELESTE,PAU44JROBAUR6067,BLANQUERIA,7892949629113,TOALLA,palette
0402012620,TOALLA PALETTE URB BEIGE 8292,PAU44JROBAUR8292,BLANQUERIA,7892949629120,TOALLA,palette
0402012630,TOALLA PALETTE URB GRIS 9113,PAU44JROBAUR9113,BLANQUERIA,7892949629137,TOALLA,palette
0402012640,TOALLA PALETTE URB SALMON 2006,PAU44JROBPIX2006,BLANQUERIA,7892949629144,TOALLA,palette
0402012650,TOALLA PALETTE URB CEREZA 3128,PAU44JROBPIX3128,BLANQUERIA,7892949629151,TOALLA,palette
0402012660,TOALLA PALETTE URB MARINO 6526,PAU44JROBPIX6526,BLANQUERIA,7892949629168,TOALLA,palette
0402012670,TOALLA PALETTE URB AZUL 6600,PAU44JROBPIX6600,BLANQUERIA,7892949629205,TOALLA,palette
0402012680,TOALLA PALETTE URB MENTA 7508,PAU44JROBPIX7508,BLANQUERIA,7892949629236,TOALLA,palette
0402012690,TOALLA PALETTE URB GRIS 9139,PAU44JROBPIX9139,BLANQUERIA,7892949629243,TOALLA,palette
0404000020,ALMOHADA PALETTE VISCOSMART,APISMTRASMAR4060,BLANQUERIA,7794170017502,ALMOHADA,palette
0404000030,ALMOHADA PALETTE VISCOSMART CE,APISCTRACERV4060,BLANQUERIA,7794170017519,ALMOHADA,palette
0404000050,ALMOHADA PALETTE IVORY MEMORY,APIMETRABMEMORY,BLANQUERIA,7892949411268,ALMOHADA,palette
0404000060,ALMOHADA PALETTE ACCENT SOFT,APASOTRABSOFT,BLANQUERIA,7892949442620,ALMOHADA,palette
0404000070,ALMOHADA PALETTE URBAN SOPORTE,APUSETRABSOEFIRM,BLANQUERIA,7892949442637,ALMOHADA,palette
0404000080,ALMOHADA PALETTE URBAN SOPORTE,APUSFTRABSOFIRME,BLANQUERIA,7892949442644,ALMOHADA,palette
0404000090,ALMOHADA PALETTE URBAN SOPORTE,APUSMTRABSOMEDIO,BLANQUERIA,7892949442651,ALMOHADA,palette
0404000100,ALMOHADA PALETTE URBAN SOPORTE,APUSSTRABSOSUAVE,BLANQUERIA,7892949442712,ALMOHADA,palette
0404000110,ALMOHADA PALETTE ACCENT ALLERG,APAAFTRABALLFREE,BLANQUERIA,7892949443542,ALMOHADA,palette
0407000140,REPASADOR PALETTE URBAN (TESSA,PALRETPCR1TESSA,BLANQUERIA,7794170016598,REPASADOR,palette
0407000160,REP PALETTE URB TESSA MIX 3,PALRETPCR3TESS,BLANQUERIA,7794170028096,REPASADOR,palette
0407000170,REP FANTASIA CUADROS IX 6,REPASTPCRCAMI,BLANQUERIA,7794170028102,REPASADOR,palette
0408000480,MANTEL PALETTE ACCENT MARSELLA,PA1MAR25RMAR0001,BLANQUERIA,7794170023701,MANTEL,palette
0408000630,MANTEL   MARSELLA PAPRIKA,PA1MAR25RMAR2108,BLANQUERIA,7794170023718,MANTEL,palette
0408000640,MANTEL   MARSELLA BORDO,PA1MAR25RMAR4030,BLANQUERIA,7794170023725,MANTEL,palette
0408000650,MANTEL   MARSELLA VERDE,PA1MAR25RMAR7453,BLANQUERIA,7794170024869,MANTEL,palette
0408000660,MANTEL   MARSELLA BEIGE,PA1MAR25RMAR8208,BLANQUERIA,7794170023749,MANTEL,palette
0408000670,MANTEL   MARSELLA CURCUMA,PA1MAR25RMAR8848,BLANQUERIA,7794170023756,MANTEL,palette
0409000600,BATA PALETTE ACCENT UVA TL,PABCFLAR5580,BLANQUERIA,7794170032697,BATA,palette
0409000610,BATA PALETTE ACCENT UVA TM,PABCFMER5580,BLANQUERIA,7794170032666,BATA,palette
0409000620,BATA PALETTE ACCENT UVA TXL,PABCFXLR5580,BLANQUERIA,7794170032703,BATA,palette
0413000050,PISO PALETTE CUBOS TPI BLANCO,PAL65TPIR0001,BLANQUERIA,7794170016529,PISO,palette
0413000060,PISO PALETTE CUBOS TPI LADRILL,PAL65TPIR2075,BLANQUERIA,7794170016536,PISO,palette
0413000070,PISO PALETTE CUBOS TPI CIRUELA,PAL65TPIR5068,BLANQUERIA,7794170016543,PISO,palette
0413000080,PISO PALETTE CUBOS TPI PETROLE,PAL65TPIR6598,BLANQUERIA,7794170016550,PISO,palette
0413000090,PISO PALETTE CUBOS TPI CELESTE,PAL65TPIR6655,BLANQUERIA,7794170016567,PISO,palette
0413000100,PISO PALETTE CUBOS TPI BEIGE 8,PAL65TPIR8155,BLANQUERIA,7794170016574,PISO,palette
0413000110,TOA PISO GRIS,PAL65TPIR9127,BLANQUERIA,7794170022544,PISO,palette
0413000120,TOA PISO CREMA,PAL65TPIR8254,BLANQUERIA,7794170022551,PISO,palette
0413000130,TOA PISO CELESTE,PAL65TPIR6160,BLANQUERIA,7794170022568,PISO,palette
0413000140,TOA PISO BERMELLON,PAL65TPIR3010,BLANQUERIA,7794170022575,PISO,palette
