Cod_articulo,Descripcion,Desc_adicional,Familia,Codigo_barras,marca
0201030020,1306XY TXXL,BOXER,LINEA UNDERWARE HOMBRE,13065003,XY
0201030030,1306XY TXXXL,BOXER,LINEA UNDERWARE HOMBRE,13066000,XY
0201030040,1308XY TS,BOXER,LINEA UNDERWARE HOMBRE,13081003,XY
0201030050,1308XY TM,BOXER,LINEA UNDERWARE HOMBRE,13082000,XY
0201030060,1308XY TL,BOXER,LINEA UNDERWARE HOMBRE,13083007,XY
0201030070,1308XY TXL,BOXER,LINEA UNDERWARE HOMBRE,13084004,XY
0201030080,1308XY TXXL,BOXER,LINEA UNDERWARE HOMBRE,13085001,XY
0201030090,1310XY TS,BOXER,LINEA UNDERWARE HOMBRE,13101008,XY
0201030100,1310XY TM,BOXER,LINEA UNDERWARE HOMBRE,13102005,XY
0201030110,1310XY TL,BOXER,LINEA UNDERWARE HOMBRE,13103002,XY
0201030120,1310XY TXL,BOXER,LINEA UNDERWARE HOMBRE,13104009,XY
0201030130,1310XY TXXL,BOXER,LINEA UNDERWARE HOMBRE,13105006,XY
0201030140,1311XY TM,BOXER,LINEA UNDERWARE HOMBRE,13112004,XY
0201030150,1311XY TL,BOXER,LINEA UNDERWARE HOMBRE,13113001,XY
0201030160,1311XY TXL,BOXER,LINEA UNDERWARE HOMBRE,13114008,XY
0201030170,1311XY TXXL,BOXER,LINEA UNDERWARE HOMBRE,13115005,XY
0201030180,1312XY TS,BOXER,LINEA UNDERWARE HOMBRE,13121006,XY
0201030190,1312XY TM,BOXER,LINEA UNDERWARE HOMBRE,13122003,XY
0201030200,1312XY TL,BOXER,LINEA UNDERWARE HOMBRE,13123000,XY
0201030210,1312XY TXL,BOXER,LINEA UNDERWARE HOMBRE,13124007,XY
0201030220,1312XY TXXL,BOXER,LINEA UNDERWARE HOMBRE,13125004,XY
0201030230,1313XY TS,BOXER,LINEA UNDERWARE HOMBRE,13131005,XY
0201030240,1313XY TM,BOXER,LINEA UNDERWARE HOMBRE,13132002,XY
0201030250,1313XY TL,BOXER,LINEA UNDERWARE HOMBRE,13133009,XY
0201030260,1313XY TXL,BOXER,LINEA UNDERWARE HOMBRE,13134006,XY
0201030270,1313XY TXXL,BOXER,LINEA UNDERWARE HOMBRE,13135003,XY
0201030280,1314XY TS,BOXER,LINEA UNDERWARE HOMBRE,13141004,XY
0201030290,1314XY TM,BOXER,LINEA UNDERWARE HOMBRE,13142001,XY
0201030300,1314XY TL,BOXER,LINEA UNDERWARE HOMBRE,13143008,XY
0201030310,1314XY TXL,BOXER,LINEA UNDERWARE HOMBRE,13144005,XY
0201030320,1314XY TXXL,BOXER,LINEA UNDERWARE HOMBRE,13145002,XY
0201030330,1315XY TS,BOXER,LINEA UNDERWARE HOMBRE,13151003,XY
0201030340,1315XY TM,BOXER,LINEA UNDERWARE HOMBRE,13152000,XY
0201030350,1315XY TL,BOXER,LINEA UNDERWARE HOMBRE,13153007,XY
0201030360,1315XY TXL,BOXER,LINEA UNDERWARE HOMBRE,13154004,XY
0201030370,1315XY TXXL,BOXER,LINEA UNDERWARE HOMBRE,13155001,XY
0201030380,1316XY TS,BOXER,LINEA UNDERWARE HOMBRE,13161002,XY
0201030390,1316XY TM,BOXER,LINEA UNDERWARE HOMBRE,13162009,XY
0201030400,1316XY TL,BOXER,LINEA UNDERWARE HOMBRE,13163006,XY
0201030410,1316XY TXL,BOXER,LINEA UNDERWARE HOMBRE,13164003,XY
0201030420,1316XY TXXL,BOXER,LINEA UNDERWARE HOMBRE,13165000,XY
0201030430,1317XY TS,BOXER,LINEA UNDERWARE HOMBRE,13171001,XY
0201030440,1317XY TM,BOXER,LINEA UNDERWARE HOMBRE,13172008,XY
0201030450,1317XY TL,BOXER,LINEA UNDERWARE HOMBRE,13173005,XY
0201030460,1317XY TXL,BOXER,LINEA UNDERWARE HOMBRE,13174002,XY
0201030470,1317XY TXXL,BOXER,LINEA UNDERWARE HOMBRE,13175009,XY
0201030480,1318XY TS,BOXER,LINEA UNDERWARE HOMBRE,13181000,XY
0201030490,1318XY TM,BOXER,LINEA UNDERWARE HOMBRE,13182007,XY
0201030500,1318XY TL,BOXER,LINEA UNDERWARE HOMBRE,13183004,XY
0201030510,1318XY TXL,BOXER,LINEA UNDERWARE HOMBRE,13184001,XY
0201030520,1318XY TXXL,BOXER,LINEA UNDERWARE HOMBRE,13185008,XY
0201030530,1320XY TS,BOXER,LINEA UNDERWARE HOMBRE,13201005,XY
0201030540,1320XY TM,BOXER,LINEA UNDERWARE HOMBRE,13202002,XY
0201030550,1320XY TL,BOXER,LINEA UNDERWARE HOMBRE,13203009,XY
0201030560,1320XY TXL,BOXER,LINEA UNDERWARE HOMBRE,13204005,XY
0201030570,1320XY  TXL,BOXER,LINEA UNDERWARE HOMBRE,13204006,XY
0201030580,1320XY TXXL,BOXER,LINEA UNDERWARE HOMBRE,13205003,XY
0201030590,1321XY TS,BOXER,LINEA UNDERWARE HOMBRE,13211004,XY
0201030600,1321XY TM,BOXER,LINEA UNDERWARE HOMBRE,13212001,XY
0201030610,1321XY TL,BOXER,LINEA UNDERWARE HOMBRE,13213008,XY
0201030620,1321XY TXL,BOXER,LINEA UNDERWARE HOMBRE,13214005,XY
0201030630,1321XY TXXL,BOXER,LINEA UNDERWARE HOMBRE,13215002,XY
0201030640,1322XY TS,BOXER,LINEA UNDERWARE HOMBRE,13221003,XY
0201030650,1322XY TM,BOXER,LINEA UNDERWARE HOMBRE,13222000,XY
0201030660,1322XY TL,BOXER,LINEA UNDERWARE HOMBRE,13223007,XY
0201030670,1322XY TXL,BOXER,LINEA UNDERWARE HOMBRE,13224004,XY
0201030680,1322XY TXXL,BOXER,LINEA UNDERWARE HOMBRE,13225001,XY
0201030690,1323XY TS,BOXER,LINEA UNDERWARE HOMBRE,13231002,XY
0201030700,1323XY TM,BOXER,LINEA UNDERWARE HOMBRE,13232009,XY
0201030710,1323XY TL,BOXER,LINEA UNDERWARE HOMBRE,13233006,XY
0201030720,1323XY TXL,BOXER,LINEA UNDERWARE HOMBRE,13234003,XY
0201030730,1323XY TXXL,BOXER,LINEA UNDERWARE HOMBRE,13235000,XY
0201030740,1324XY TS,BOXER,LINEA UNDERWARE HOMBRE,13241001,XY
0201030750,1324XY TS,BOXER,LINEA UNDERWARE HOMBRE,13241005,XY
0201030760,1324XY TM,BOXER,LINEA UNDERWARE HOMBRE,13242002,XY
0201030770,1324XY TM,BOXER,LINEA UNDERWARE HOMBRE,13242008,XY
0201030780,1324XY TL,BOXER,LINEA UNDERWARE HOMBRE,13243005,XY
0201030790,1324XY TL,BOXER,LINEA UNDERWARE HOMBRE,13243009,XY
0201030800,1324XY TXL,BOXER,LINEA UNDERWARE HOMBRE,13244002,XY
0201030810,1324XY TXL,BOXER,LINEA UNDERWARE HOMBRE,13244006,XY
0201030820,1324XY TXXL,BOXER,LINEA UNDERWARE HOMBRE,13245003,XY
0201030830,1324XY TXXL,BOXER,LINEA UNDERWARE HOMBRE,13245009,XY
0201030840,1325XY TS,BOXER,LINEA UNDERWARE HOMBRE,13251000,XY
0201030850,1325XY TM,BOXER,LINEA UNDERWARE HOMBRE,13252007,XY
0201030860,1325XY TL,BOXER,LINEA UNDERWARE HOMBRE,13253004,XY
0201030870,1325XY TXL,BOXER,LINEA UNDERWARE HOMBRE,13254001,XY
0201030880,1325XY TXXL,BOXER,LINEA UNDERWARE HOMBRE,13255008,XY
0201030890,1326XY TS,BOXER,LINEA UNDERWARE HOMBRE,13261009,XY
0201030900,1326XY TM,BOXER,LINEA UNDERWARE HOMBRE,13262006,XY
0201030910,1326XY TL,BOXER,LINEA UNDERWARE HOMBRE,13263003,XY
0201030920,1326XY TXL,BOXER,LINEA UNDERWARE HOMBRE,13264000,XY
0201030930,1326XY TXXL,BOXER,LINEA UNDERWARE HOMBRE,13265007,XY
0201030940,1335XY TS,BOXER,LINEA UNDERWARE HOMBRE,13351007,XY
0201030950,1335XY TXL,BOXER,LINEA UNDERWARE HOMBRE,13354008,XY
0201030960,1340XY TS,BOXER,LINEA UNDERWARE HOMBRE,13401009,XY
0201030970,1340XY TM,BOXER,LINEA UNDERWARE HOMBRE,13402006,XY
0201030980,1340XY TL,BOXER,LINEA UNDERWARE HOMBRE,13403003,XY
0201030990,1340XY TXL,BOXER,LINEA UNDERWARE HOMBRE,13404000,XY
0201031000,1340XY TXXL,BOXER,LINEA UNDERWARE HOMBRE,13405007,XY
0201031010,1341XY TS,BOXER,LINEA UNDERWARE HOMBRE,13411008,XY
0201031020,1341XY TM,BOXER,LINEA UNDERWARE HOMBRE,13412005,XY
0201031030,1341XY TL,BOXER,LINEA UNDERWARE HOMBRE,13413002,XY
0201031040,1341XY TXL,BOXER,LINEA UNDERWARE HOMBRE,13414009,XY
0201031050,1341XY TXXL,BOXER,LINEA UNDERWARE HOMBRE,13415006,XY
0201031060,1350XY TS,BOXER,LINEA UNDERWARE HOMBRE,13501006,XY
0201031070,1350XY TM,BOXER,LINEA UNDERWARE HOMBRE,13502003,XY
0201031080,1350XY TL,BOXER,LINEA UNDERWARE HOMBRE,13503000,XY
0201031090,1350XY TXL,BOXER,LINEA UNDERWARE HOMBRE,13504007,XY
0201031100,1350XY TXXL,BOXER,LINEA UNDERWARE HOMBRE,13505004,XY
0201031110,1352XY TS,BOXER,LINEA UNDERWARE HOMBRE,13521004,XY
0201031120,1352XY TM,BOXER,LINEA UNDERWARE HOMBRE,13522001,XY
0201031130,1352XY TL,BOXER,LINEA UNDERWARE HOMBRE,13523008,XY
0201031140,1352XY TXL,BOXER,LINEA UNDERWARE HOMBRE,13524005,XY
0201031150,1352XY TXXL,BOXER,LINEA UNDERWARE HOMBRE,13525002,XY
0201031160,1355XY TS,BOXER,LINEA UNDERWARE HOMBRE,13551001,XY
0201031170,1355XY TM,BOXER,LINEA UNDERWARE HOMBRE,13552008,XY
0201031180,1355XY TL,BOXER,LINEA UNDERWARE HOMBRE,13553005,XY
0201031190,1355XY TXL,BOXER,LINEA UNDERWARE HOMBRE,13554002,XY
0201031200,1355XY TXXL,BOXER,LINEA UNDERWARE HOMBRE,13555009,XY
0201031210,1360XY TXL,BOXER,LINEA UNDERWARE HOMBRE,13604004,XY
0201031220,1362XY TS,BOXER,LINEA UNDERWARE HOMBRE,13621001,XY
0201031230,1362XY TM,BOXER,LINEA UNDERWARE HOMBRE,13622008,XY
0201031240,1362XY TL,BOXER,LINEA UNDERWARE HOMBRE,13623005,XY
0201031250,1362XY TXL,BOXER,LINEA UNDERWARE HOMBRE,13624002,XY
0201031260,1362XY TXXL,BOXER,LINEA UNDERWARE HOMBRE,13625009,XY
0201031270,1372XY TS,BOXER,LINEA UNDERWARE HOMBRE,13721008,XY
0201031280,1372XY TM,BOXER,LINEA UNDERWARE HOMBRE,13722005,XY
0201031290,1372XY TL,BOXER,LINEA UNDERWARE HOMBRE,13723002,XY
0201031300,1372XY TXL,BOXER,LINEA UNDERWARE HOMBRE,13724009,XY
0201031310,1372XY TXXL,BOXER,LINEA UNDERWARE HOMBRE,13725006,XY
0201031320,1374XY TS,BOXER,LINEA UNDERWARE HOMBRE,13741006,XY
0201031330,1374XY TM,BOXER,LINEA UNDERWARE HOMBRE,13742003,XY
0201031340,1374XY TL,BOXER,LINEA UNDERWARE HOMBRE,13743000,XY
