Cod_articulo,Descripcion,Desc_Adicional,Familia,Cod_barra
0101025680,2200BR T100 NEGRO,CONJUNTO,LENCERIA,2200100002
0101025690,2200BR T100 FUCSIA,CONJUNTO,LENCERIA,2200100006
0101025700,2200BR T105 BLANCO,CONJUNTO,LENCERIA,2200105001
0101025710,2200BR T105 NEGRO,CONJUNTO,LENCERIA,2200105002
0101025720,2200BR T105 FUCSIA,CONJUNTO,LENCERIA,2200105006
0101025730,2201BR T85 NEGRO,CONJUNTO,LENCERIA,2201085002
0101025740,2201BR T85 CIELO,CONJUNTO,LENCERIA,2201085099
0101025750,2201BR T85 ROSÉ,CONJUNTO,LENCERIA,2201085100
0101025760,2201BR T85 LEMON,CONJUNTO,LENCERIA,2201085106
0101025770,2201BR T90 NEGRO,CONJUNTO,LENCERIA,2201090002
0101025780,2201BR T90 CIELO,CONJUNTO,LENCERIA,2201090099
0101025790,2201BR T90 ROSÉ,CONJUNTO,LENCERIA,2201090100
0101025800,2201BR T90 LEMON,CONJUNTO,LENCERIA,2201090106
0101025810,2201BR T95 NEGRO,CONJUNTO,LENCERIA,2201095002
0101025820,2201BR T95 CIELO,CONJUNTO,LENCERIA,2201095099
0101025830,2201BR T95 ROSÉ,CONJUNTO,LENCERIA,2201095100
0101025840,2201BR T95 LEMON,CONJUNTO,LENCERIA,2201095106
0101025850,2201BR T100 NEGRO,CONJUNTO,LENCERIA,2201100002
0101025860,2201BR T100 CIELO,CONJUNTO,LENCERIA,2201100099
0101025870,2201BR T100 ROSÉ,CONJUNTO,LENCERIA,2201100100
0101025880,2201BR T100 LEMON,CONJUNTO,LENCERIA,2201100106
0101025890,2202BR T85 BLANCO,CONJUNTO,LENCERIA,2202085001
0101025900,2202BR T85 MELANGE,CONJUNTO,LENCERIA,2202085013
0101025910,2202BR T85 FLAMINGO,CONJUNTO,LENCERIA,2202085069
0101025920,2202BR T85 JEAN,CONJUNTO,LENCERIA,2202085089
0101025930,2202BR T90 BLANCO,CONJUNTO,LENCERIA,2202090001
0101025940,2202BR T90 MELANGE,CONJUNTO,LENCERIA,2202090013
0101025950,2202BR T90 FLAMINGO,CONJUNTO,LENCERIA,2202090069
0101025960,2202BR T90 JEAN,CONJUNTO,LENCERIA,2202090089
0101025970,2202BR T95 BLANCO,CONJUNTO,LENCERIA,2202095001
0101025980,2202BR T95 MELANGE,CONJUNTO,LENCERIA,2202095013
0101025990,2202BR T95 FLAMINGO,CONJUNTO,LENCERIA,2202095069
0101026000,2202BR T95 JEAN,CONJUNTO,LENCERIA,2202095089
0101026010,2202BR T100 BLANCO,CONJUNTO,LENCERIA,2202100001
0101026020,2202BR T100 MELANGE,CONJUNTO,LENCERIA,2202100013
0101026030,2202BR T100 FLAMINGO,CONJUNTO,LENCERIA,2202100069
0101026040,2202BR T100 JEAN,CONJUNTO,LENCERIA,2202100089
0101026050,2202BR T105 BLANCO,CONJUNTO,LENCERIA,2202105001
0101026060,2202BR T105 MELANGE,CONJUNTO,LENCERIA,2202105013
0101026070,2202BR T105 FLAMINGO,CONJUNTO,LENCERIA,2202105069
0101026080,2202BR T105 JEAN,CONJUNTO,LENCERIA,2202105089
0101026090,2203BR T85 MELANGE,CONJUNTO,LENCERIA,2203085013
0101026100,2203BR T85 FRANCIA,CONJUNTO,LENCERIA,2203085051
0101026110,2203BR T85 DAMASCO,CONJUNTO,LENCERIA,2203085098
0101026120,2203BR T85 DAMASCO,CONJUNTO,LENCERIA,2203085099
0101026130,2203BR T90 MELANGE,CONJUNTO,LENCERIA,2203090013
0101026140,2203BR T90 FRANCIA,CONJUNTO,LENCERIA,2203090051
0101026150,2203BR T90 DAMASCO,CONJUNTO,LENCERIA,2203090098
0101026160,2203BR T90 DAMASCO,CONJUNTO,LENCERIA,2203090099
0101026170,2203BR T95 MELANGE,CONJUNTO,LENCERIA,2203095013
0101026180,2203BR T95 FRANCIA,CONJUNTO,LENCERIA,2203095051
0101026190,2203BR T95 DAMASCO,CONJUNTO,LENCERIA,2203095098
0101026200,2203BR T95 DAMASCO,CONJUNTO,LENCERIA,2203095099
0101026210,2203BR T100 MELANGE,CONJUNTO,LENCERIA,2203100013
0101026220,2203BR T100 FRANCIA,CONJUNTO,LENCERIA,2203100051
0101026230,2203BR T100 DAMASCO,CONJUNTO,LENCERIA,2203100098
0101026240,2203BR T100 DAMASCO,CONJUNTO,LENCERIA,2203100099
0101026250,2204BR T85 BLANCO,CONJUNTO,LENCERIA,2204085001
0101026260,2204BR T85 MELANGE,CONJUNTO,LENCERIA,2204085013
0101026270,2204BR T85 FLAMINGO,CONJUNTO,LENCERIA,2204085069
0101026280,2204BR T85 JEAN,CONJUNTO,LENCERIA,2204085089
0101026290,2204BR T90 BLANCO,CONJUNTO,LENCERIA,2204090001
0101026300,2204BR T90 MELANGE,CONJUNTO,LENCERIA,2204090013
0101026310,2204BR T90 FLAMINGO,CONJUNTO,LENCERIA,2204090069
0101026320,2204BR T90 JEAN,CONJUNTO,LENCERIA,2204090089
0101026330,2204BR T95 BLANCO,CONJUNTO,LENCERIA,2204095001
0101026340,2204BR T95 MELANGE,CONJUNTO,LENCERIA,2204095013
0101026350,2204BR T95 FLAMINGO,CONJUNTO,LENCERIA,2204095069
0101026360,2204BR T95 JEAN,CONJUNTO,LENCERIA,2204095089
0101026370,2204BR T100 BLANCO,CONJUNTO,LENCERIA,2204100001
0101026380,2204BR T100 MELANGE,CONJUNTO,LENCERIA,2204100013
0101026390,2204BR T100 FLAMINGO,CONJUNTO,LENCERIA,2204100069
0101026400,2204BR T100 JEAN,CONJUNTO,LENCERIA,2204100089
0101026410,2204BR T105 BLANCO,CONJUNTO,LENCERIA,2204105001
0101026420,2204BR T105 MELANGE,CONJUNTO,LENCERIA,2204105013
0101026430,2204BR T105 FLAMINGO,CONJUNTO,LENCERIA,2204105069
0101026440,2204BR T105 JEAN,CONJUNTO,LENCERIA,2204105089
0101026450,2287BR T85 BLANCO,CONJUNTO,LENCERIA,2287085001
0101026460,2287BR T85 NEGRO,CONJUNTO,LENCERIA,2287085002
0101026470,2287BR T85 ROJO,CONJUNTO,LENCERIA,2287085004
0101026480,2287BR T90 BLANCO,CONJUNTO,LENCERIA,2287090001
0101026490,2287BR T90 NEGRO,CONJUNTO,LENCERIA,2287090002
0101026500,2287BR T90 ROJO,CONJUNTO,LENCERIA,2287090004
0101026510,2287BR T95 BLANCO,CONJUNTO,LENCERIA,2287095001
0101026520,2287BR T95 NEGRO,CONJUNTO,LENCERIA,2287095002
0101026530,2287BR T95 ROJO,CONJUNTO,LENCERIA,2287095004
0101026540,2287BR T100 BLANCO,CONJUNTO,LENCERIA,2287100001
0101026550,2287BR T100 NEGRO,CONJUNTO,LENCERIA,2287100002
0101026560,2287BR T100 ROJO,CONJUNTO,LENCERIA,2287100004
0101026570,2288BR T85 BLANCO,CONJUNTO,LENCERIA,2288085001
0101026580,2288BR T85 MARINO,CONJUNTO,LENCERIA,2288085016
0101026590,2288BR T85 ROSE,CONJUNTO,LENCERIA,2288085097
0101026600,2288BR T85 ROSE,CONJUNTO,LENCERIA,2288085100
0101026610,2288BR T90 BLANCO,CONJUNTO,LENCERIA,2288090001
0101026620,2288BR T90 MARINO,CONJUNTO,LENCERIA,2288090016
0101026630,2288BR T90 ROSE,CONJUNTO,LENCERIA,2288090097
0101026640,2288BR T90 ROSE,CONJUNTO,LENCERIA,2288090100
0101026650,2288BR T95 BLANCO,CONJUNTO,LENCERIA,2288095001
0101026660,2288BR T95 MARINO,CONJUNTO,LENCERIA,2288095016
0101026670,2288BR T95 ROSE,CONJUNTO,LENCERIA,2288095097
0101026680,2288BR T95 ROSE,CONJUNTO,LENCERIA,2288095100
0101026690,2288BR T100 BLANCO,CONJUNTO,LENCERIA,2288100001
0101026700,2288BR T100 MARINO,CONJUNTO,LENCERIA,2288100016
0101026710,2288BR T100 ROSE,CONJUNTO,LENCERIA,2288100097
0101026720,2288BR T100 ROSE,CONJUNTO,LENCERIA,2288100100
0101026730,2288BR T105 BLANCO,CONJUNTO,LENCERIA,2288105001
0101026740,2288BR T105 MARINO,CONJUNTO,LENCERIA,2288105016
0101026750,2288BR T105 ROSE,CONJUNTO,LENCERIA,2288105097
0101026760,2288BR T105 ROSE,CONJUNTO,LENCERIA,2288105100
0101026770,570BR T105 BLANCO,CONJUNTO,LENCERIA,05700105001
0101026780,1036BR T.100 FUCSIA,CONJUNTO,LENCERIA,10360100006
0101026790,1036BR T95 BLANCO,CONJUNTO,LENCERIA,10360950001
0101026800,1036BR T.100 BLANCO,CONJUNTO,LENCERIA,10361000001
0101026810,1038BR T100 BLANCO,CONJUNTO,LENCERIA,10381000001
0101026820,1070BR T100 CELESTE,CONJUNTO,LENCERIA,10700100007
0101026830,1078BR T100 CHAMPAGNE,CONJUNTO,LENCERIA,10780100056
0101026840,1038BR T100 BLANCO,CONJUNTO,LENCERIA,10880100001
0101026850,1100BR T100 CHAMPAGNE,CONJUNTO,LENCERIA,11000100054
0101026860,2110BR T100 ROSA,CONJUNTO,LENCERIA,21100100066
0101026870,650BR TXL NEGRO,CALZA,LENCERIA,0650EXL002
0101026880,650BR TXL MARINO,CALZA,LENCERIA,0650EXL016
0101026890,650BR TL NEGRO,CALZA,LENCERIA,0650LAR002
0101026900,650BR TL MARINO,CALZA,LENCERIA,0650LAR016
0101026910,650BR TM NEGRO,CALZA,LENCERIA,0650MED002
0101026920,650BR TM MARINO,CALZA,LENCERIA,0650MED016
0101026930,650BR TS NEGRO,CALZA,LENCERIA,0650SMA002
0101026940,650BR TS MARINO,CALZA,LENCERIA,0650SMA016
0101026950,650BR TXXL MARINO,CALZA,LENCERIA,0650XXL016
0101026960,1002BR CONJUNTO TRIANGULO,CONJUNTO,LENCERIA,1002BR
0101026970,1004BR BRIGITTE,CONJUNTO,LENCERIA,1004BR
0101026980,1008BR CONJUNTO TAZA SOFT,CONJUNTO,LENCERIA,1008BR
0101026990,1009BR BRIGITTE,CONJUNTO,LENCERIA,1009BR
0101027000,1010BR CONJUNTO TAZA SOFT,CONJUNTO,LENCERIA,1010BR
0101027010,1011BR BRIGITTE,CONJUNTO,LENCERIA,1011BR
0101027020,1014BR CONJUNTO KIDS,CONJUNTO,LENCERIA,1014BR
0101027030,1015BR CONJUNTO TAZA SOFT,CONJUNTO,LENCERIA,1015BR
0101027040,1016BR CONJUNTO TAZA SOFT,CONJUNTO,LENCERIA,1016BR
0101027050,1019BR CONJUNTO TAZA SOFT,CONJUNTO,LENCERIA,1019BR
0101027060,1033BR CONJUNTO TAZA SOFT,CONJUNTO,LENCERIA,1033BR
0101027070,1034BR CONJUNTO TAZA SOFT,CONJUNTO,LENCERIA,1034BR
0101027080,1044BR BRIGITTE,CONJUNTO,LENCERIA,1044BR
0101027090,1045BR BRIGITTE,CONJUNTO,LENCERIA,1045BR
0101027100,1047BR BRIGITTE,CONJUNTO,LENCERIA,1047BR
0101027110,1049BR BRIGITTE,CONJUNTO,LENCERIA,1049BR
0101027120,1050BR  BRIGITTE,CONJUNTO,LENCERIA,1050BR
0101027130,1052BR,CONJUNTO,LENCERIA,1052BR
0101027140,1055BR BRIGITTE,CONJUNTO,LENCERIA,1055BR
0101027150,1056BR BRIGITTE,CONJUNTO,LENCERIA,1056BR
0101027160,1062BR BRIGITTE,CONJUNTO,LENCERIA,1062BR
0101027170,1065BR CONJUNTO,CONJUNTO,LENCERIA,1065BR
0101027180,1066BR CONJUNTO,CONJUNTO,LENCERIA,1066BR
0101027190,1078BR BRIGITTE,CONJUNTO,LENCERIA,1078BR
0101027200,1081BR BRIGITTE,CONJUNTO,LENCERIA,1081BR
0101027210,1087BR BRIGITTE,CONJUNTO,LENCERIA,1087BR
0101027220,1100BR BRIGITTE,CONJUNTO,LENCERIA,1100BR
0101027230,2116BR CONJUNTO,CONJUNTO,LENCERIA,2116BR
0101027240,2118BR CONJUNTO,CONJUNTO,LENCERIA,2118BR
0101027250,2120BR CONJUNTO,CONJUNTO,LENCERIA,2120BR
0101027260,2122BR CONJUNTO,CONJUNTO,LENCERIA,2122BR
0101027270,2124BR CONJUNTO,CONJUNTO,LENCERIA,2124BR
0101027280,2200BR CONJUNTO,CONJUNTO,LENCERIA,2200BR
0101027290,2201BR CONJUNTO,CONJUNTO,LENCERIA,2201BR
0101027300,2207BR CONJUNTO,CONJUNTO,LENCERIA,2207BR
0101027310,2207BR TM MELANGE,CONJUNTO,LENCERIA,2207LAR013
0101027320,2207BR TL MELANGE,CONJUNTO,LENCERIA,2207MED013
0101027330,2207BR TS MELANGE,CONJUNTO,LENCERIA,2207SMA013
0101027340,2287BR CONJUNTO,CONJUNTO,LENCERIA,2287BR
0101027350,440BR BRIGITTE,CONJUNTO,LENCERIA,440BR
0101027360,453BR BRIGITTE,CONJUNTO,LENCERIA,453BR
0101027370,454BR BRIGITTE,CONJUNTO,LENCERIA,454BR
0101027380,461BR BRIGITTE,CONJUNTO,LENCERIA,461BR
0101027390,767BR CONJUNTO DE SEÑORA,CONJUNTO,LENCERIA,767BR
0101027400,768BR CONJUNTO DE SEÑORA,CONJUNTO,LENCERIA,768BR
0101027410,770BR CONJUNTO DE SEÑORA,CONJUNTO,LENCERIA,770BR
0101027420,92BR BRIGITTE,CONJUNTO,LENCERIA,92BR
0101151180,100BR BRIGITTE,CONJUNTO,LENCERIA,100BR
0101151190,1017BR CONJUNTO TAZA SOFT,CONJUNTO,LENCERIA,1017BR
0101151200,1018BR CONJUNTO TAZA SOFT,CONJUNTO,LENCERIA,1018BR
0101151210,1020BR CONJUNTO TAZA SOFT,CONJUNTO,LENCERIA,1020BR
0101151220,1023BR CONJUNTO KIDS,CONJUNTO,LENCERIA,1023BR
0101151230,1024BR CONJUNTO KIDS,CONJUNTO,LENCERIA,1024BR
0101151240,1027BR CONJUNTO KIDS,CONJUNTO,LENCERIA,1027BR
0101151250,1028BR CONJUNTO KIDS,CONJUNTO,LENCERIA,1028BR
0101151260,1029BR CONJUNTO TAZA SOFT,CONJUNTO,LENCERIA,1029BR
0101151270,1030BR CONJUNTO TAZA SOFT,CONJUNTO,LENCERIA,1030BR
0101151280,1031BR CONJUNTO TAZA SOFT,CONJUNTO,LENCERIA,1031BR
0101151290,1032BR CONJUNTO TAZA SOFT,CONJUNTO,LENCERIA,1032BR
0101151300,1069BR BRIGITTE,CONJUNTO,LENCERIA,1069BR
0101151310,119BR BRIGITTE,CONJUNTO,LENCERIA,119BR
0101151320,129BR BRIGITTE,CONJUNTO,LENCERIA,129BR
0101151330,139BR BRIGITTE,CONJUNTO,LENCERIA,139BR
0101151340,143BR CONJUNTO CAMISETA BRIGIT,CONJUNTO,LENCERIA,143BR
0101151350,200BR BRIGITTE,CONJUNTO,LENCERIA,200BR
0101151360,207BR BRIGITTE,CONJUNTO,LENCERIA,207BR
0101151370,239BR BRIGITTE,CONJUNTO,LENCERIA,239BR
0101151380,291BR BRIGITTE,CONJUNTO,LENCERIA,291BR
0101151390,297BR BRIGITTE,CONJUNTO,LENCERIA,297BR
0101151400,431BR BRIGITTE,CONJUNTO,LENCERIA,431BR
0101151410,434BR CONJUNTO TAZA SOFT,CONJUNTO,LENCERIA,434BR
0101151420,626BR CONJUNTO COMBINADO,CONJUNTO,LENCERIA,626BR
0101151430,630BR CONJUNTO REMERA,CONJUNTO,LENCERIA,630BR
0101151440,631BR BRIGITTE,CONJUNTO,LENCERIA,631BR
0101151450,1001BR BRIGITTE,CONJUNTO,LENCERIA,1001BR
0101151460,2108BR T95 BLANCO,CONJUNTO,LENCERIA,2108095001
0101151470,2108BR T100 BLANCO,CONJUNTO,LENCERIA,2108100001
0101151480,2108BR T90 BLANCO,CONJUNTO,LENCERIA,2108090001
0101151490,450BR T100 NEGRO,CONJUNTO,LENCERIA,04500100002
0101151500,2200BR T80 BLANCO,CONJUNTO,LENCERIA,2200080001
0101170780,1084BR T105 MARINO,CONJUNTO,LENCERIA,1084105016
0101173380,570BR T85 MENTA,conjunto,LENCERIA,0570085121
0101173390,570BR T90 MENTA,conjunto,LENCERIA,0570090121
0101173400,570BR T95 MENTA,conjunto,LENCERIA,0570095121
0101173410,570BR T100 MENTA,conjunto,LENCERIA,0570100121
0101173420,570BR T105 MENTA,conjunto,LENCERIA,0570105121
0101173430,1108BR T90 PINK,conjunto,LENCERIA,1108090055
0101173440,1108BR T95 PINK,conjunto,LENCERIA,1108095055
0101173450,1108BR T100 PINK,conjunto,LENCERIA,1108100055
0101173460,1108BR T90 ROJO,conjunto,LENCERIA,1108090004
0101173470,1108BR T95 ROJO,conjunto,LENCERIA,1108095004
0101173480,1108BR T100 ROJO,conjunto,LENCERIA,1108100004
0101173490,1108BR T90 ROSE,conjunto,LENCERIA,1108090100
0101173500,1108BR T95 ROSE,conjunto,LENCERIA,1108095100
0101173510,1108BR T100 ROSE,conjunto,LENCERIA,1108100100
0101173520,1000BR T85 ROSE,conjunto,LENCERIA,1000085100
0101173530,1000BR T90 ROSE,conjunto,LENCERIA,1000090100
0101173540,1000BR T95 ROSE,conjunto,LENCERIA,1000095100
0101173550,1000BR T100 ROSE,conjunto,LENCERIA,1000100100
0101173560,1000BR T105 ROSE,conjunto,LENCERIA,1000105100
0101173570,578BR T100 ROJO,CONJUNTO,LENCERIA,0578100004
0101173580,578BR T105 ROJO,CONJUNTO,LENCERIA,0578105004
0101173590,578BR T95 ROJO,CONJUNTO,LENCERIA,0578095004
0101173600,578BR T90 ROJO,CONJUNTO,LENCERIA,0578090004
0101173610,578BR T85 ROJO,CONJUNTO,LENCERIA,0578085004
0101173620,2288BR T85 NEGRO,conjunto,LENCERIA,2288085002
0101173630,2288BR T90 NEGRO,conjunto,LENCERIA,2288090002
0101173640,2288BR T95 NEGRO,conjunto,LENCERIA,2288095002
0101173650,2288BR T100 NEGRO,conjunto,LENCERIA,2288100002
0101173660,2288BR T105 NEGRO,conjunto,LENCERIA,2288105002
0101173850,2110BR T95 FLAMINGO,,LENCERIA,2110095069
0101173860,2110BR T100 FLAMINGO,,LENCERIA,2110100069
0101173870,575BR T85 BLANCO,,LENCERIA,575085001
0101173880,575BR T90 BLANCO,,LENCERIA,575090001
0101173890,575BR T95 BLANCO,,LENCERIA,575095001
0101173900,575BR T100 BLANCO,,LENCERIA,575100001
0101173910,575BR T105 BLANCO,,LENCERIA,575105001
0101173920,1088BR T85 LEMON,CONJUNTOT,LENCERIA,1088085106
0101173930,1088BR T90 LEMON,CONJUNTOT,LENCERIA,1088090106
0101173940,1088BR T95 LEMON,CONJUNTOT,LENCERIA,1088095106
0101173950,1088BR T100 LEMON,CONJUNTOT,LENCERIA,1088100106
0101173960,1088BR T105 LEMON,CONJUNTOT,LENCERIA,1088105106
0101176870,2110BR T85 FLAMINGO,,LENCERIA,2110085069
0101176880,2110BR T90 FLAMINGO,,LENCERIA,2110090069
0101177660,443BR T85 LEMON,conjunto,LENCERIA,0443085106
0101177670,443BR T90 LEMON,conjunto,LENCERIA,0443090106
0101177680,443BR T100 LEMON,conjunto,LENCERIA,0443095106
0101177690,443BR T105 LEMON,conjunto,LENCERIA,0443100106
0101177730,1064BR T08 BLANCO,CONJUNTO,LENCERIA,1064008001
0101177740,1064BR T10 BLANCO,CONJUNTO,LENCERIA,1064010001
0101177750,1064BR T12 BLANCO,CONJUNTO,LENCERIA,1064012001
0101177760,1064BR T14 BLANCO,CONJUNTO,LENCERIA,1064014001
0101177770,1064BR T16 BLANCO,CONJUNTO,LENCERIA,1064016001
0101177780,1064BR T08 HUESO,CONJUNTO,LENCERIA,1064008003
0101177790,1064BR T10 HUESO,CONJUNTO,LENCERIA,1064010003
0101177800,1064BR T12 HUESO,CONJUNTO,LENCERIA,1064012003
0101177810,1064BR T14 HUESO,CONJUNTO,LENCERIA,1064014003
0101177820,1064BR T16 HUESO,CONJUNTO,LENCERIA,1064016003
0101177830,1067BR T08 HUESO,CONJUNTO,LENCERIA,1067008003
0101177840,1067BR T10 HUESO,CONJUNTO,LENCERIA,1067010003
0101177850,1067BR T12 HUESO,CONJUNTO,LENCERIA,1067012003
0101177860,1067BR T14 HUESO,CONJUNTO,LENCERIA,1067014003
0101177870,1067BR T16 HUESO,CONJUNTO,LENCERIA,1067016003
0101177880,1067BR T08 FLAMINGO,CONJUNTO,LENCERIA,1067008069
0101177890,1067BR T10 FLAMINGO,CONJUNTO,LENCERIA,1067010069
0101177900,1067BR T12 FLAMINGO,CONJUNTO,LENCERIA,1067012069
0101177910,1067BR T14 FLAMINGO,CONJUNTO,LENCERIA,1067014069
0101177920,1067BR T16 FLAMINGO,CONJUNTO,LENCERIA,1067016069
0101177930,2130BR T85 BLANCO,CONJUNTO,LENCERIA,2130085001
0101177940,2130BR T90 BLANCO,CONJUNTO,LENCERIA,2130090001
0101177950,2130BR T95 BLANCO,CONJUNTO,LENCERIA,2130095001
0101177960,2130BR T100 BLANCO,CONJUNTO,LENCERIA,2130100001
0101177970,2130BR T85 NEGRO,CONJUNTO,LENCERIA,2130085002
0101177980,2130BR T90 NEGRO,CONJUNTO,LENCERIA,2130090002
0101177990,2130BR T95 NEGRO,CONJUNTO,LENCERIA,2130095002
0101178000,2130BR T100 NEGRO,CONJUNTO,LENCERIA,2130100002
0101178010,2130BR T85 ROJO,CONJUNTO,LENCERIA,2130085004
0101178020,2130BR T90 ROJO,CONJUNTO,LENCERIA,2130090004
0101178030,2130BR T95 ROJO,CONJUNTO,LENCERIA,2130095004
0101178040,2130BR T100 ROJO,CONJUNTO,LENCERIA,2130100004
0101178050,2130BR T85 LEMON,CONJUNTO,LENCERIA,2130085106
0101178060,2130BR T90 LEMON,CONJUNTO,LENCERIA,2130090106
0101178070,2130BR T95 LEMON,CONJUNTO,LENCERIA,2130095106
0101178080,2130BR T100 LEMON,CONJUNTO,LENCERIA,2130100106
0101178090,2140BR T85 BLANCO,CONJUNTO,LENCERIA,2140085001
0101178100,2140BR T90 BLANCO,CONJUNTO,LENCERIA,2140090001
0101178110,2140BR T95 BLANCO,CONJUNTO,LENCERIA,2140095001
0101178120,2140BR T100 BLANCO,CONJUNTO,LENCERIA,2140100001
0101178130,2140BR T105 BLANCO,CONJUNTO,LENCERIA,2140105001
0101178140,2140BR T85 NEGRO,CONJUNTO,LENCERIA,2140085002
0101178150,2140BR T90 NEGRO,CONJUNTO,LENCERIA,2140090002
0101178160,2140BR T95 NEGRO,CONJUNTO,LENCERIA,2140095002
0101178170,2140BR T100 NEGRO,CONJUNTO,LENCERIA,2140100002
0101178180,2140BR T105 NEGRO,CONJUNTO,LENCERIA,2140105002
0101178190,2140BR T85 PINK,CONJUNTO,LENCERIA,2140085055
0101178200,2140BR T90 PINK,CONJUNTO,LENCERIA,2140090055
0101178210,2140BR T95 PINK,CONJUNTO,LENCERIA,2140095055
0101178220,2140BR T100 PINK,CONJUNTO,LENCERIA,2140100055
0101178230,2140BR T105 PINK,CONJUNTO,LENCERIA,2140105055
0101178240,2142BR T85 BLANCO,CONJUNTO,LENCERIA,2142085001
0101178250,2142BR T90 BLANCO,CONJUNTO,LENCERIA,2142090001
0101178260,2142BR T95 BLANCO,CONJUNTO,LENCERIA,2142095001
0101178270,2142BR T100 BLANCO,CONJUNTO,LENCERIA,2142100001
0101178280,2142BR T85 NEGRO,CONJUNTO,LENCERIA,2142085002
0101178290,2142BR T90 NEGRO,CONJUNTO,LENCERIA,2142090002
0101178300,2142BR T95 NEGRO,CONJUNTO,LENCERIA,2142095002
0101178310,2142BR T100 NEGRO,CONJUNTO,LENCERIA,2142100002
0101178320,2142BR T85 PINK,CONJUNTO,LENCERIA,2142085055
0101178330,2142BR T90 PINK,CONJUNTO,LENCERIA,2142090055
0101178340,2142BR T95 PINK,CONJUNTO,LENCERIA,2142095055
0101178350,2142BR T100 PINK,CONJUNTO,LENCERIA,2142100055
0101178360,2236BR T85 BLANCO,CONJUNTO,LENCERIA,2236085001
0101178370,2236BR T90 BLANCO,CONJUNTO,LENCERIA,2236090001
0101178380,2236BR T95 BLANCO,CONJUNTO,LENCERIA,2236095001
0101178390,2236BR T100 BLANCO,CONJUNTO,LENCERIA,2236100001
0101178400,2236BR T85 NEGRO,CONJUNTO,LENCERIA,2236085002
0101178410,2236BR T90 NEGRO,CONJUNTO,LENCERIA,2236090002
0101178420,2236BR T85 NEGRO,CONJUNTO,LENCERIA,2236095002
0101178430,2236BR T90 NEGRO,CONJUNTO,LENCERIA,2236100002
0101178440,1084BR T90 MENTA,CONJUNTO,LENCERIA,1084090121
0101178540,442BR T100 MENTA,CONJUNTO,LENCERIA,0442100121
0101183300,575BR T105 NEGRO,conjunto,LENCERIA,0575105002
0101183310,575BR T100 NEGRO,conjunto,LENCERIA,0575100002
0101183320,575BR T95NEGRO,conjunto,LENCERIA,0575095002
0101183330,575BR T90 NEGRO,conjunto,LENCERIA,0575090002
0101183340,575BR T 85 NEGRO,conjunto,LENCERIA,0575085002
0101183350,2287BR T85 ROSE,,LENCERIA,2287085100
0101183360,2287BR T90 ROSE,,LENCERIA,2287090100
0101183370,2287BR T95 ROSE,,LENCERIA,2287095100
0101183380,2287BR T100 ROSE,,LENCERIA,2287100100
0101183390,2288BR T85 ROJO,,LENCERIA,2288085004
0101183400,2288BR T90 ROJO,,LENCERIA,2288090004
0101183410,2288BR T95 ROJO,,LENCERIA,2288095004
0101183420,2288BR T100 ROJO,,LENCERIA,2288100004
0101183430,2288BR T105 ROJO,,LENCERIA,2288105004
0101187000,650BR TS BLACK,,LENCERIA,0650SMA063
0101187010,650BR TM BLACK,,LENCERIA,0650MED063
0101187020,650BR TL BLACK,,LENCERIA,0650LAR063
0101187030,650BR TXL BLACK,,LENCERIA,0650EXL063
0101187040,650BR TS MELANGE,CONJUNTO,LENCERIA,0650SMA013
0101187050,650BR TM MELANGE,CONJUNTO,LENCERIA,0650MED013
0101187060,650BR TL MELANGE,CONJUNTO,LENCERIA,0650LAR013
0101187070,650BR TXL MELANGE,CONJUNTO,LENCERIA,0650EXL013
0101187230,2300BR T85 BLANCO,CONJUNTO,LENCERIA,2300090001
0101187240,2300BR T90 BLANCO,CONJUNTO,LENCERIA,2300100001
0101187250,2300BR T95 BLANCO,CONJUNTO,LENCERIA,2300085001
0101187260,2300BR T100 BLANCO,CONJUNTO,LENCERIA,2300095001
0101187340,2200BR T90 MARINO,CONJUNTO,LENCERIA,2200090016
0101187350,2200BR T95 MARINO,CONJUNTO,LENCERIA,2200095016
0101187360,2200BR T80 MARINO,CONJUNTO,LENCERIA,2200080016
0101187370,2200BR T85 MARINO,CONJUNTO,LENCERIA,2200085016
0101187380,2200BR T105 MARINO,CONJUNTO,LENCERIA,2200105016
0101187390,2200BR T100 MARINO,CONJUNTO,LENCERIA,2200100016
0101187400,2203BR T95 BLANCO,CONJUNTO,LENCERIA,2203095001
0101187410,2203BR T85 BLANCO,CONJUNTO,LENCERIA,2203085001
0101187420,2203BR T90 BLANCO,CONJUNTO,LENCERIA,2203090001
0101187430,2203BR T100 BLANCO,CONJUNTO,LENCERIA,2203100001
0101187440,2300BR T95 NEGRO,CONJUNTO,LENCERIA,2300095002
0101187450,2300BR T85 NEGRO,CONJUNTO,LENCERIA,2300085002
0101187460,2300BR T90 NEGRO,CONJUNTO,LENCERIA,2300090002
0101187470,2300BR T95 ROSE,CONJUNTO,LENCERIA,2300095100
0101187480,2300BR T90 ROSE,CONJUNTO,LENCERIA,2300090100
0101187490,2300BR T85 ROSE,CONJUNTO,LENCERIA,2300085100
0101187500,2300BR T100 ROSE,CONJUNTO,LENCERIA,2300100100
0101187510,2300BR T100 NEGRO,CONJUNTO,LENCERIA,2300100002
0101189310,2118BR T100 FUCSIA,CONJUNTO,LENCERIA,2118100006
0101189320,2118BR T95 FUCSIA,CONJUNTO,LENCERIA,2118095006
