virtuemart_product_id,product_name,product_sku,product_parent_sku,slug,VM_MULTIVARIANT_FIELD_LABEL1,VM_MULTIVARIANT_FIELD_LABEL2,multi_variant_title,multi_variant_fields,product_price,published,category_path,product_desc,codigo_anterior
0,"Conjunto de puntilla y tul fantasía",0101178830,0101178790,conjunto-de-puntilla-y-tul-fantasía-0101178830,T85,NEGRO,,,373.9,Y,,"ART:1300S<br />Conjunto de microfibra fantasía print. Corpiño triangulo soft sin push up con dije corazón strass. Colaless.<br />
Talles: 85 - 90 - 95 - 100 <br />
Colores: Blanco - Frutilla - Negro - Nougat - Pino",1300S
0,"Conjunto de puntilla y tul fantasía",0101173730,0101178790,conjunto-de-puntilla-y-tul-fantasía-0101173730,T85,BLANCO,,,373.9,Y,,"ART:1300S<br />Conjunto de microfibra fantasía print. Corpiño triangulo soft sin push up con dije corazón strass. Colaless.<br />
Talles: 85 - 90 - 95 - 100 <br />
Colores: Blanco - Frutilla - Negro - Nougat - Pino",1300S
0,"Conjunto de puntilla y tul fantasía",0101178750,0101178790,conjunto-de-puntilla-y-tul-fantasía-0101178750,T85,BLANCO,,,373.9,Y,,"ART:1300S<br />Conjunto de microfibra fantasía print. Corpiño triangulo soft sin push up con dije corazón strass. Colaless.<br />
Talles: 85 - 90 - 95 - 100 <br />
Colores: Blanco - Frutilla - Negro - Nougat - Pino",1300S
0,"Conjunto de puntilla y tul fantasía",0101178870,0101178790,conjunto-de-puntilla-y-tul-fantasía-0101178870,T85,NOUGAT,,,373.9,Y,,"ART:1300S<br />Conjunto de microfibra fantasía print. Corpiño triangulo soft sin push up con dije corazón strass. Colaless.<br />
Talles: 85 - 90 - 95 - 100 <br />
Colores: Blanco - Frutilla - Negro - Nougat - Pino",1300S
0,"Conjunto de puntilla y tul fantasía",0101178840,0101178790,conjunto-de-puntilla-y-tul-fantasía-0101178840,T90,NEGRO,,,373.9,Y,,"ART:1300S<br />Conjunto de microfibra fantasía print. Corpiño triangulo soft sin push up con dije corazón strass. Colaless.<br />
Talles: 85 - 90 - 95 - 100 <br />
Colores: Blanco - Frutilla - Negro - Nougat - Pino",1300S
0,"Conjunto de puntilla y tul fantasía",0101173740,0101178790,conjunto-de-puntilla-y-tul-fantasía-0101173740,T90,NEGRO,,,373.9,Y,,"ART:1300S<br />Conjunto de microfibra fantasía print. Corpiño triangulo soft sin push up con dije corazón strass. Colaless.<br />
Talles: 85 - 90 - 95 - 100 <br />
Colores: Blanco - Frutilla - Negro - Nougat - Pino",1300S
0,"Conjunto de puntilla y tul fantasía",0101178760,0101178790,conjunto-de-puntilla-y-tul-fantasía-0101178760,T90,BLANCO,,,373.9,Y,,"ART:1300S<br />Conjunto de microfibra fantasía print. Corpiño triangulo soft sin push up con dije corazón strass. Colaless.<br />
Talles: 85 - 90 - 95 - 100 <br />
Colores: Blanco - Frutilla - Negro - Nougat - Pino",1300S
0,"Conjunto de puntilla y tul fantasía",0101178880,0101178790,conjunto-de-puntilla-y-tul-fantasía-0101178880,T90,NOUGAT,,,373.9,Y,,"ART:1300S<br />Conjunto de microfibra fantasía print. Corpiño triangulo soft sin push up con dije corazón strass. Colaless.<br />
Talles: 85 - 90 - 95 - 100 <br />
Colores: Blanco - Frutilla - Negro - Nougat - Pino",1300S
0,"Conjunto de puntilla y tul fantasía",0101178800,0101178790,conjunto-de-puntilla-y-tul-fantasía-0101178800,T90,FRUTILLA,,,373.9,Y,,"ART:1300S<br />Conjunto de microfibra fantasía print. Corpiño triangulo soft sin push up con dije corazón strass. Colaless.<br />
Talles: 85 - 90 - 95 - 100 <br />
Colores: Blanco - Frutilla - Negro - Nougat - Pino",1300S
0,"Conjunto de puntilla y tul fantasía",0101173750,0101178790,conjunto-de-puntilla-y-tul-fantasía-0101173750,T90,BLANCO,,,373.9,Y,,"ART:1300S<br />Conjunto de microfibra fantasía print. Corpiño triangulo soft sin push up con dije corazón strass. Colaless.<br />
Talles: 85 - 90 - 95 - 100 <br />
Colores: Blanco - Frutilla - Negro - Nougat - Pino",1300S
0,"Conjunto de puntilla y tul fantasía",0101178920,0101178790,conjunto-de-puntilla-y-tul-fantasía-0101178920,T90,PINO,,,373.9,Y,,"ART:1300S<br />Conjunto de microfibra fantasía print. Corpiño triangulo soft sin push up con dije corazón strass. Colaless.<br />
Talles: 85 - 90 - 95 - 100 <br />
Colores: Blanco - Frutilla - Negro - Nougat - Pino",1300S
0,"Conjunto de puntilla y tul fantasía",0101174170,0101178790,conjunto-de-puntilla-y-tul-fantasía-0101174170,T90,NOUGAT,,,373.9,Y,,"ART:1300S<br />Conjunto de microfibra fantasía print. Corpiño triangulo soft sin push up con dije corazón strass. Colaless.<br />
Talles: 85 - 90 - 95 - 100 <br />
Colores: Blanco - Frutilla - Negro - Nougat - Pino",1300S
0,"Conjunto de puntilla y tul fantasía",0101173670,0101178790,conjunto-de-puntilla-y-tul-fantasía-0101173670,T95,BLANCO,,,373.9,Y,,"ART:1300S<br />Conjunto de microfibra fantasía print. Corpiño triangulo soft sin push up con dije corazón strass. Colaless.<br />
Talles: 85 - 90 - 95 - 100 <br />
Colores: Blanco - Frutilla - Negro - Nougat - Pino",1300S
0,"Conjunto de puntilla y tul fantasía",0101174160,0101178790,conjunto-de-puntilla-y-tul-fantasía-0101174160,T95,NOUGAT,,,373.9,Y,,"ART:1300S<br />Conjunto de microfibra fantasía print. Corpiño triangulo soft sin push up con dije corazón strass. Colaless.<br />
Talles: 85 - 90 - 95 - 100 <br />
Colores: Blanco - Frutilla - Negro - Nougat - Pino",1300S
0,"Conjunto de puntilla y tul fantasía",0101178850,0101178790,conjunto-de-puntilla-y-tul-fantasía-0101178850,T95,NEGRO,,,373.9,Y,,"ART:1300S<br />Conjunto de microfibra fantasía print. Corpiño triangulo soft sin push up con dije corazón strass. Colaless.<br />
Talles: 85 - 90 - 95 - 100 <br />
Colores: Blanco - Frutilla - Negro - Nougat - Pino",1300S
0,"Conjunto de puntilla y tul fantasía",0101178770,0101178790,conjunto-de-puntilla-y-tul-fantasía-0101178770,T95,BLANCO,,,373.9,Y,,"ART:1300S<br />Conjunto de microfibra fantasía print. Corpiño triangulo soft sin push up con dije corazón strass. Colaless.<br />
Talles: 85 - 90 - 95 - 100 <br />
Colores: Blanco - Frutilla - Negro - Nougat - Pino",1300S
